,WWWSEX,WWWWHITE,AGE65PLM,W12EDUC3,AGE4049M,W2TOTCL,W1FIPCOM,WWWBLACK,AGE5059M,W2FIPCOM,WWWHOMLN,AGE3039,W1TRUAM2,AGE1829,EDUCAT4,WWWBRNUS,W2CIVLIB,CENSDIV,WWWHISP,WWWEDU3,WWWAGEC1,WWWEDU5,W1STATE,AGE6064M,W12RACE4,WWWRACE4,W2SECURE,RAC3,WWWRACE3,NEWRACE,WWWAGE,COMPLET2,IMPHISP,W12OTHET,RACES,USAWT2CC,USAWT2NC,W2MISSCL,USAWT2RC,USAWT1RV,RACWT1RV,RHWT2CC,RHWT2RC,MULT2,W3IWER4_A
626,1,-1,-1.0,-1.0,1.0,1.0000000000000002,0.4285714285714285,1,-1.0,0.4285714285714285,1.0,-1.0,1.0,-1.0,-0.33333333333333326,1.0,-0.09090909090909083,0.29032258064516125,-1,0.0,0.0,-0.5,-0.5636363636363637,-1.0,-0.33333333333333326,-0.33333333333333326,0.2727272727272727,0.0,0,0.0,-0.3972602739726028,-1.0,0.1428571428571428,-1.0,-0.5999999999999999,-0.07234229517663138,-1.0,-0.8,0.1780965837046753,-0.721806363320574,-0.5214619794808977,0.0494166518164838,0.17809658370463688,-1.0,1
299,-1,1,-1.0,1.0,1.0,1.0000000000000002,-1.0,-1,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.8181818181818183,-0.29032258064516125,-1,1.0,0.0,1.0,0.018181818181818077,-1.0,-0.9999999999999999,-0.9999999999999999,-0.6363636363636362,-1.0,-1,-1.0,-0.28767123287671237,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.949149622608313,-0.9490151547180953,-0.8,-1.0,-1.0,-1.0,-0.9746588653750995,-1.0,-1.0,1
661,1,-1,-1.0,-1.0,1.0,1.0000000000000002,-1.0,1,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,0.6363636363636365,-0.935483870967742,-1,0.0,0.0,-0.5,0.2727272727272727,-1.0,-0.33333333333333326,-0.33333333333333326,-0.4545454545454545,0.0,0,0.0,-0.28767123287671237,-1.0,0.1428571428571428,-1.0,-0.5999999999999999,-0.9577004668435511,-0.9559822950060569,-0.8,-1.0,-1.0,-1.0,-0.9521484765043301,-1.0,-1.0,1
793,1,1,1.0,-1.0,-1.0,1.0000000000000002,0.4285714285714285,-1,-1.0,0.4285714285714285,-1.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,1.0,-0.09090909090909083,-0.29032258064516125,-1,0.0,0.9999999999999998,-0.5,-0.3090909090909091,-1.0,-0.9999999999999999,-0.9999999999999999,0.2727272727272727,-1.0,-1,-1.0,0.6986301369863013,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.8995054206184022,-1.0,-0.8,-0.8722119117720883,-0.8771729500791507,-0.9013235572659622,-0.9499188246813215,-0.9331761022806563,-1.0,1
937,1,1,-1.0,1.0,-1.0,1.0000000000000002,0.9999999999999999,-1,-1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,-1.0,1.0,1.0,0.4545454545454546,0.41935483870967727,-1,1.0,0.6666666666666667,1.0,0.709090909090909,1.0,-0.9999999999999999,-0.9999999999999999,-0.2727272727272727,-1.0,-1,-1.0,0.26027397260273966,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.8075897381683086,-1.0,-0.8,-0.757527352072982,-0.8360605983131952,-0.868294834136125,-0.9041129171820357,-0.8732043991777204,-1.0,1
1162,-1,1,1.0,1.0,-1.0,1.0000000000000002,0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,1.0,1.0,1.0000000000000002,0.9999999999999998,-1,1.0,0.9999999999999998,0.5,-0.8181818181818182,-1.0,-0.9999999999999999,-0.9999999999999999,-0.8181818181818181,-1.0,-1,-1.0,0.34246575342465735,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.9118743309415624,-1.0,-0.8,-0.8893656057615099,-0.893516769417871,-0.9144538079238524,-0.9560828344239426,-0.942146239548996,-1.0,1
591,1,-1,1.0,0.0,-1.0,1.0000000000000002,-1.0,1,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.2727272727272727,-0.935483870967742,-1,0.0,0.9999999999999998,0.0,0.49090909090909074,-1.0,-0.33333333333333326,-0.33333333333333326,-0.09090909090909083,0.0,0,0.0,0.726027397260274,-1.0,0.1428571428571428,-1.0,-0.5999999999999999,-0.9654647859488209,-0.9681091773998496,-0.8,-1.0,-1.0,-1.0,-0.9609318949104247,-1.0,-1.0,1
1284,1,1,-1.0,0.0,-1.0,1.0000000000000002,0.9999999999999999,-1,-1.0,0.9999999999999999,-1.0,-1.0,0.20000000000000018,-1.0,0.3333333333333335,1.0,0.8181818181818183,0.9999999999999998,-1,0.0,0.6666666666666667,0.0,-0.8181818181818182,1.0,-0.9999999999999999,-0.9999999999999999,-0.6363636363636362,-1.0,-1,-1.0,0.23287671232876694,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.9987177993330891,-1.0,-0.8,-0.9983865728427642,-0.9985081964434858,-0.9988015191417576,-0.9993610191038413,-0.9991562946685855,-1.0,1
61,1,1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1,1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,-0.09090909090909083,-0.29032258064516125,-1,0.0,0.33333333333333326,-0.5,-0.34545454545454546,-1.0,-0.9999999999999999,-0.9999999999999999,0.2727272727272727,-1.0,-1,-1.0,0.12328767123287654,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.45237373472681264,-0.44724210749395876,-0.8,-1.0,-1.0,-1.0,-0.7270920763183475,-1.0,-1.0,1
1215,1,-1,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1,-1.0,-0.1428571428571429,1.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-0.4545454545454545,0.29032258064516125,1,0.0,0.0,-0.5,-0.6000000000000001,-1.0,0.3333333333333335,0.3333333333333335,0.6363636363636365,-1.0,-1,-1.0,-0.3972602739726028,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-0.9935664688269703,-0.9925247067922367,-0.8,-1.0,-1.0,-1.0,-0.9925598776079034,-1.0,-1.0,1
284,1,1,-1.0,1.0,1.0,1.0000000000000002,0.4285714285714285,-1,-1.0,0.4285714285714285,-1.0,-1.0,-0.19999999999999996,-1.0,1.0,1.0,-0.2727272727272727,0.29032258064516125,-1,1.0,0.0,0.5,-0.6000000000000001,-1.0,-0.9999999999999999,-0.9999999999999999,0.4545454545454546,-1.0,-1,-1.0,-0.20547945205479468,0.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.834885245486016,-1.0,-0.8,-0.7919247582863251,-0.8593172016553716,-0.886978657360343,-0.9177155522276012,-0.8911917467191163,-1.0,1
444,-1,-1,-1.0,-1.0,-1.0,0.8181818181818183,-1.0,-1,-1.0,-0.1428571428571429,-1.0,1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.2727272727272727,-0.935483870967742,1,-1.0,-0.33333333333333326,-1.0,0.19999999999999996,-1.0,0.3333333333333335,0.3333333333333335,0.2727272727272727,-1.0,-1,-1.0,-0.6712328767123288,0.0,-0.9999999999999999,-1.0,-0.9999999999999999,-0.44339941010422657,-0.6388021502276822,-0.6000000000000001,-1.0,-1.0,-1.0,-0.35631360119504096,-1.0,-1.0,1
837,-1,-1,-1.0,0.0,-1.0,0.8181818181818183,0.4285714285714285,-1,-1.0,-0.1428571428571429,1.0,-1.0,0.20000000000000018,1.0,0.3333333333333335,1.0,0.6363636363636365,-0.935483870967742,1,0.0,-1.0,0.0,0.2727272727272727,-1.0,0.3333333333333335,0.3333333333333335,-0.6363636363636362,-1.0,-1,-1.0,-0.9452054794520548,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-0.9933039449982108,-1.0,-0.6000000000000001,-0.9920038931474995,-0.9945695643203558,-0.9956373121743425,-0.9922562792628832,-0.9955878064863751,-1.0,1
691,-1,-1,-1.0,0.0,1.0,0.8181818181818183,-1.0,1,-1.0,0.9999999999999999,1.0,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.09090909090909105,-0.935483870967742,-1,0.0,0.0,0.0,0.2727272727272727,-1.0,-0.33333333333333326,-0.33333333333333326,-0.09090909090909083,0.0,0,0.0,-0.15068493150684925,0.0,0.1428571428571428,-1.0,-0.5999999999999999,-0.9906649858790392,-0.991855062697623,-0.6000000000000001,-1.0,-1.0,-1.0,-0.9894397262992276,-1.0,-1.0,1
511,1,1,-1.0,0.0,-1.0,1.0000000000000002,0.4285714285714285,-1,1.0,-0.1428571428571429,1.0,-1.0,0.6000000000000001,-1.0,0.3333333333333335,1.0,0.6363636363636365,0.41935483870967727,-1,0.0,0.33333333333333326,0.0,0.4181818181818182,-1.0,-0.9999999999999999,-0.9999999999999999,-0.4545454545454545,-1.0,-1,-1.0,-0.12328767123287676,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.8584026559067407,-1.0,-0.8,-0.8223857788488746,-0.8601262603542624,-0.8876286366150632,-0.9294353839000044,-0.907120650192997,-1.0,1
1250,1,1,-1.0,1.0,-1.0,1.0000000000000002,0.4285714285714285,-1,-1.0,0.4285714285714285,-1.0,-1.0,0.20000000000000018,-1.0,1.0,1.0,-0.6363636363636362,0.41935483870967727,-1,1.0,0.6666666666666667,1.0,0.4181818181818182,1.0,-0.9999999999999999,-0.9999999999999999,0.8181818181818183,-1.0,-1,-1.0,0.17808219178082196,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.8075897381683086,-1.0,-0.8,-0.757527352072982,-0.8360605983131952,-0.868294834136125,-0.9041129171820357,-0.8732043991777204,-1.0,1
305,-1,1,1.0,1.0,-1.0,1.0000000000000002,0.4285714285714285,-1,-1.0,-0.1428571428571429,1.0,-1.0,0.20000000000000018,-1.0,1.0,1.0,-0.09090909090909083,0.29032258064516125,-1,1.0,0.9999999999999998,0.5,0.9272727272727272,-1.0,-0.9999999999999999,-0.9999999999999999,0.2727272727272727,-1.0,-1,-1.0,0.5342465753424659,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.9201757915169837,-1.0,-0.8,-0.8980619924938014,-0.9164869593403838,-0.9329075331573488,-0.9602198426590877,-0.9466938187920215,-1.0,1
1357,-1,-1,1.0,-1.0,-1.0,1.0000000000000002,-1.0,1,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,-0.33333333333333326,1.0,0.09090909090909105,-0.3548387096774195,-1,0.0,0.9999999999999998,-0.5,-0.4181818181818182,-1.0,-0.33333333333333326,-0.33333333333333326,0.09090909090909105,0.0,0,0.0,0.3972602739726028,-1.0,0.1428571428571428,-1.0,-0.5999999999999999,-0.9142107388784255,-0.9425018449995667,-0.8,-1.0,-1.0,-1.0,-0.9029505401615865,-1.0,-1.0,1
836,-1,1,-1.0,1.0,-1.0,1.0000000000000002,0.9999999999999999,-1,-1.0,0.9999999999999999,-1.0,1.0,0.20000000000000018,-1.0,1.0,1.0,0.6363636363636365,0.29032258064516125,-1,1.0,-0.33333333333333326,0.5,0.3090909090909091,-1.0,-0.9999999999999999,-0.9999999999999999,-0.4545454545454545,-1.0,-1,-1.0,-0.589041095890411,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.9201757915169837,-1.0,-0.8,-0.8980619924938014,-0.9164869593403838,-0.9329075331573488,-0.9602198426590877,-0.9466938187920215,-1.0,1
297,1,1,-1.0,0.0,-1.0,1.0000000000000002,-0.1428571428571429,-1,-1.0,-0.1428571428571429,1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,1.0,-0.4545454545454545,0.9999999999999998,-1,0.0,0.6666666666666667,0.0,0.45454545454545436,1.0,-0.9999999999999999,-0.9999999999999999,0.6363636363636365,-1.0,-1,-1.0,0.15068493150684925,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.7973791256861561,-1.0,-0.8,-0.7450367718155333,-0.7642564469887905,-0.8106090211918143,-0.8990244887616101,-0.8666727320311888,-1.0,1
1150,-1,1,-1.0,0.0,-1.0,1.0000000000000002,-1.0,-1,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.3333333333333335,1.0,1.0000000000000002,0.29032258064516125,-1,0.0,-1.0,0.0,0.8181818181818181,-1.0,-0.9999999999999999,-0.9999999999999999,-0.8181818181818181,-1.0,-1,-1.0,-0.8356164383561644,0.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.5083742627467569,-0.5071784725653334,-0.8,-1.0,-1.0,-1.0,-0.7549997732207405,-1.0,-1.0,1
1127,-1,1,-1.0,1.0,-1.0,1.0000000000000002,-1.0,-1,1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.8181818181818183,-0.935483870967742,-1,1.0,0.33333333333333326,1.0,0.2727272727272727,-1.0,-0.9999999999999999,-0.9999999999999999,-0.6363636363636362,-1.0,-1,-1.0,-0.12328767123287676,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.9960427387040012,-0.9960601953760786,-0.8,-1.0,-1.0,-1.0,-0.9980279105802102,-1.0,-1.0,1
1348,1,1,-1.0,0.0,-1.0,1.0000000000000002,0.4285714285714285,-1,1.0,0.4285714285714285,-1.0,-1.0,0.6000000000000001,-1.0,0.3333333333333335,1.0,0.6363636363636365,-0.29032258064516125,-1,0.0,0.33333333333333326,0.0,-0.34545454545454546,-1.0,-0.9999999999999999,-0.9999999999999999,-0.4545454545454545,-1.0,-1,-1.0,0.041095890410958846,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.7260751626844029,-1.0,-0.8,-0.6548038550307241,-0.6790705327285205,-0.7421726059586572,-0.8634903704640444,-0.8194874639380783,-1.0,1
1420,-1,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1,-1.0,-0.1428571428571429,1.0,-1.0,-1.0,1.0,-0.33333333333333326,1.0,0.6363636363636365,0.9354838709677418,1,0.0,-1.0,-0.5,0.23636363636363633,-1.0,0.3333333333333335,0.3333333333333335,-0.4545454545454545,-1.0,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,0.1600948468262573,0.13040080726435965,-0.8,-1.0,-1.0,-1.0,0.3416034545803428,-1.0,-1.0,1
700,-1,-1,-1.0,0.0,1.0,1.0000000000000002,-0.1428571428571429,1,-1.0,0.4285714285714285,-1.0,-1.0,0.20000000000000018,-1.0,0.3333333333333335,1.0,1.0000000000000002,0.9999999999999998,-1,0.0,0.0,0.0,-0.8181818181818182,-1.0,-0.33333333333333326,-0.33333333333333326,-0.8181818181818181,0.0,0,0.0,-0.34246575342465757,0.0,0.1428571428571428,-1.0,-0.5999999999999999,-0.716658153525355,-1.0,-0.8,-0.7080141470292585,-0.5655979650180945,-0.2527582858795163,-0.679468353142668,-0.7080141470292058,-1.0,1
323,-1,1,-1.0,1.0,-1.0,1.0000000000000002,-1.0,-1,1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-0.29032258064516125,-1,1.0,0.33333333333333326,0.5,-0.3090909090909091,-1.0,-0.9999999999999999,-0.9999999999999999,-0.8181818181818181,-1.0,-1,-1.0,-0.09589041095890427,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.5033771473478756,-0.5020638861552394,-0.8,-1.0,-1.0,-1.0,-0.752509475595462,-1.0,-1.0,1
133,1,1,1.0,0.0,-1.0,0.8181818181818183,-1.0,-1,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,0.3333333333333335,1.0,-0.09090909090909083,-0.3548387096774195,-1,0.0,0.9999999999999998,0.0,-0.09090909090909094,-1.0,-0.9999999999999999,-0.9999999999999999,0.09090909090909105,-1.0,-1,-1.0,0.8630136986301367,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.997873775115657,-0.9978731019756578,-0.6000000000000001,-1.0,-1.0,-1.0,-0.998940402140557,-1.0,-1.0,1
163,1,1,1.0,-1.0,-1.0,1.0000000000000002,-0.1428571428571429,-1,-1.0,0.4285714285714285,-1.0,-1.0,-0.19999999999999996,-1.0,-0.33333333333333326,1.0,0.2727272727272727,0.9354838709677418,-1,0.0,0.9999999999999998,-0.5,-0.7454545454545455,-1.0,-0.9999999999999999,-0.9999999999999999,-0.09090909090909083,-1.0,-1,-1.0,0.31506849315068486,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.8047479919223739,-1.0,-0.8,-0.7540240976101285,-0.8083414184886183,-0.8460258790291771,-0.9026967413760858,-0.8713724512929378,-1.0,1
900,-1,1,-1.0,-1.0,-1.0,0.8181818181818183,-0.1428571428571429,-1,1.0,0.4285714285714285,-1.0,-1.0,-0.19999999999999996,-1.0,-0.33333333333333326,1.0,-0.09090909090909083,0.29032258064516125,-1,0.0,0.33333333333333326,-0.5,-0.5636363636363637,-1.0,-0.9999999999999999,-0.9999999999999999,0.09090909090909105,-1.0,-1,-1.0,-0.041095890410958846,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.4719762527407616,-1.0,-0.6000000000000001,-0.33794564788088655,-0.6181190694652294,-0.6932055943913851,-0.7368609329809127,-0.6537936131283979,-1.0,1
533,-1,1,-1.0,1.0,1.0,1.0000000000000002,-1.0,-1,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.8181818181818183,-0.3548387096774195,-1,1.0,0.0,0.5,0.38181818181818183,-1.0,-0.9999999999999999,-0.9999999999999999,-0.6363636363636362,-1.0,-1,-1.0,-0.28767123287671237,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.6408051326193833,-0.6398552837000211,-0.8,-1.0,-1.0,-1.0,-0.8209963041034829,-1.0,-1.0,1
1176,1,-1,-1.0,1.0,-1.0,1.0000000000000002,-1.0,1,1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.8181818181818183,0.29032258064516125,-1,1.0,0.33333333333333326,0.5,-0.6363636363636365,-1.0,-0.33333333333333326,-0.33333333333333326,-0.6363636363636362,0.0,0,0.0,0.041095890410958846,-1.0,0.1428571428571428,-1.0,-0.5999999999999999,-0.9909988218087805,-0.9919431380477222,-0.8,-1.0,-1.0,-1.0,-0.9898173795887655,-1.0,-1.0,1
623,-1,-1,1.0,-1.0,-1.0,1.0000000000000002,-0.1428571428571429,1,-1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0,-0.33333333333333326,1.0,0.6363636363636365,-0.935483870967742,-1,0.0,0.9999999999999998,-0.5,0.49090909090909074,-1.0,-0.33333333333333326,-0.33333333333333326,-0.4545454545454545,0.0,0,0.0,0.780821917808219,-1.0,0.1428571428571428,-1.0,-0.5999999999999999,-0.9882654798097463,-1.0,-0.8,-0.9851669316523692,-0.9852890245702695,-0.974694744473453,-0.9867252750397103,-0.9851669316522474,-1.0,1
1154,1,1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-1.0,-0.33333333333333326,1.0,-0.09090909090909083,0.29032258064516125,-1,0.0,-0.33333333333333326,-0.5,-0.1636363636363637,-1.0,-0.9999999999999999,-0.9999999999999999,0.2727272727272727,-1.0,-1,-1.0,-0.589041095890411,0.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.598431636030156,-0.597795168842977,-0.8,-1.0,-1.0,-1.0,-0.79987959786305,-1.0,-1.0,1
283,-1,1,1.0,-1.0,-1.0,1.0000000000000002,0.4285714285714285,-1,-1.0,-0.1428571428571429,-1.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,1.0,0.2727272727272727,-0.3548387096774195,-1,0.0,0.9999999999999998,-0.5,-0.09090909090909094,-1.0,-0.9999999999999999,-0.9999999999999999,-0.09090909090909083,-1.0,-1,-1.0,0.726027397260274,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.4685752005367573,-1.0,-0.8,-0.32981102763228676,-0.5958336625616671,-0.6753020081735062,-0.7351660287109958,-0.6495397969941458,-1.0,1
280,-1,1,-1.0,1.0,-1.0,1.0000000000000002,0.9999999999999999,-1,-1.0,0.7142857142857141,-1.0,1.0,-0.6,-1.0,1.0,1.0,0.4545454545454546,0.9999999999999998,-1,1.0,-0.33333333333333326,1.0,0.45454545454545436,-1.0,-0.9999999999999999,-0.9999999999999999,-0.2727272727272727,-1.0,-1,-1.0,-0.47945205479452047,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,-0.823748661883125,-1.0,-0.8,-0.7787312115227655,-0.7870335388357419,-0.8289076158477048,-0.9121656688478851,-0.884292479097992,-1.0,1
