,WWWWHITE,WWWMALE,WWWSEX,W12WHITE,AGE65PLM,AGE4049M,W12EDUC3,W1FIPCOM,W12BLACK,W2TOTCL,WWWBLACK,AGE5059M,AGE3039,W2FIPCOM,WWWHOMLN,AGE1829,W1TRUAM2,EDUCAT4,W2CIVLIB,CENSDIV,W12HISP,WWWBRNUS,WWWAGEC1,WWWEDU3,WWWHISP,WWWEDU5,W1STATE,AGE6064M,W12RACE4,W2SECURE,WWWRACE4,RAC3,WWWRACE3,NEWRACE,WWWAGE,COMPLET2,IMPHISP,RACES,W12OTHET,W2MISSCL,USAWT2RC,USAWT1RV,RACWT1RV,RHWT2CC,USAWT2CC,USAWT2NC,RHWT2RC,MULT2,W3IWER4_A
1549,1,-1,1.0,1.0,-1.0,-1.0,0.8910189542923388,-0.8443127918461985,-1.0,1.0000000000000002,-1,-1.0,0.7820379085846778,-0.01830737633410162,0.7820379085846778,-0.7820379085846778,-0.9564075817169355,0.927345969528226,0.2727272727272727,-1.0,-1.0,1.0,-0.36966034856922037,0.8910189542923388,-1,0.4455094771461694,-0.12727272727272732,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.5403431285320967,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.9473773801175579,-0.9592959314518409,-0.9672992822694593,-0.8921870989927086,-0.8862194756480841,-0.9085319236937042,-0.9724821881482977,-1.0,1
1983,-1,-1,1.0,-0.05706698035513025,-1.0,-1.0,0.0,-1.0,0.05706698035513025,1.0000000000000002,-1,-1.0,-1.0,0.395961725511354,-1.0,1.0,-1.0,0.3333333333333335,0.5610182673695809,-0.3548387096774195,-1.0,1.0,-0.8238221699408116,0.0,-1,0.0,-0.09090909090909094,-1.0,-0.6476443398816232,-0.3792000855513991,-0.9999999999999999,-0.4714665098224349,-1,-0.4714665098224349,-0.8495288679763247,-1.0,0.1428571428571428,-0.7885866039289738,-1.0,-0.8,-1.0,-1.0,-1.0,-0.5926280737561149,-0.7764803939267766,-0.7682432135910102,-1.0,-1.0,1
457,1,-1,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.7142857142857141,-1.0,1.0,-1.0,0.3333333333333335,0.2727272727272727,-0.29032258064516125,-1.0,1.0,-0.6666666666666666,0.0,-1,0.0,-0.3090909090909091,-1.0,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1,-1.0,-0.7066666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.8304945234976686,-0.8211121135153451,-0.8202059697255579,-1.0,-1.0,1
657,-1,-1,1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,1.0000000000000002,1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,0.8181818181818183,0.29032258064516125,-1.0,1.0,0.9999999999999998,0.0,-1,0.0,-0.5636363636363637,-1.0,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,0.0,0,0.0,0.2533333333333334,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9913690925356097,-0.9959874048889327,-0.9958519531273681,-1.0,-1.0,1
1220,1,-1,1.0,1.0,-1.0,-1.0,0.0,0.7142857142857141,-1.0,0.8181818181818183,-1,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,0.3333333333333335,0.2727272727272727,0.29032258064516125,-1.0,1.0,-0.33333333333333326,0.0,-1,0.0,0.9272727272727272,-1.0,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.4933333333333333,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6000000000000001,-0.6814930307453533,-0.7491712059760387,-0.7984898835761223,-0.8734598960321507,-0.8664556908634921,-1.0,-0.8334439662452215,-1.0,1
889,1,-1,1.0,1.0,-1.0,1.0,0.0,0.7142857142857141,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.6,0.3333333333333335,0.09090909090909105,0.29032258064516125,-1.0,1.0,0.0,0.0,-1,0.0,0.8181818181818181,-1.0,-0.9999999999999999,0.09090909090909105,-0.9999999999999999,-1.0,-1,-1.0,-0.2799999999999998,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.8475823054113569,-0.8799688854185932,-0.9035697477719056,-0.939445749130944,-0.9360939706542704,-1.0,-0.9202966053014484,-1.0,1
1935,-1,-1,0.5,0.6010089077228773,-1.0,-1.0,0.6010089077228775,0.8860025450636791,-1.0,0.9274561650405231,-1,-1.0,1.0,0.8860025450636791,1.0,-1.0,-0.19999999999999996,0.7340059384819182,0.7456379832223412,0.8841638764356741,-0.6010089077228773,1.0,-0.33333333333333326,0.8005044538614388,-1,0.30050445386143876,0.8546371734293523,-1.0,-0.7340059384819181,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.6587204750785534,-0.19949554613856124,-0.08513776701549847,-0.9999999999999999,-1.0,-0.7202017815445755,-0.7538155323749824,-0.8409034787170436,-0.8721854934911163,-0.8883044676675091,-0.8957791307686409,-1.0,-0.8706406985445142,-1.0,1
1979,-1,-1,1.0,-0.09632750115825872,-1.0,1.0,0.5481637505791292,0.8709039287368939,-1.0,0.800667727062135,-1,-1.0,-1.0,0.9999999999999999,0.09632750115825872,-1.0,0.05779650069495523,0.6987758337194196,-0.40742159143557205,0.3610533871715005,0.09632750115825872,1.0,0.0,0.5481637505791292,-1,0.5481637505791292,0.7583821363004586,-1.0,-0.26911499922782767,0.38990750031588894,-0.33333333333333326,-1.0,-1,-1.0,-0.25076459996911304,-1.0,-0.4836157149475764,-0.9999999999999999,-1.0,-0.5807344997683483,-0.9221655809138997,-0.944425288536995,-0.9553525478575138,-0.9629389874422731,-0.9667134183063734,-1.0,-0.9590394237572918,-1.0,1
623,-1,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.9999999999999999,0.2727272727272727,0.9999999999999998,1.0,-1.0,0.0,-1.0,1,-1.0,-0.8181818181818182,-1.0,0.3333333333333335,-0.09090909090909083,0.3333333333333335,-1.0,-1,-1.0,-0.17333333333333334,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,0.16952233242315118,-0.46812825034255046,-0.4601357195206508,-1.0,-1.0,1
1337,1,-1,1.0,1.0,-1.0,-1.0,1.0,0.9999999999999999,-1.0,1.0000000000000002,-1,1.0,-1.0,0.9999999999999999,1.0,-1.0,-0.19999999999999996,1.0,-0.4545454545454545,-0.3548387096774195,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,-0.38181818181818183,-1.0,-0.9999999999999999,0.6363636363636365,-0.9999999999999999,-1.0,-1,-1.0,0.09333333333333349,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.8814446788777035,-0.9056651008846651,-0.9242134995803377,-0.953235417316816,-0.9506469199039629,-1.0,-0.9380041695387585,-1.0,1
1872,1,-1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,0.175989589093681,-1.0,-1.0,-1.0,1.0,0.2938115566959789,-0.935483870967742,-1.0,1.0,0.33333333333333326,1.0,-1,1.0,0.2727272727272727,-1.0,-0.9999999999999999,-0.11199337487779693,-0.9999999999999999,-1.0,-1,-1.0,0.0176807287634424,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9991819978083943,-0.9991367200269732,-0.999139430765815,-1.0,-1.0,1
896,1,-1,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,0.3333333333333335,-0.6363636363636362,0.41935483870967727,-1.0,1.0,0.33333333333333326,0.0,-1,0.0,-0.23636363636363644,-1.0,-0.9999999999999999,0.8181818181818183,-0.9999999999999999,-1.0,-1,-1.0,-0.013333333333333197,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9477280028133379,-0.9448346608498344,-0.9448114821359033,-1.0,-1.0,1
2077,1,-1,0.5,1.0,1.0,-1.0,1.0,0.9202801467290948,-1.0,0.992752740611736,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.231887941308362,1.0,-0.08366183152082673,-0.9974283918299709,-1.0,1.0,0.9999999999999998,1.0,-1,0.5199299633177263,-0.184056029345819,-1.0,-0.9999999999999999,0.2582327539507445,-0.9999999999999999,-1.0,-1,-1.0,0.706666666666667,-0.03985992663545268,0.1428571428571428,-0.9999999999999999,-1.0,-0.7920280146729095,-0.8636790169392455,-0.9061112117535765,-0.9245718948492911,-0.9410994442284976,-0.9378392005252142,-0.9951987845909543,-0.9287140174379873,-1.0,1
1647,-1,-1,1.0,0.12105998107211757,-1.0,1.0,0.0,-0.3721857007657983,-0.12105998107211757,0.5564599982792835,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.29684798485769404,0.3333333333333335,-0.011005452824737971,-0.3548387096774195,-1.0,1.0,0.0,0.0,-1,0.0,0.38181818181818183,-1.0,-0.7070199936907058,-0.25071636707779676,-0.9999999999999999,-0.5605299905360588,-1,-0.5605299905360588,-0.2630181318191027,-1.0,0.1428571428571428,-0.8242119962144234,-1.0,-0.3121059981072118,-0.9927330466581482,-0.9978381259922667,-0.9962812272753439,-0.9250280125422911,-0.9245693551394387,-0.9271083898446633,-0.9927330466581197,-1.0,1
1007,1,-1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,-0.09090909090909083,0.41935483870967727,-1.0,1.0,0.6666666666666667,1.0,-1,0.5,-0.23636363636363644,1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.14666666666666672,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.9518066924327092,-0.9491391127218473,-0.9488814805363993,-1.0,-1.0,1
1973,1,-1,-1.0,1.0,1.0,-1.0,0.9378058490889041,0.6609764420762038,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,0.5502446792711235,0.9378058490889045,-0.2670732590080821,0.29032258064516125,-1.0,1.0,0.9999999999999998,0.9378058490889043,-1,0.4533543868166783,0.3090909090909091,-1.0,-0.9999999999999999,0.4488914408262641,-0.9999999999999999,-1.0,-1,-1.0,0.3883251773576293,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.9012319664050098,-0.9190839706672982,-0.9349939126612535,-0.9552337299681042,-0.9527558424832853,-0.9933907410436174,-0.9483514851312931,-1.0,1
389,1,-1,1.0,1.0,-1.0,-1.0,1.0,0.9999999999999999,-1.0,0.8181818181818183,-1,1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.19999999999999996,1.0,-0.2727272727272727,0.29032258064516125,-1.0,1.0,0.33333333333333326,1.0,-1,0.5,0.3090909090909091,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,0.01333333333333342,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.6000000000000001,-0.8959623791432897,-0.9296586008276858,-0.9434893286801715,-0.958857776113867,-0.956580485609382,-1.0,-0.9455958733594859,-1.0,1
1721,1,-1,1.0,1.0,-1.0,-1.0,1.0,0.8786010512300041,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-0.11502073586100281,1.0,0.33866463981045847,0.39194217285838806,-1.0,1.0,0.6666666666666667,1.0,-1,0.8937759198262536,0.6859147461439099,1.0,-0.9999999999999999,-0.1568464579922766,-0.9999999999999999,-1.0,-1,-1.0,0.20967081383886743,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-0.7869376189017243,-0.8559453217595988,-0.8842697661702672,-0.9157433617505862,-0.9110796167194577,-1.0,-0.8885838346924795,-1.0,1
174,1,-1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0000000000000002,-1,1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-0.33333333333333326,-0.09090909090909083,-0.3548387096774195,-1.0,1.0,0.33333333333333326,0.0,-1,-0.5,-0.09090909090909094,-1.0,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1,-1.0,-0.09333333333333327,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.6052250719819008,-0.583373623274543,-0.5774731538777786,-1.0,-1.0,1
1758,-1,-1,-0.5,-1.0,-1.0,-1.0,-0.6973080192643408,-1.0,0.3946160385286819,1.0000000000000002,-1,-1.0,-0.3946160385286819,0.2556045824367661,-1.0,0.3946160385286819,-1.0,-0.13153867950956055,0.49286689508047954,0.29032258064516125,-0.3946160385286819,0.3946160385286819,-0.5657693397547803,0.0,-1,-0.3486540096321704,-0.6253566552459761,-1.0,-0.13153867950956055,-0.31104871326229744,-0.33333333333333326,-0.30269198073565917,-1,-0.30269198073565917,-0.7115692830822945,-1.0,-0.20307654941218178,-0.7210767922942636,-1.0,-0.8,-1.0,-1.0,-1.0,-0.7556891220928756,-0.8877113372256369,-0.9093135202039986,-1.0,-1.0,1
543,1,1,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,1.0,0.8181818181818183,-0.3548387096774195,-1.0,1.0,0.0,1.0,-1,0.5,0.38181818181818183,-1.0,-0.9999999999999999,-0.6363636363636362,-0.9999999999999999,-1.0,-1,-1.0,-0.30666666666666664,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.8,-1.0,-1.0,-1.0,-0.8209963041034829,-0.8110881518837453,-0.809689396926299,-1.0,-1.0,1
1580,-1,-1,1.0,-0.40375305951262086,1.0,-1.0,-0.7018765297563103,-0.5741093282233006,-1.0,1.0000000000000002,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-0.5230024476100967,-0.13458435317087347,0.25352189286019455,0.29032258064516125,0.40375305951262086,-0.40375305951262086,0.9999999999999998,0.0,-1,-0.35093826487815516,-0.6000000000000001,-1.0,-0.0641646269915861,-0.07170371104201245,-0.33333333333333326,-1.0,-1,-1.0,0.48538337412683497,-1.0,-0.6592874625786403,-0.9999999999999999,-1.0,-0.8,-0.9091214159253819,-0.9284318151675461,-0.9425037571386221,-0.9586726659002932,-0.959521359008271,-0.9972274787086435,-0.9524770947645737,-1.0,1
