,CENSDIV,MULT3,W1STATE,W2TOTCL,WWWAGEC1,WWWSEX,WWWAGE,W12SEX,W12EDUC3,W1AGECAT,CENSREGN,W2CIVLIB,W12AGEC1,W2FIPCOM,WWWEDU3,WWWEDU5,W1FIPCOM,IMPHISP,AGE4049M,IMPRACE,W1TRUAM3,W1TRUAM2,AGE5059M,WWWRACE3,WWWMALE,COMPLET3,W12HISP,COMPLET2,WWWBRNUS,RAC3,WWWHISP,W2SECURE,W2MISSCL,WWWBLACK,W12RACE4,W12WHITE,WWWWHITE,MULT2,RACES,USAWT2RC,EDUCAT4,WWWRACE4,W12BLACK,HISWT2RC,WWWHOMLN,AGE65PLM,NEWRACE,W12OTHET,AGE3039,USAWT2CC,RACWT1RV,USAWT1RV,RHWT2RC,RACWT2RC,HISWT1RV,RHWT2CC,USAWT2NC,W3IWER4_A
2040,-0.45122632932695994,-0.6351227288389969,-0.5610297575273351,-0.8284891825498278,0.4663990834182201,-0.4963150534309456,-0.8214542621789952,0.48710104198356985,-0.22253316525239952,-0.6980394324848566,-0.5926961108309765,0.25805705707900883,-0.5968854663902867,-0.6805656257653884,-0.5785139860716337,-0.7545629057812038,0.2915837592972955,-0.41881965572086677,-0.37645629164136296,-0.45225719740796755,-0.4241267078128409,0.4193970010889633,0.33201468193721906,-0.44107216098725577,-0.20440806736007533,-0.399981382710798,-0.6739462300936765,-0.4276609835765449,0.514435594493917,-0.5042409117566412,0.5319672485629707,-0.7580054327257516,-0.6266879648118299,0.1876838084825706,0.23459289850219645,0.6817622046059838,0.5967977063826948,-0.1048310443055725,-0.6404180628897733,-0.3582916427406444,0.10323241381727644,-0.7466768869693872,-0.8578943426797158,0.5364647529061146,0.35180554056318036,0.6061463489203671,0.6718390964457817,0.46672810846158624,-0.5565327684067954,-0.7653515238711229,-0.6898426349254358,-0.702763875034076,-0.3632546693384904,-0.6925519373240754,-0.5246355011387611,-0.761593079164147,-0.6989042270963437,0
439,0.4838923249768049,1.0,-0.5456788514216776,1.0,0.8719069798389241,0.35402050543615715,0.5257819492281464,0.15869166715521912,0.770164355645155,0.9999999999999999,0.6488843909240766,-0.3236741814266506,1.0000000000000002,0.4967979582083443,0.8827918947946553,0.6245844794208172,-1.0,0.7527513312183074,0.7333945917730542,0.7739869053387385,0.5192680567149224,-0.8257382412378081,-0.8003542124417605,0.7872751583034349,0.7101073806868905,0.47803094539428376,0.7975285013251896,0.651598175450383,-0.7317748325312954,0.7525107218403844,-0.5218144129627602,0.3905461760619646,0.37043627525220857,-0.310380266511064,-0.5886094795700151,-0.7542573817325712,-0.6734579634026205,0.4707319515357346,0.4538627555275462,-1.0,-0.5597868416347052,0.12640685081495795,-0.08194729487776231,0.06047536618547067,-0.49270116904707595,0.22273345900657815,-0.2635704411353377,0.0630303914013397,0.13331350251936902,-0.17328739795769998,-0.23317042496039952,-1.0,-0.8696246885761252,-0.2712116725875222,-0.48517280823554343,-0.6885217609582827,-0.8200914754684953,0
126,0.014703529501173151,1.0,-0.07838059401512387,-0.1175464456416547,0.8719069798389241,0.9999999999999999,0.5257819492281464,0.9972133270698668,0.5403287112903098,0.9999999999999999,0.29776878184815325,-1.0,1.0000000000000002,0.11939642686460253,0.7655837895893103,0.24916895884163437,-0.6175893940808515,0.7527513312183074,0.7333945917730542,0.7739869053387385,1.0,-0.21859968067752789,-0.8003542124417605,0.7872751583034349,0.37855937457851785,0.739015472697142,0.7975285013251896,0.8257990877251915,-0.7317748325312954,0.7525107218403844,-0.5218144129627602,-0.34079841266367783,0.26550898779424337,-0.310380266511064,-0.5886094795700151,-0.7542573817325712,-0.6734579634026205,0.4707319515357346,0.4538627555275462,-1.0,-0.9801270364608918,0.12640685081495795,-0.08194729487776231,0.06047536618547067,-0.49270116904707595,0.22273345900657815,-0.2635704411353377,0.0630303914013397,0.13331350251936902,-0.24304146359883183,-0.22616126035258033,-0.9933914847344106,-0.8696246885761252,-0.2712116725875222,-0.4815781705069922,-0.9350095065469837,-0.9103894079040064,0
1672,1.0,1.0,-0.7973009900252066,-0.1175464456416547,0.13148905577732184,0.9999999999999999,0.008453166567942594,0.9972133270698668,1.0,0.6002131279577937,1.0,-1.0,0.7605442524852154,0.11939642686460253,1.0000000000000002,0.8122922397104086,-0.235178788161703,0.7527513312183074,1.0,0.5479738106774771,0.6394510425361918,-0.582882817013696,-0.8003542124417605,0.5745503166068697,0.37855937457851785,0.47803094539428376,0.7975285013251896,0.651598175450383,-0.7317748325312954,0.5050214436807686,-0.5218144129627602,-0.34079841266367783,0.26550898779424337,-0.6998020524703413,-0.7461083748647185,-0.36389464059820753,-0.5226684727977805,0.4707319515357346,0.3173284444094327,-1.0,-0.3496167442216118,-0.310389723777563,-0.5700825062122458,0.06047536618547067,-0.49270116904707595,-0.3625452868294651,-0.4300003043453815,0.0630303914013397,0.13331350251936902,-0.24304146359883183,-0.1825364345866062,-0.8977814806157607,-0.8696246885761252,-0.2712116725875222,-0.42957203687103684,-0.9350095065469837,-0.9103894079040064,0
430,0.5308112045243681,1.0,-0.25811069301764455,-0.1175464456416547,0.13148905577732184,0.35402050543615715,0.008453166567942594,0.15869166715521912,0.770164355645155,0.6002131279577937,0.6488843909240766,-1.0,0.7605442524852154,0.11939642686460253,0.8827918947946553,0.6245844794208172,-0.3626489901347525,0.7527513312183074,1.0,0.5479738106774771,0.6394510425361918,-0.582882817013696,-0.8003542124417605,0.5745503166068697,0.7101073806868905,0.47803094539428376,0.7975285013251896,0.651598175450383,-0.7317748325312954,0.5050214436807686,-0.5218144129627602,-0.34079841266367783,0.26550898779424337,-0.6998020524703413,-0.7461083748647185,-0.36389464059820753,-0.5226684727977805,0.4707319515357346,0.3173284444094327,-1.0,-0.5597868416347052,-0.310389723777563,-0.5700825062122458,0.06047536618547067,-0.49270116904707595,-0.3625452868294651,-0.4300003043453815,0.0630303914013397,0.13331350251936902,-0.24304146359883183,-0.05500642849796969,-0.6403273810437013,-0.8696246885761252,-0.2712116725875222,-0.2895323785645906,-0.9350095065469837,-0.9103894079040064,0
2242,-0.6350133664439457,-0.2612687620524193,-0.7028441993223752,-0.4476307305468508,-0.04478530749422649,-0.5037036977142894,-0.8406015841453695,0.3718126203856851,-0.5512430856349709,-0.386236820491802,-0.49169343512883074,0.011970024092696874,-0.17487939209214642,-0.13845238315902192,0.02723641810494226,-0.24584761364827407,0.05992251686350469,-0.3174630659033625,-0.1571008833190718,-0.3315712882222196,-0.24753104043643726,0.1745688814418881,0.0633605609902429,-0.1962014174643566,-0.2812494991618526,-0.40370135603182433,0.13286738334644432,-0.21432655876296247,-0.31959129642360384,-0.10123527968893431,0.09670543621498273,-0.5407083467413627,-0.233630515707007,-0.014956266398163942,0.055137604943717444,0.09591152121356972,0.1272030175988672,-0.449444652688601,-0.4060949004192087,-0.24768794675183547,-0.13486452915852398,-0.106338445399901,0.31416497948880917,0.48372154082199476,-0.16935100734922165,-0.2962277391901433,-0.33019612897276374,-0.0709455251585481,-0.16825159036584836,-0.548427777346985,-0.5782302861978234,-0.7485419989827149,-0.7393934332041048,-0.4283915704383865,-0.7146517018484544,-0.6694066012882077,-0.8544916127252072,0
1632,-0.4075663864268956,1.0,0.2810796039899175,-0.1175464456416547,-0.3621228935970797,0.9999999999999999,-0.37954342042721023,0.9972133270698668,0.770164355645155,0.3336885465963229,-0.05334682722777018,-1.0,0.6009070874753588,0.11939642686460253,0.8827918947946553,0.6245844794208172,-0.6175893940808515,0.7527513312183074,0.7333945917730542,0.7739869053387385,0.6394510425361918,-0.7043105291257521,-0.8003542124417605,0.7872751583034349,0.37855937457851785,0.47803094539428376,0.7975285013251896,0.651598175450383,-0.7317748325312954,0.7525107218403844,-0.5218144129627602,-0.34079841266367783,0.26550898779424337,-0.310380266511064,-0.5886094795700151,-0.7542573817325712,-0.6734579634026205,0.4707319515357346,0.4538627555275462,-1.0,-0.5597868416347052,0.12640685081495795,-0.08194729487776231,0.06047536618547067,-0.49270116904707595,-0.3625452868294651,-0.2635704411353377,0.0630303914013397,0.13331350251936902,-0.24304146359883183,-0.22885220198206224,-0.995928610031321,-0.8696246885761252,-0.2712116725875222,-0.4829582151838763,-0.9350095065469837,-0.9103894079040064,0
1780,-0.4888822095607697,-0.4954364914953478,-0.6060971429288816,-0.663254376981888,0.4282088330025282,-0.5346018117302621,-0.8273755864264716,0.6161151622226392,-0.36069098031716007,-0.6386850119384064,-0.5623870012258437,0.30153409806755316,-0.48130062660467676,-0.5558222549027899,-0.3496730566815205,-0.540786154776879,0.22360761814178554,-0.4684574278947651,-0.2684040697537682,-0.36495656379810704,-0.44457742380968157,0.27125840235728715,0.23730228338235537,-0.4647604541432413,-0.3597660202746198,-0.3833413715802475,-0.35574096880369144,-0.436550483827278,0.25579484883851067,-0.36620837263873307,0.46135863170442093,-0.7242611678096512,-0.530692409363679,0.3118650731813738,0.25849862677460733,0.2987531820540713,0.47161540552090053,-0.5012074550721032,-0.5740871191134832,-0.28645229218095525,0.04543732067279738,-0.564553658005755,-0.2490542192907783,0.5508752744755103,0.06774096464496726,0.45941585279478436,0.16520109353239876,0.029769807916468174,-0.259150209356017,-0.726005561751164,-0.715127613971516,-0.7452759676450782,-0.46151533105598436,-0.5144053106662325,-0.6224272263920222,-0.784420244121407,-0.8136996607391361,0
1603,0.5308112045243681,1.0,0.6764858217954628,1.0,-0.6089288682842805,0.9999999999999999,-0.5950970798689618,0.9972133270698668,0.5403287112903098,0.20042625591558752,0.6488843909240766,0.12720969762224899,0.5210885049704306,1.0,0.8827918947946553,0.4368767191312258,-1.0,0.7527513312183074,0.7333945917730542,0.5479738106774771,0.5192680567149224,-0.8257382412378081,-0.8003542124417605,0.5745503166068697,0.37855937457851785,0.47803094539428376,0.7975285013251896,0.651598175450383,-0.7317748325312954,0.5050214436807686,-0.5218144129627602,-0.09701688308846368,0.37043627525220857,-0.6998020524703413,-0.7461083748647185,-0.36389464059820753,-0.5226684727977805,0.4707319515357346,0.3173284444094327,-1.0,-0.7699569390477985,-0.310389723777563,-0.5700825062122458,0.06047536618547067,-0.49270116904707595,-0.3625452868294651,-0.4300003043453815,0.0630303914013397,0.13331350251936902,-0.0605894420210418,-0.23317042496039952,-1.0,-0.8696246885761252,-0.2712116725875222,-0.48517280823554343,-0.6509913087794192,-0.6282072041072895,0
1299,0.4838923249768049,1.0,-0.5816248712221818,-0.1175464456416547,0.6251010051517234,0.9999999999999999,0.33178365573057,0.9972133270698668,0.5403287112903098,0.8667377093192645,0.6488843909240766,-1.0,0.920181417495072,0.11939642686460253,0.8827918947946553,0.4368767191312258,-0.6175893940808515,0.4230864395093836,0.7333945917730542,0.5479738106774771,1.0,-0.21859968067752789,-0.8003542124417605,0.5745503166068697,0.37855937457851785,0.739015472697142,1.0,0.8257990877251915,-1.0,0.5050214436807686,-0.4011690334271488,-0.34079841266367783,0.26550898779424337,-0.6998020524703413,-0.4311105842753117,-0.7542573817325712,-0.6734579634026205,0.4707319515357346,0.3173284444094327,-1.0,-0.7699569390477985,0.563203425407479,-0.5700825062122458,0.06047536618547067,-0.15125729992994152,-0.3625452868294651,-0.4300003043453815,0.0630303914013397,0.13331350251936902,-0.24304146359883183,-0.20947421791489984,-0.9521627432220088,-0.8696246885761252,-0.2712116725875222,-0.44964951174181605,-0.9350095065469837,-0.9103894079040064,0
334,-0.4075663864268956,1.0,0.2810796039899175,-0.1175464456416547,-0.11531691890987894,0.35402050543615715,-0.29332195665050953,0.15869166715521912,1.0,0.46695083727705833,-0.05334682722777018,-1.0,0.6807256699802872,0.11939642686460253,1.0000000000000002,0.8122922397104086,-0.6175893940808515,0.7527513312183074,0.7333945917730542,0.5479738106774771,0.7596340283574612,-0.46145510490164,-0.8003542124417605,0.5745503166068697,0.7101073806868905,0.47803094539428376,0.7975285013251896,0.651598175450383,-1.0,0.5050214436807686,-0.5218144129627602,-0.34079841266367783,0.26550898779424337,-0.6998020524703413,-0.7461083748647185,-0.36389464059820753,-0.5226684727977805,0.4707319515357346,0.3173284444094327,-1.0,-0.3496167442216118,-0.310389723777563,-0.5700825062122458,0.06047536618547067,-0.15125729992994152,-0.3625452868294651,-0.4300003043453815,0.0630303914013397,0.4499751611505295,-0.24304146359883183,-0.20016112863729718,-0.9333617324814857,-0.8696246885761252,-0.2712116725875222,-0.448925569489167,-0.9350095065469837,-0.9103894079040064,0
2232,-0.6124392354043791,-0.1919624569075823,-0.6465338441447592,-0.6021233442150611,-0.026093140039242013,-0.6472161075648858,-0.8119930366072916,0.3288113372546474,-0.7252965001922009,-0.42530160560842983,-0.3734988520297703,0.18835840713862773,-0.3463277092905064,-0.25278824089825486,-0.23181831366583772,-0.2621434404025409,0.26229071359661404,-0.4081368194060928,-0.2923912237877675,-0.6135528407689881,-0.32880661615259166,0.34530274628645674,0.2981179362410985,-0.30756626286533184,-0.33569148271311733,-0.5285640053007006,-0.030536899662900074,-0.2428321769374211,-0.14943375593534658,-0.43267218833406884,0.3011495558168583,-0.5610052626315842,-0.45586050975755565,0.24608392946939683,0.1653858252922461,0.27455979879068926,0.18181814750130276,-0.40788680945478806,-0.4864582363545572,0.07658279826339931,0.14751696440568374,0.10065464359458254,0.37863942928397654,0.5198805841854527,0.35669213226742835,-0.21396274588446398,-0.01866625219613771,0.12406919299274058,-0.24848588715461545,-0.5885225989730516,-0.6178773990133966,-0.4710939022405236,-0.6410702831456635,-0.6634556746735945,-0.8281286775165067,-0.584990358490568,-0.7423835986544439,0
1801,-0.5189426594533932,0.03859425440985875,-0.5459200853821499,-0.8887603768368457,0.26496104411955623,-0.5690003448747595,-0.7967641283029533,-0.09076308149668863,-0.48528985878516506,-0.6335736265272502,-0.22474920681374413,0.3567893847654864,-0.6923043488421359,-0.6799725406448065,-0.7048566188242245,-0.7184023781395472,0.34866220085270594,-0.47820973970465297,-0.3856854841016424,-0.6149150717930237,-0.39178045781756876,0.44231396652002364,0.5274562246031195,-0.45594046854601245,-0.6660665864008177,-0.5374693167846871,-0.5864833375234269,-0.08054434794729037,0.7287289005419753,-0.5827430811432799,0.6009796879863156,-0.590202174921145,-0.7300856363753989,0.3205162208263975,0.17433459885169034,0.806284012332856,0.4399619738912577,0.10764357074576274,-0.6719626898369715,0.03927369762381461,0.5297768372309235,-0.8805464617466142,-0.27714341028276446,0.615684462313355,0.9805646717337366,0.5949226911396107,0.779413959358424,0.8184072989003515,-0.8044489474820655,-0.7682104740771107,-0.57860931322381,-0.4152486398296633,-0.2236968399507384,-0.9662264824581106,-0.6003916530859247,-0.6993890890059995,-0.5581669261513353,0
2299,-0.36988576202538626,-0.25689732041282703,-0.5082078161365112,-0.7629402203219233,0.6678319445214616,-0.7754258887551924,-0.7677388944515434,0.8406788374441958,-0.6703611045887355,-0.7762002665688083,-0.5901317044334843,0.6549911184248716,-0.6694756813032756,-0.6054103975673851,-0.5623711789336243,-0.6764292390796596,0.48536332391933523,-0.7322541690861823,-0.6143605360045674,-0.5287992774140372,-0.7025383534737473,0.5457706375634938,0.47817275687428495,-0.6697820600750448,-0.6760242418014462,-0.6475202075678409,-0.47829261218927166,-0.684922213757851,0.3884232841452302,-0.41387835090149727,0.6702443310381452,-0.8360997828821914,-0.7201710516039228,0.502153647443288,0.5499740813590591,0.5249556243526999,0.6875477058748867,-0.8535250211505749,-0.7186597690478251,0.020630571059748526,0.46670041304149734,-0.3039763402341418,0.32032913104671645,0.7070542923946185,-0.007803795857741047,0.6649684603460005,0.08214258037505584,-0.1840557390818378,-0.22665253847001748,-0.8472245276421356,-0.8583596462732767,-0.6834291347005643,-0.4196825187740525,-0.4741679989792974,-0.7439685214998839,-0.6765833263596945,-0.8376861534435077,0
