,COUNTY,P17_A,W1AGE,WWWBLACK,W1STATE,STRATA,F3,CD2,P1,X1,W3IWER4_A
1310,0.3084839365673744,0.9669364949233779,0.7064656575714473,0.9855154816330003,0.7839947170660027,-0.9999999999999999,0.823227248155853,-0.7267326949118752,-0.3181430947508576,-0.6044997958028075,1
1533,-0.01675846553844018,0.942138866115911,0.2832290249718309,0.9855154816330003,0.6816764251498987,-0.9944609346547325,0.8162473564619418,-0.48918954886599675,-0.3203194721798545,-0.631208112391238,1
1652,-0.9970002754057881,0.10345449959008646,-0.07970839329799237,-0.13076534598430123,0.03926688492119507,-0.8868186688037685,-0.21955468270224432,0.12026505937362919,0.42416010727971476,-0.012271272769034058,1
1868,-0.9981869943578086,0.4269025351579745,-0.15589499370563542,0.30514785431937497,0.1690758321945942,-0.9316935627213193,0.1716364231386004,-0.3221116193851761,0.13540065986860933,-0.25253306395894193,1
1878,-0.9984015426382626,0.48048606293750407,-0.17306671186702588,0.3786987339086385,0.19193199406428862,-0.9394486377116059,0.24120528993643342,-0.3988690481366941,0.08435105549428767,-0.30254550263233587,1
1668,-0.9994825002144474,0.7781485936810243,-0.24521428133528433,0.7780149926346347,0.3120769789784624,-0.9807394455939555,0.5989520177643974,-0.8040384446412111,-0.17965530719864414,-0.5240944069941988,1
1393,-0.706726673770112,0.942138866115911,0.6624355062071644,0.9855154816330003,0.4656711422159014,-0.9944609346547325,0.8302071398497641,-0.7182490111245223,-0.32334176628784145,-0.6044997958028075,1
1854,-0.99466243010142,-0.533892665699691,0.07043972092603995,-0.9891728578832615,-0.21619228637686427,-0.7986562509429198,-0.9898765157273919,0.9914681605368523,0.99297216331758,0.46080485827442375,1
1693,-0.9995027633390873,0.7743916251497762,-0.24903801337143083,0.773912158212244,0.3110759012366816,-0.9803973109425023,0.6017570052913996,-0.804519370326796,-0.18193121334793183,-0.5354817084656831,1
1500,0.3083620311241535,0.9669364949233779,0.7361154975211198,0.9855154816330003,0.7839947170660027,-0.9968428101579879,0.8172243462203098,-0.7608387634915488,-0.32334176628784145,-0.6115919577319572,1
557,0.26525428539117013,0.9703203333617684,0.9032407371229175,0.9855154816330003,0.7710746663687112,-0.9948388599469772,0.8302071398497641,-0.8551279802055711,-0.32334176628784145,-0.6236939733006794,1
599,0.9245304412990578,0.9825519959160619,0.5874250435080695,0.9855154816330003,0.9772626017964212,-0.9944609346547325,0.8302071398497641,-0.6579228296531404,-0.32334176628784145,-0.6551682104071067,1
1760,-0.9972095410542935,0.15392930566942054,-0.09784580724211656,-0.06025388132092546,0.061449214232089544,-0.894138484578458,-0.1522971807960931,0.04643049891182449,0.37476241537215826,-0.06232922998048074,1
1833,-0.9966283629446592,0.0078170524058776,-0.05138611790967193,-0.263497957257675,-0.001178139037320003,-0.8733963811653859,-0.3410807999266767,0.2554111155757346,0.5134443717514996,0.06885390812326297,1
521,-0.7795025986572172,0.9641081294395275,0.34418047339390634,0.9855154816330003,0.4429337440123227,-0.9944609346547325,0.8224311363622073,-0.5342858646127335,-0.31873604431273883,-0.6213892673375739,1
1908,-0.997907753389238,0.3483050387841333,-0.13937828417607653,0.19641362520734074,0.13704494401367584,-0.9208616318470563,0.07842921204385189,-0.2149277000264993,0.20425152587427042,-0.2014074666992674,1
1459,-0.8053821928204612,0.9582846433474707,0.2374960393723674,0.9855154816330003,0.43553156517759267,-0.9944609346547325,0.8207919755166625,-0.47261832712575347,-0.32334176628784145,-0.6323860302569784,1
378,0.4195271331513286,0.942138866115911,0.3835778809000395,0.9855154816330003,0.8181008143713706,-0.9944609346547325,0.8092674647680307,-0.5400916515901135,-0.32334176628784145,-0.6382787388723403,1
1282,0.7427862165401737,0.9917341237308446,0.6771122233285921,0.9855154816330003,0.9204191062874746,-0.9999999999999999,0.8162473564619418,-0.7097653273371696,-0.31294442321387383,-0.6044997958028075,1
1365,-0.5239771515489374,0.9669364949233779,0.6624355062071644,0.9999999999999999,0.5225146377248481,-0.9972304673273662,0.823227248155853,-0.7012816435498168,-0.32334176628784145,-0.6044997958028075,1
1639,-0.9974106952512733,0.20894507157722153,-0.11053215024845739,0.013605315881893287,0.08346058631390668,-0.90183919772805,-0.08587898913917702,-0.02868924851044241,0.32577554987893953,-0.10314676289665747,1
184,-0.7810457805034252,0.942138866115911,0.2661641439286184,0.9855154816330003,0.4429337440123227,-0.9944609346547325,0.8162473564619418,-0.48918954886599675,-0.32334176628784145,-0.6213892673375739,1
406,0.19780362624676617,0.9669364949233779,0.3689011637786118,0.9855154816330003,0.7498886197606347,-0.9944609346547325,0.8162473564619418,-0.5316079678027608,-0.32334176628784145,-0.6382787388723403,1
1347,0.4547271006959155,0.9669364949233779,0.44228474938575,0.9855154816330003,0.82946951347316,-0.9944609346547325,0.8162473564619418,-0.5909937543142304,-0.32334176628784145,-0.6382787388723403,1
1454,0.30797589579868956,0.9917341237308446,0.07536682135005929,0.9855154816330003,0.7839947170660027,-0.9972304673273662,0.823227248155853,-0.3619342920557048,-0.32334176628784145,-0.6382787388723403,1
636,0.23316360186846863,0.9904439083416897,0.655562867780553,0.9855154816330003,0.7606658078494282,-0.9970863691273834,0.8291176529780911,-0.6981918136209531,-0.32334176628784145,-0.6391574945089392,1
1503,0.7471142368579522,0.983899605142218,0.1310100511123573,0.9855154816330003,0.9204191062874746,-0.9991249987902462,0.8280019253251367,-0.39409813103309843,-0.32334176628784145,-0.6525001956602419,1
501,0.05651981960258512,0.979382049585482,0.6659248715983985,0.9855154816330003,0.7044138233534774,-0.9965406942610383,0.8162473564619418,-0.7032986254370361,-0.32334176628784145,-0.617119147815848,1
1371,0.7427862165401737,0.9669364949233779,0.721142374692875,0.9855154816330003,0.9204191062874746,-0.9999999999999999,0.823227248155853,-0.735216378699228,-0.32334176628784145,-0.6551682104071067,1
539,-0.23725371814049134,0.942138866115911,0.4948643407567017,0.9855154816330003,0.6134642305391627,-0.9944609346547325,0.8165248788240663,-0.6213866973115529,-0.32334176628784145,-0.6382787388723403,1
370,0.30920970909406686,0.9917341237308446,0.5156683349928881,0.9999999999999999,0.7839947170660027,-0.9972304673273662,0.8302071398497641,-0.6334121732509944,-0.30774575167689006,-0.6213892673375739,1
1534,0.34642583499822455,0.9669364949233779,0.3888579785734173,0.9855154816330003,0.7953634161677919,-0.9944609346547325,0.8299978826206184,-0.5431437427803073,-0.32334176628784145,-0.6387850854132453,1
1418,0.19780362624676617,0.9669364949233779,0.3689011637786118,0.9855154816330003,0.7498886197606347,-0.9944609346547325,0.8162473564619418,-0.5316079678027608,-0.32334176628784145,-0.6382787388723403,1
631,-0.5320095058698224,0.9464525541672086,0.6254227776296936,0.9855154816330003,0.5205369880933066,-0.9954244864596552,0.8186757398878853,-0.6939027192041407,-0.32334176628784145,-0.6463541525649736,1
1681,-0.9949598787841544,-0.4464328687645833,0.05576373163863707,-0.8745863405351466,-0.18347882695585238,-0.8103517749376056,-0.890738537437189,0.8769701448392286,0.9192309240679112,0.4082372285749789,1
1740,-0.9962190569079487,-0.10736545374282636,-0.02802597695621495,-0.4136444357511402,-0.04511666226263156,-0.8576470728935285,-0.4760462120942883,0.40907768934767264,0.6135494184553395,0.14943621682641228,1
513,-0.11365888022241177,0.9770573198609183,0.5674799180441449,0.9855154816330003,0.65221031234749,-0.9961001191172146,0.823227248155853,-0.6533188186931724,-0.32334176628784145,-0.6282824822501012,1
1640,-0.9973161186833533,0.183125559689727,-0.10455678687032213,-0.022324073859197213,0.07260896560945096,-0.898053118179546,-0.1175893242729078,0.007160322005523412,0.348935403118957,-0.08423553379062887,1
577,0.34642583499822455,0.9669364949233779,0.3888579785734173,0.9855154816330003,0.7953634161677919,-0.9944609346547325,0.8299978826206184,-0.5431437427803073,-0.32334176628784145,-0.6387850854132453,1
1759,-0.9979948523771687,0.37475569149271626,-0.14334889871713657,0.23374370518205656,0.14769661588386943,-0.9244442097386836,0.10805998975464781,-0.25027428968681686,0.18219802443976907,-0.21387915955640857,1
1830,-0.997423335305864,0.2109870719556033,-0.11235088150498165,0.01622922033216523,0.08445534314849867,-0.9020747639435717,-0.08221309753602113,-0.03214577748151182,0.3230952228439794,-0.10775099684551381,1
1680,-0.998784064107208,0.5893799268461879,-0.19458644050810658,0.5236455850354343,0.23404056586929556,-0.9540199511494599,0.3678251007056809,-0.5442610981566709,-0.009733726337967152,-0.37349170112167124,1
1278,0.8691069248110055,0.9669364949233779,0.19278055832148033,0.9855154816330003,0.9545252035928425,-0.9944609346547325,0.823227248155853,-0.4298037623545272,-0.31294442321387383,-0.6044997958028075,1
1587,0.2357616281750743,0.9430498682989632,0.9554306631578847,0.9855154816330003,0.761674976122342,-0.9944609346547325,0.8302071398497641,-0.8876110177797225,-0.32334176628784145,-0.6213892673375739,1
529,0.7471382267038962,0.942138866115911,0.4519026807280828,0.9855154816330003,0.9204191062874746,-0.9990453946626385,0.8278013036843161,-0.5936291085953695,-0.32334176628784145,-0.6382787388723403,1
610,-0.3820886225805512,0.9437745447584291,0.8445199983648114,0.9999999999999999,0.5679894341320053,-0.9972304673273662,0.8157869551929551,-0.8223813769681549,-0.32334176628784145,-0.6044997958028075,1
486,0.7468505426896517,0.9917341237308446,0.07536682135005929,0.9855154816330003,0.9204191062874746,-0.9999999999999999,0.8302071398497641,-0.3619342920557048,-0.32334176628784145,-0.6551682104071067,1
1455,0.3084839365673744,0.942138866115911,0.5450217692357434,0.9855154816330003,0.7839947170660027,-0.9999999999999999,0.8092674647680307,-0.6334121732509944,-0.32334176628784145,-0.6044997958028075,1
1901,-0.9983029113135907,0.45385987261146504,-0.16656001565403028,0.3420045175713412,0.1808555312101243,-0.9356526324125758,0.20852208766589175,-0.36186827217759887,0.10837353314880915,-0.2824433178633122,1
1677,-0.9959149472445243,-0.18357961783439491,-0.004015068403801225,-0.5185112127048959,-0.07790098523318989,-0.8468318821488117,-0.5744844545381014,0.5184876436551917,0.6859984464114067,0.21920669692699124,1
541,-0.5244056016305778,0.9910321899480619,0.34204040744005026,0.9855154816330003,0.5221928297799112,-0.9946177261415747,0.8234248243764731,-0.5325685409767564,-0.32319461015425577,-0.6537339655360774,1
1871,-0.9983050024390386,0.45321116856908633,-0.1675925741893819,0.34144672791025854,0.18087018964326182,-0.9356146145166008,0.20886785515832773,-0.3617686598321037,0.10816363805471035,-0.28440773431798994,1
1835,-0.9965220937379148,-0.027918269533959705,-0.04977141812581065,-0.30566144073837087,-0.01244965012531879,-0.868820192858125,-0.37684773913730485,0.2983973054642095,0.5405676408953541,0.08388017993835661,1
1531,-0.7807758563186596,0.9548438888773424,0.575462597797074,0.9855154816330003,0.4429337440123227,-0.9999999999999999,0.8180354242552779,-0.6553546957429508,-0.32334176628784145,-0.6296254469812567,1
1634,-0.9965109368236689,-0.02541956233839937,-0.045103370627362194,-0.3049029131041616,-0.013327247915174034,-0.8688473024652035,-0.3791898838858523,0.29938643857912584,0.5420584037462228,0.09247548445793996,1
1782,-0.9980078306165514,0.3758800529734503,-0.14590456192369897,0.23595845337276256,0.14879413353893298,-0.9246564010494269,0.1118262620328756,-0.25334052467261303,0.17962082046691352,-0.21970285865600003,1
1506,0.05893586131885131,0.9566643071000658,0.5255009141826955,0.9855154816330003,0.7044138233534774,-0.9944609346547325,0.820335892735425,-0.6320671919519145,-0.32334176628784145,-0.6353818813240661,1
1852,-0.9974178651010979,0.2106118433499402,-0.11142851984033567,0.015588383830011932,0.08380850726019612,-0.9020161602839987,-0.08369021115148212,-0.03061288652741123,0.3241659575303534,-0.10506904329487865,1
222,-0.5239771515489374,0.9669364949233779,0.6624355062071644,0.9999999999999999,0.5225146377248481,-0.9972304673273662,0.823227248155853,-0.7012816435498168,-0.32334176628784145,-0.6044997958028075,1
22,0.7439474525828818,0.9917341237308446,0.5009916178714605,0.9855154816330003,0.9204191062874746,-0.9999999999999999,0.8302071398497641,-0.6249284894636415,-0.32334176628784145,-0.6044997958028075,1
1902,-0.9975185735697751,0.2365736267894306,-0.11889266771605408,0.05151467934415643,0.09489856602793623,-0.9057341277370876,-0.050674447970689096,-0.06744667103012081,0.2999548836603293,-0.12723389755542425,1
1296,-0.015863805611509463,0.9669364949233779,0.8532328287857237,0.9855154816330003,0.6816764251498987,-0.9944609346547325,0.8092674647680307,-0.8115695327854031,-0.32334176628784145,-0.6044997958028075,1
1832,-0.9959214227288485,-0.19137768808727995,-0.011227623652702301,-0.5270661976702682,-0.07876951908066127,-0.8459573490447063,-0.5753433083988757,0.5228646321228732,0.6868108181644929,0.20588925481433829,1
1324,-0.34369525591851735,0.9669364949233779,0.559698486357171,0.9999999999999999,0.5793581332337947,-0.9972304673273662,0.8092674647680307,-0.6588632246130528,-0.32334176628784145,-0.6044997958028075,1
1528,-0.8126739771435213,0.9917341237308446,0.2634813213924414,0.9855154816330003,0.4331134722310548,-0.9944609346547325,0.8192619684603909,-0.47799960913830575,-0.31448166318324977,-0.6044997958028075,1
590,0.31001296434803005,0.9424211584931926,0.5016599277972305,0.9855154816330003,0.7841241365811087,-0.9944609346547325,0.823227248155853,-0.6251216433561393,-0.32334176628784145,-0.6384710060083474,1
1450,0.7468505426896517,0.9917341237308446,0.07536682135005929,0.9855154816330003,0.9204191062874746,-0.9999999999999999,0.8302071398497641,-0.3619342920557048,-0.32334176628784145,-0.6551682104071067,1
543,0.3083620311241535,0.9669364949233779,0.7361154975211198,0.9855154816330003,0.7839947170660027,-0.9968428101579879,0.8172243462203098,-0.7608387634915488,-0.32334176628784145,-0.6115919577319572,1
1312,0.8573856985049213,0.9669364949233779,0.4276080322643224,0.9855154816330003,0.9545252035928425,-0.9944609346547325,0.8092674647680307,-0.5825100705268775,-0.32334176628784145,-0.6551682104071067,1
1398,-0.7802474307240636,0.9669364949233779,0.5156683349928881,0.9855154816330003,0.4429337440123227,-0.9944609346547325,0.8302071398497641,-0.6334121732509944,-0.32334176628784145,-0.6213892673375739,1
1349,-0.780682894240079,0.942138866115911,0.5303450521143158,0.9855154816330003,0.4429337440123227,-0.9999999999999999,0.8162473564619418,-0.6249284894636415,-0.32334176628784145,-0.6382787388723403,1
1653,-0.9976672716094189,0.28238317462319484,-0.12432208559160174,0.10769169564741721,0.11056550370214335,-0.9117189274247715,-0.0008434040234504003,-0.12477561471173737,0.2628689748119938,-0.15331266959219114,1
1576,-0.5256686361326681,0.9446098943172279,0.618457051890262,0.9855154816330003,0.5225146377248481,-0.9944609346547325,0.8165951217533676,-0.6928278425624858,-0.32334176628784145,-0.6551682104071067,1
1630,-0.9977190087606929,0.29383666519518203,-0.12940456458309252,0.12591415067338108,0.11683560510857666,-0.9135922794543662,0.015855573616015306,-0.14359432206434863,0.25069133105894104,-0.1659298091579724,1
1775,-0.9974964477293914,0.23902856782493542,-0.11126260167631377,0.050866991339479806,0.09317548455987767,-0.9056772355959662,-0.055882208043888104,-0.06436011227792737,0.3034339781367209,-0.11313281499218941,1
1415,0.7546163087252618,0.942138866115911,0.8679095459071512,0.9855154816330003,0.9204191062874746,-0.9999999999999999,0.8302071398497641,-0.8370205841474616,-0.32334176628784145,-0.6382787388723403,1
1815,-0.9980121677707556,0.3750693699943244,-0.14764856422141498,0.23522048024612363,0.14888616074342365,-0.9245288982072498,0.1123244909962563,-0.2536262224588478,0.17908132820124234,-0.22267006815458817,1
1305,0.7427862165401737,0.9669364949233779,0.3542244466571842,0.9855154816330003,0.9204191062874746,-0.9999999999999999,0.823227248155853,-0.523124284015408,-0.32334176628784145,-0.6044997958028075,1
1913,-0.9949670228859758,-0.4464184902566688,0.05395573593397757,-0.8736417172517519,-0.18278094676044077,-0.8104662987648583,-0.8887914186025321,0.875405473728118,0.9179145185174314,0.4045158545368621,1
1890,-0.9948240788328518,-0.48820205587437715,0.06130187672003273,-0.9302459578897815,-0.19912032921279577,-0.8048455242609218,-0.9367224720426672,0.9309984829677729,0.953458340960143,0.42906094498965475,1
1801,-0.9979081448696276,0.34777757457274394,-0.13989116921777162,0.19604966676280866,0.13703702932714448,-0.9207970906975463,0.0783759596963336,-0.21468782780271445,0.20429848653024407,-0.2021097665209865,1
1745,-0.9979087607452478,0.347670240272435,-0.14009963767862382,0.19578859136423354,0.13700818951046856,-0.9207947611307651,0.07850637469540578,-0.21464109608507476,0.20423058396011995,-0.20274354692979807,1
1814,-0.9965219057498068,-0.028092262092451192,-0.04991314980531844,-0.3074846034582406,-0.013287652798444571,-0.8687044963237851,-0.37712603590543514,0.2997019100358791,0.5408220375570226,0.08280152266435814,1
1316,0.7549066177359387,0.942138866115911,0.5303450521143158,0.9855154816330003,0.9204191062874746,-0.9944609346547325,0.8162473564619418,-0.6418958570383472,-0.32334176628784145,-0.6551682104071067,1
578,0.9906780903947685,0.9669364949233779,0.4503460951231403,0.9855154816330003,0.9982586427330796,-0.9944609346547325,0.8173164748381679,-0.5812850539127459,-0.31893938150083706,-0.6551682104071067,1
494,0.30797589579868956,0.9917341237308446,0.07536682135005929,0.9855154816330003,0.7839947170660027,-0.9972304673273662,0.823227248155853,-0.3619342920557048,-0.32334176628784145,-0.6382787388723403,1
1905,-0.9964105921493566,-0.058007756826637946,-0.04214752467847238,-0.3484715071426914,-0.025247719930598878,-0.8645653685524669,-0.41414589634847254,0.3403500900842147,0.5678182273581914,0.10586450632399225,1
1358,0.5250544585324199,0.942138866115911,0.9412931315142893,0.9855154816330003,0.8522069116767386,-0.9944609346547325,0.823227248155853,-0.86247163550952,-0.31294442321387383,-0.6551682104071067,1
1712,-0.999278679922501,0.7254001072081732,-0.2290190364989168,0.7053537309193942,0.28937252972333416,-0.9733219385646859,0.5321781936176677,-0.729479057115711,-0.13058280990116247,-0.4784562740563904,1
1848,-0.9976102400596357,0.27098417102856787,-0.11801287034504657,0.09527135817776555,0.10632325340540766,-0.910145069994343,-0.017858540850131943,-0.10816611371158835,0.2753669743237457,-0.1340619359762274,1
1466,-0.3820886225805512,0.9888886956863951,0.13647434259231694,0.9999999999999999,0.5679894341320053,-0.9996822072788524,0.821625419228799,-0.3972566930367377,-0.32334176628784145,-0.6044997958028075,1
1339,-0.23729700350539507,0.942138866115911,0.5009916178714605,0.9855154816330003,0.6134642305391627,-0.9944609346547325,0.8162473564619418,-0.6249284894636415,-0.32334176628784145,-0.6382787388723403,1
1330,-0.37802429643107316,0.9669364949233779,0.4276080322643224,0.9855154816330003,0.5679894341320053,-0.9944609346547325,0.823227248155853,-0.5825100705268775,-0.32334176628784145,-0.6044997958028075,1
1746,-0.9983967082430544,0.48316166361859125,-0.16990532279019097,0.3820317688700877,0.19234190977439494,-0.9396303122257608,0.24076175113395393,-0.40026303844528943,0.08448686063453603,-0.2958750234256985,1
1620,-0.9976303127044256,0.26471848395030595,-0.12784058923203157,0.09043668382857539,0.10682890429643443,-0.9096483810007421,-0.014488146523354839,-0.10750526767682211,0.2733104624890853,-0.15239083060781833,1
1808,-0.9964221876102342,-0.058917765024910085,-0.04580060762943622,-0.34853460727077024,-0.02456814109253641,-0.8645978240134743,-0.4115516549867737,0.33876664861560357,0.5659817642729754,0.09868011541349342,1
59,-0.562588249968979,0.942138866115911,0.7798492431785854,0.9855154816330003,0.5111459386230587,-0.9944609346547325,0.8162473564619418,-0.7861184814233448,-0.32334176628784145,-0.6044997958028075,1
1757,-0.9966139352034517,0.00476798890080099,-0.049761452398395106,-0.2682208526584382,-0.0027108126630995266,-0.8729473928249257,-0.3456504903719122,0.2602549034168473,0.5167680280431268,0.07261393909390879,1
335,0.9989839184626306,0.942138866115911,0.6917889404500197,0.9855154816330003,0.9999999999999999,-0.9944609346547325,0.823227248155853,-0.7182490111245223,-0.32334176628784145,-0.6382787388723403,1
1715,-0.9989049807437661,0.61410345588699,-0.20793490952323235,0.5595056861945539,0.24639130409704502,-0.958026156270171,0.405728071453787,-0.5841091755351961,-0.037236726326663305,-0.4084023903192089,1
1733,-0.9988071408241112,0.5842352588762062,-0.20376000456855822,0.5201577282185761,0.23544824165806127,-0.954067361267061,0.372784704839445,-0.5456797811941854,-0.012690185203070137,-0.39297911180704337,1
1851,-0.9948376006873302,-0.4840721447940972,0.06080591381941258,-0.9247669660331237,-0.19749142167242406,-0.8054017466278225,-0.9322029453087939,0.9254868587518592,0.9500505203847521,0.4269706357913745,1
1440,-0.23403102713527868,0.9669364949233779,0.6917889404500197,0.9855154816330003,0.6134642305391627,-0.9972304673273662,0.8162473564619418,-0.7182490111245223,-0.32334176628784145,-0.6382787388723403,1
84,0.8573856985049213,0.9669364949233779,0.4276080322643224,0.9855154816330003,0.9545252035928425,-0.9944609346547325,0.8092674647680307,-0.5825100705268775,-0.32334176628784145,-0.6551682104071067,1
1809,-0.9980108076947907,0.3749923062369932,-0.14735458925946532,0.23511207179490579,0.14880712229847348,-0.9245131934407174,0.1119814926258913,-0.2533504276543289,0.17933362273895248,-0.22199669660404492,1
571,-0.8126739771435213,0.9917341237308446,0.2634813213924414,0.9855154816330003,0.4331134722310548,-0.9944609346547325,0.8192619684603909,-0.47799960913830575,-0.31448166318324977,-0.6044997958028075,1
346,0.9259712022773638,0.942138866115911,0.559698486357171,0.9855154816330003,0.9772626017964212,-0.9944609346547325,0.8092674647680307,-0.6588632246130528,-0.32334176628784145,-0.6551682104071067,1
1670,-0.9984022028115224,0.4813702150469825,-0.17281584707423325,0.3807508694225178,0.192345877959697,-0.9394879286814909,0.24150557992408872,-0.3999865963870636,0.08394982745726887,-0.30067289639241435,1
1386,0.4207609464467059,0.9669364949233779,0.5450217692357434,0.9855154816330003,0.8181008143713706,-0.9944609346547325,0.8302071398497641,-0.6503795408257,-0.32334176628784145,-0.6551682104071067,1
1366,0.9989113412099613,0.9917341237308446,0.16342712407862503,0.9855154816330003,0.9999999999999999,-0.9944609346547325,0.823227248155853,-0.4128363947798216,-0.32334176628784145,-0.6382787388723403,1
1433,-0.34681607778329515,0.9669364949233779,0.5743752034785987,0.9855154816330003,0.5793581332337947,-0.9944609346547325,0.8302071398497641,-0.6673469084004056,-0.31294442321387383,-0.6044997958028075,1
1285,-0.09228765267223105,0.9917341237308446,0.3395477295357566,0.9855154816330003,0.65893902694632,-0.9944609346547325,0.823227248155853,-0.5316079678027608,-0.30774575167689006,-0.6044997958028075,1
14,-0.09228765267223105,0.9917341237308446,0.3395477295357566,0.9855154816330003,0.65893902694632,-0.9944609346547325,0.823227248155853,-0.5316079678027608,-0.30774575167689006,-0.6044997958028075,1
1704,-0.9988982850171152,0.6152608311786594,-0.2053435194638215,0.5595832628844162,0.2459187214168685,-0.957924706542201,0.4040609800885546,-0.5834776177306682,-0.036261380472735916,-0.4035487386202649,1
1879,-0.9952964306544976,-0.3555228605663112,0.03379101029801157,-0.751491472642061,-0.14636042164072194,-0.8229861196276174,-0.7799312657306186,0.7515534769088159,0.8374752777332123,0.33917391262679564,1
1799,-0.997622146434571,0.26621019108280264,-0.12444975047890083,0.09118465793873642,0.10659402242107091,-0.9097887149488415,-0.01603299712485906,-0.10717743367426669,0.27438797949992855,-0.14655353715362085,1
545,0.8666840423219848,0.95584754033997,0.5785594546645436,0.9855154816330003,0.9545252035928425,-0.995699408795246,0.8155099730813724,-0.6697655599050113,-0.32334176628784145,-0.6476156099451468,1
1427,-0.3809999637905125,0.9669364949233779,0.6477587890857368,0.9855154816330003,0.5679894341320053,-0.9944609346547325,0.8302071398497641,-0.692797959762464,-0.32334176628784145,-0.6551682104071067,1
598,-0.7069415513248393,0.942138866115911,0.6407090218715813,0.9855154816330003,0.4656711422159014,-0.9944609346547325,0.8302071398497641,-0.7056903018853249,-0.32334176628784145,-0.623251375381219,1
79,-0.9611825216285068,0.9669364949233779,0.3982545980214671,0.9999999999999999,0.3860902485033761,-0.9972304673273662,0.8162473564619418,-0.5485753353774664,-0.32334176628784145,-0.6044997958028075,1
1520,0.4159385132410751,0.942138866115911,0.29522611805989885,0.9855154816330003,0.8181008143713706,-0.9944609346547325,0.8229162808688503,-0.48977700227159526,-0.32334176628784145,-0.6228941827065781,1
