,COUNTY,USAWT2RC,W1STATE,WWWHISP,CENSDIV,F2,STRATA,WWWRACE3,WWWBLACK,WWWAGE,WWWEDU5,W3IWER4_A
95,-0.015049552005515943,-1.0,-0.8408197269881046,0.9938969014407695,-0.9157159144048066,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5745361915859623,-0.14565499188663805,1
1158,-0.9883271221885155,-0.2834384634889804,-0.24360415050125916,0.7423194419300454,-0.2441985188192607,0.9572294666964312,0.0355209297691107,-0.6470783173238235,0.2797264850018603,-0.5072637430884367,-0.47056083952351496,1
1190,-0.9732457386709816,0.5678719169652127,0.7462018104259895,0.4324510399927288,0.7434596079125293,0.9821494002216778,-0.7873588822300228,-0.9260848809847619,0.8518855973403214,0.16098939233015552,-0.8931611095504473,1
12,0.23575387832763028,-1.0,-0.7979634996387481,0.9938969014407695,-0.9595557083870077,0.9373257167276827,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.30242702216860906,-0.13588952819195393,1
1009,0.6362841972962565,-0.9354902191456848,-0.7306179995183308,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4548081570423269,-0.14565499188663805,1
85,0.07132296692363216,-1.0,-0.8285750906025742,0.9938969014407695,-0.9157159144048066,0.9552326548054876,0.6781980491723477,-0.42323271663682127,-0.16468075271960902,-0.5309987244791858,-0.13100679634461188,1
993,0.8520158103593074,-1.0,-0.6938840903617396,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5092299909257975,-0.13100679634461188,1
1176,-0.9715408106524085,0.665526101428304,0.8578317300425375,0.3969769658689877,0.8556314430843888,0.985230549334453,-0.8801317547056695,-0.9583256026927901,0.9165643305317617,0.23568588378552113,-0.9401021211862366,1
1319,-0.9800181555886096,0.17675087947645096,0.30490753277938265,0.5725975009480218,0.3004780763490935,0.9661891220187491,-0.41889040583464743,-0.8019203020988153,0.5955833988899817,-0.13314950890702848,-0.7050767305857562,1
1302,-0.980661179590187,0.12489392554265377,0.2640305772127123,0.589283658864207,0.25825725620410767,0.9646766077437613,-0.38380090590277915,-0.7883379221057096,0.5712126424068281,-0.15836145980682814,-0.6901384514797708,1
1102,0.19843107485593459,-1.0,-0.8040858178315133,0.9938969014407695,-0.9639396877852278,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5201143577024916,-0.14565499188663805,1
1294,-0.9934687464616974,-0.6038310516830575,-0.5752483408289755,0.8534195991079285,-0.5805594317996019,0.9421975792872334,0.3146095669364273,-0.551061304487281,0.08545073394468411,-0.7238991551287907,-0.33267818355908285,1
1177,-0.9900870812674174,-0.4028440193474895,-0.3551094489558634,0.7820277874628708,-0.35901280934677937,0.9495135318481651,0.13057004528087057,-0.6143244815293213,0.2135651038371837,-0.5772481072354518,-0.4251419563612547,1
969,-0.09180092023427555,-0.9866651804076185,-0.853064363373635,0.9938969014407695,-0.9639396877852278,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5418830912558799,-0.13100679634461188,1
1180,-0.9731453957349337,0.5723141200779398,0.7533199768843626,0.43043584221940623,0.7503668371719077,0.9813083816088289,-0.7929457345353377,-0.9285302639718654,0.8558502922431126,0.1666302931386734,-0.8959225471296386,1
164,0.3089472361086991,-1.0,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.7704547935664566,-0.140772260039296,1
1171,-0.9732799818446654,0.5740773731357052,0.7421879627167862,0.43168782673219763,0.741546567097858,0.9836788381871135,-0.7848790286621894,-0.9263014021835317,0.850457015212263,0.15699843570106675,-0.889932081256627,1
1225,-0.9928532318964045,-0.5702744284076446,-0.5347401574038142,0.8411468053348473,-0.5401482340099725,0.9422978139424839,0.28100467362506415,-0.5627879511686561,0.10898601095573962,-0.694485738339504,-0.3498520469517403,1
229,0.5296164963236474,-1.0,-0.7489849540966265,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5636518248092681,-0.1505377237339801,1
188,0.5284546969937891,-0.9985546836367136,-0.7489849540966265,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.1065084201881148,-0.14565499188663805,1
16,0.8579700319248307,-1.0,-0.6938840903617396,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.378617589605468,-0.13588952819195393,1
29,0.7477443205045309,-0.9997636618198035,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.4548081570423269,-0.140772260039296,1
1012,-0.5230463089860289,-0.9914864500227593,-0.9265321816868175,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5418830912558799,-0.14565499188663805,1
973,0.7448398221798853,-0.99984378596659,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.4221550567122445,-0.13588952819195393,1
1298,-0.9900645959581978,-0.4009345609790973,-0.35352968421894393,0.781570120259054,-0.35772134959546653,0.9485309331589706,0.12914743499956127,-0.6149610594475353,0.21459646751087397,-0.574265602069194,-0.42569379312441236,1
1236,-0.9704813973703652,0.7372844617589001,0.9251021211568058,0.37302466010911384,0.9250766040431264,0.9891170167826993,-0.9373332347226109,-0.9786962958553012,0.956540556271678,0.27896775029919874,-0.9670472223781645,1
1251,-0.9733537421681777,0.5619868460584723,0.7410446990137365,0.4342005961547203,0.7363340359292163,0.9774022111254118,-0.7825605035044458,-0.9255067186400119,0.8484493233510686,0.16200540053566748,-0.8903554162535233,1
1159,-0.9917490164086058,-0.49508473245136964,-0.4652441948865714,0.8161143439765056,-0.4682016307047834,0.9492662491507413,0.22164963531075582,-0.5825131062950671,0.15012242887984123,-0.6543350621324168,-0.3785902311314463,1
980,-0.015340001837980566,-1.0,-0.8408197269881046,0.9938969014407695,-0.9157159144048066,0.9373257167276827,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.16093025407158534,-0.14565499188663805,1
142,0.0556023697414878,-0.9521749577884008,-0.8285750906025742,0.9938969014407695,-0.9157159144048066,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6833798593529036,-0.13588952819195393,1
1183,-0.9699846907515074,0.7463077961075744,0.9631183017293194,0.3659155225219387,0.9572405476206014,0.9825962940909096,-0.9664703251086124,-0.9875859314761749,0.9762690728386301,0.311668516236961,-0.9858579140380367,1
1090,0.3082937239856538,-0.9590985025585297,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3133113889453032,-0.14565499188663805,1
87,0.9634033211094655,-0.9900672829898303,-0.675517135783444,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.20446772117836187,-0.13588952819195393,1
987,0.31018164789667346,-1.0,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5092299909257975,-0.13100679634461188,1
1277,-0.9716237361714399,0.6623988010219442,0.8511360050341719,0.39853463612733375,0.8503964354588713,0.9876949315408541,-0.8749288183573847,-0.9563688807614082,0.9130581086463356,0.2283739463509702,-0.9371489088302041,1
415,-0.3414425512375636,-1.0,-0.8959205907229915,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.12827715374150306,-0.14565499188663805,1
977,0.7477443205045309,-0.9997636618198035,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.4548081570423269,-0.140772260039296,1
129,0.4171397987017471,-1.0,-0.7673519086749221,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.639842392246127,-0.13588952819195393,1
90,0.02074838984574079,-0.9682407015766358,-0.8346974087953394,0.9938969014407695,-0.8718761204226055,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5309987244791858,-0.140772260039296,1
1092,0.30989119806420895,-0.9955041046568808,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.4112706899355504,-0.14565499188663805,1
409,0.529471271407415,-1.0,-0.7489849540966265,0.9938969014407695,-0.9595557083870077,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5854205583626564,-0.140772260039296,1
1007,-0.015049552005515943,-1.0,-0.8408197269881046,0.9938969014407695,-0.9157159144048066,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5745361915859623,-0.14565499188663805,1
1239,-0.9766046343596384,0.38124050716892754,0.5266009195061265,0.5005777996064873,0.523867567583068,0.9732272852651794,-0.6046257306923732,-0.8658543492382251,0.7250196402457992,0.016520084002277446,-0.7980090812881797,1
132,-0.2001387077435559,-1.0,-0.8714313179519306,0.9938969014407695,-0.8674921410243854,0.9641861238443901,0.6797565424924621,-0.4179956126388207,-0.162489497784805,-0.1065084201881148,-0.14565499188663805,1
146,0.9260805176377698,-1.0,-0.6816394539762092,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5418830912558799,-0.13100679634461188,1
202,0.9999273875418837,-1.0,-0.6693948175906788,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6724954925762094,-0.13588952819195393,1
1212,-0.9812381924676546,0.09876400279708619,0.22992043863659584,0.5988788853054046,0.21956604251919964,0.9548584166789508,-0.3549642135822635,-0.7800493036230342,0.5505192996008823,-0.1741367829618009,-0.6743526455773768,1
93,-0.7071188903104428,-0.9795785501773924,-0.9571437726506435,0.9938969014407695,-0.8324203058386246,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3459644892753856,-0.13100679634461188,1
961,0.3499006624862018,-1.0,-0.7795965450604525,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.49834562414910333,-0.13100679634461188,1
434,0.41670412395305023,-1.0,-0.7673519086749221,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5854205583626564,-0.13588952819195393,1
1243,-0.9850043654242112,-0.10290954238682859,-0.0229974621750485,0.6748167189289183,-0.025931318455341024,0.9586042924046202,-0.146548359165934,-0.7098549809415196,0.4063641083569145,-0.35474729269605254,-0.564695060782509,1
416,-0.05019398173372758,-1.0,-0.8469420451808698,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.5527674580325741,-0.140772260039296,1
1108,0.7600158259261585,-1.0,-0.7122510449400352,1.0000000000000002,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.17181462084827948,-0.13100679634461188,1
1106,-0.9607542065101186,-0.9809580642726905,-1.0,0.9938969014407695,-0.8718761204226055,0.9462791857665852,0.6797565424924621,-0.41275850864082003,-0.16468075271960902,-0.7378016932363742,-0.14565499188663805,1
1290,-0.9878271902451707,-0.28429707709405083,-0.2062193433342906,0.7371785666658472,-0.21033332151779383,0.954634777623732,0.007715321942209585,-0.6554488854242656,0.2990454452685129,-0.4790484436991601,-0.48975772564949277,1
1130,-0.05019398173372758,-1.0,-0.8469420451808698,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.5527674580325741,-0.140772260039296,1
1279,-0.9732067311911166,0.5670658503237547,0.7518839375279907,0.43166240336326045,0.7454483729807222,0.9765699361346711,-0.7911855807026109,-0.9275301669788389,0.8540842750442221,0.16965473407475407,-0.8959729122225464,1
968,0.23575387832763028,-1.0,-0.7979634996387481,0.9938969014407695,-0.9595557083870077,0.9373257167276827,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.30242702216860906,-0.13588952819195393,1
238,-0.054332891846347486,-0.9859204594901835,-0.8469420451808698,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5745361915859623,-0.13588952819195393,1
979,-0.45515366064743834,-0.9881115312700767,-0.9142875453012871,0.9938969014407695,-0.8280363264404045,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.40038632315885625,-0.140772260039296,1
1275,-0.9782844844000468,0.27632832061132917,0.41697082388787754,0.5368334793547345,0.4144057509259287,0.9726839126984851,-0.5124895156747054,-0.8334976354578535,0.6608580935065616,-0.06141310151326285,-0.7527418149366698,1
1081,0.3072045371139116,-1.0,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4548081570423269,-0.13588952819195393,1
1044,0.420697809149438,-1.0,-0.7673519086749221,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3895019563821621,-0.140772260039296,1
392,-0.3436209249810478,-0.9675020877984056,-0.8959205907229915,0.9938969014407695,-0.9200998938030267,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3895019563821621,-0.140772260039296,1
126,0.7531176424051251,-0.974040225444331,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5201143577024916,-0.140772260039296,1
1109,-0.38174246549202107,-1.0,-0.9020429089157567,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6766395558522332,-0.4179956126388207,-0.162489497784805,-0.7486860600130684,-0.13588952819195393,1
118,0.9256448428890729,-1.0,-0.6816394539762092,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3459644892753856,-0.14565499188663805,1
1162,-0.9855600319940302,-0.13731220957997292,-0.05956891540913578,0.687010623429432,-0.06257623804552914,0.9588253164849653,-0.11608825215744634,-0.6985499692389263,0.38507694402322634,-0.3804858489113614,-0.5500093521868155,1
174,-0.7808931477564407,-1.0,-0.969388409036174,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.5418830912558799,-0.13588952819195393,1
1089,0.7600158259261585,-1.0,-0.7122510449400352,1.0000000000000002,-0.8674921410243854,0.9462791857665852,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.4874612573724093,-0.13588952819195393,1
1145,-0.9800340151883026,0.17894669989474554,0.30412439994536844,0.5721450487942433,0.2992647490431104,0.9652598175848173,-0.4183682763281711,-0.8020290621473576,0.5950983777705318,-0.13332447656448765,-0.7043266557738495,1
14,-0.2350653000974191,-1.0,-0.8775536361446958,0.9938969014407695,-0.8718761204226055,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4112706899355504,-0.140772260039296,1
1312,-0.9905510438070713,-0.41233384976161536,-0.3886058703480294,0.7884168290782252,-0.389586409811869,0.9524284112524403,0.15662800793419973,-0.6061985636042009,0.19549250006085328,-0.6045427711551404,-0.4088283786735273,1
1032,0.23510036620458497,-0.9697868348467703,-0.7979634996387481,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.08473968663472653,-0.14565499188663805,1
1164,-0.993464329506676,-0.6095471406276772,-0.5723285716340936,0.8539546539292796,-0.579992570205661,0.9376856706873892,0.31335351682378987,-0.5522292563531681,0.08623831649456981,-0.7178034588205149,-0.3340353589028814,1
1160,-0.9850539252882788,-0.12469016429526436,-0.022364547353332376,0.6794120627087419,-0.02964909834753593,0.9541823378730946,-0.14511228899663664,-0.7075908979985973,0.40496067002327396,-0.34940006683798774,-0.5680008287888958,1
1110,-0.1987590710393492,-0.9947209717219162,-0.8714313179519306,0.9938969014407695,-0.8674921410243854,0.9373257167276827,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.3568488560520797,-0.14565499188663805,1
1060,0.9970955016753542,-1.0,-0.6693948175906788,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.43303942348893865,-0.14565499188663805,1
1195,-0.979375543754916,0.22014597659902257,0.3441518950730922,0.5586335060259904,0.34232656328286004,0.971766314813294,-0.4528469922263201,-0.8129328763306949,0.6193770517938091,-0.11028828626890674,-0.7214464288448338,1
1284,-0.9811978975171424,0.1062762339061929,0.22904556818561872,0.5975717702636358,0.2223440255582818,0.9621146218670336,-0.3554442036514345,-0.7792466688489266,0.5510331424634016,-0.18228901357424931,-0.6739737898119389,1
1042,0.525840648501608,-1.0,-0.7489849540966265,0.9938969014407695,-0.9595557083870077,0.9462791857665852,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.09562405341142066,-0.13100679634461188,1
1157,-0.9732524574506755,0.5756281701247641,0.7455701100533778,0.43072215777910405,0.7429723504366896,0.9810476910279915,-0.787318169635967,-0.9271497065886034,0.8518137770339256,0.16088550787857425,-0.8914868427341407,1
303,0.3072045371139116,-1.0,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4548081570423269,-0.13588952819195393,1
1227,-0.9767176171107832,0.3587770582603118,0.524011807434708,0.5052666417834281,0.5159803380462251,0.9677502257289001,-0.6002863198787562,-0.8629073195173044,0.7212548920060654,0.018044054789981168,-0.799534189944721,1
272,0.743678022850027,-0.9763737564281985,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3133113889453032,-0.13100679634461188,1
283,-0.5255151325619776,-0.9354902191456848,-0.9265321816868175,0.9938969014407695,-0.8762600998208256,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3241957557219973,-0.1505377237339801,1
1105,0.4174302485342116,-1.0,-0.7673519086749221,0.9938969014407695,-0.9200998938030267,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3241957557219973,-0.140772260039296,1
1271,-0.9894837217767669,-0.3718418306152408,-0.31322706965949276,0.7697623157131694,-0.3199572897566789,0.9470946224538126,0.09647025138837795,-0.6256068581960955,0.23684167059649902,-0.5467286656575086,-0.4436365996126731,1
1146,-0.9733393007805574,0.5592286975223824,0.7423183758667664,0.4345337540388702,0.7376748636125954,0.9773455739716576,-0.7832058171448057,-0.925878588504738,0.8490157943152019,0.162977563025404,-0.8910652958470517,1
347,0.7555138535229577,-0.9979025075826479,-0.7122510449400352,1.0000000000000002,-0.8674921410243854,0.9641861238443901,0.6766395558522332,-0.42323271663682127,-0.16468075271960902,-0.1500458872948912,-0.140772260039296,1
79,0.9252817805984923,-1.0,-0.6816394539762092,0.9938969014407695,-0.8280363264404045,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.378617589605468,-0.13588952819195393,1
314,0.7494144070412021,-1.0,-0.7122510449400352,0.9938969014407695,-0.8674921410243854,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4765768905957152,-0.14565499188663805,1
983,0.5290355966587184,-0.9612098266117945,-0.7489849540966265,0.9938969014407695,-0.9595557083870077,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6071892919160446,-0.140772260039296,1
69,-0.9611172688006993,-1.0,-1.0,0.9938969014407695,-0.8718761204226055,0.9462791857665852,0.6781980491723477,-0.4179956126388207,-0.162489497784805,-0.49834562414910333,-0.140772260039296,1
1104,0.2353908160370497,-1.0,-0.7979634996387481,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.22623645473175014,-0.140772260039296,1
1138,0.3086567862762344,-1.0,-0.7857188632532177,0.9938969014407695,-0.9595557083870077,0.9641861238443901,0.6781980491723477,-0.42323271663682127,-0.16468075271960902,-0.7378016932363742,-0.140772260039296,1
412,-0.34311263777423484,-1.0,-0.8959205907229915,0.9938969014407695,-0.9200998938030267,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4112706899355504,-0.14565499188663805,1
1056,0.9244830435592146,-0.9726598060285473,-0.6816394539762092,0.9938969014407695,-0.8280363264404045,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.6833798593529036,-0.13588952819195393,1
1194,-0.9905554269687581,-0.4222365896793794,-0.38675229404764866,0.7901782587916433,-0.38976869655289914,0.9497530614119226,0.15624875299845165,-0.6059976451971121,0.1956565365707127,-0.6005045641240135,-0.4107479145517457,1
1296,-0.9766274697899634,0.3823608159938592,0.5236181390865586,0.500556892843387,0.5227837474809873,0.9768343922793268,-0.6024989732673782,-0.864987625148224,0.7236174056044447,0.009593457403327177,-0.7964929876852506,1
1006,-0.7071188903104428,-0.9795785501773924,-0.9571437726506435,0.9938969014407695,-0.8324203058386246,0.9641861238443901,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.3459644892753856,-0.13100679634461188,1
1015,0.3499006624862018,-1.0,-0.7795965450604525,0.9938969014407695,-0.8762600998208256,0.9552326548054876,0.6797565424924621,-0.42323271663682127,-0.16468075271960902,-0.4548081570423269,-0.140772260039296,1
