,CL7R,CT2BIN,CL2R,CL5R,CL1R,DEMOC,MOD,CON,WWWWHITE,FEMALE,COLGRD,SOMCOL,W12WHITE,CL9R,REPUB,INDEP,COMHS,AGE65PLM,CL8R,W2TOTCL,BABS,CD4A_A,PTYID3,CD4A_B,AGE4049M,W12EDUC3,WWWBLACK,AGE5059M,LIB,STRATA,VPROUD,AGE3039,IDEO3,COMPLET2,DOG4R,W1TRUAM2,CT1A,WWWHOMLN,CD7_A,ADVDEG,CENSDIV,INCA,W2CIVLIB,EDUCAT4,CL7,GT2,AGE1829,PROUD,CL2,AGE6064M,CL5,CL10R,INCOME,CL4A,WWWAGEC1,FIP2,CL6B,P17_A,W1STATE,WWWEDU3,WWWEDU5,MEANFR,CL9,FIP1,W12HISP,CL1,WWWHISP,SEC4,CL8,B1,LOPROU,RAC3,W12RACE4,CD8,WWWAGE,W2SECURE,CD6,WWWRACE4,CLPROP,MNDOG,POLINT,WWWRACE3,NEWRACE,LTHS,V1_B,B2,IWER3,FIPCOM,DOG2R,USAWT2RC,WWWBRNUS,DOG6R,RI2_A,DOG3R,DOG5R,DOG1R,DG2,CL10,DG3,CD5A,W3IWER4_A
115,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,1.0,0.0,-1.0,1.0,1.0,1,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.9999999999999999,1.0,0.0,-1.0,-0.3548387096774195,-1.0,0.2727272727272727,1.0,-0.9999999999999999,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,0.5,0.0,0.0,-0.9999999999999999,0.5,0.0,-0.37037037037037035,1.0,0.5,0.7333333333333334,0.1428571428571428,0.0,-1.0,-1.0,-1,-0.33333333333333326,0.1428571428571428,0.0,-1.0,0.0,-0.33333333333333326,0.25,-0.32352941176470607,-0.09090909090909083,0.5555555555555554,-0.33333333333333326,0.25,0.08333333333334991,-0.33333333333333326,0,0.0,-1.0,-0.75,0.1428571428571428,-1.0,0.4285714285714285,-0.75,-1.0,1.0,0.0,-1.0,0.0,-0.25,-0.75,-0.5,0.1428571428571428,-1.0,0.1428571428571428,1
319,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-0.5,0.20000000000000018,1.0,1.0,0.75,-1.0,-0.935483870967742,-1.0,0.6363636363636365,-0.33333333333333326,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,-0.25,0.0,0.33333333333333326,-0.9999999999999999,0.5,0.75,0.2962962962962963,0.0,-0.5,-0.9999999999999999,0.1428571428571428,0.0,-1.0,-1.0,-1,1.0,0.1428571428571428,-1.0,1.0,0.0,-0.33333333333333326,-1.0,0.02941176470588225,-0.4545454545454545,-0.7777777777777778,-0.33333333333333326,-0.13888888888899986,-0.5,0.3333333333333335,0,0.0,-1.0,-0.75,-0.9999999999999999,0.0,0.4285714285714285,-0.75,-0.8791674265216156,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-0.5,0.7142857142857144,-0.25,0.1428571428571428,1
177,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.6000000000000001,0.3333333333333335,-1.0,-0.75,-1.0,0.29032258064516125,1.0,0.4545454545454546,0.3333333333333335,0.1428571428571428,0.75,-1.0,-1.0,0.1428571428571428,-1.0,-0.9999999999999999,1.0,1.0,0.75,0.9999999999999998,0.7142857142857144,-1.0,-0.75,-0.5555555555555556,0.0,0.0,0.3333333333333335,-0.9999999999999999,-1.0,-1.0,0.0,-1,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.38235294117647034,-0.2727272727272727,-0.11111111111111116,-0.9999999999999999,0.13888888888899986,-0.08333333333334991,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,0.0,0.7142857142857141,-0.25,-0.6008509111605906,1.0,0.0,-1.0,-0.25,-1.0,-0.75,-0.75,0.1428571428571428,-0.75,0.1428571428571428,1
529,-0.8639441383936746,0.8639441383936746,0.8639441383936746,-0.8639441383936746,-1.0,-1.0,-1.0,0.8639441383936746,1,1.0,-0.8639441383936746,0.8639441383936746,1.0,1.0,0.8639441383936746,-0.8639441383936746,-1.0,-1.0,1.0,0.6611010657466045,-0.8639441383936746,-1.0,-0.9319720691968372,1.0,-1.0,0.06802793080316283,-1,0.8639441383936746,-0.8639441383936746,1.0,1.0,-0.8639441383936746,-0.8639441383936746,-1.0,-0.5340139654015814,0.11836648303620478,-0.28798137946455804,-1.0,-0.7670069827007907,-1.0,0.9078331260086185,-1.0,0.11564652029205935,0.3786852872021087,0.0651109362249569,-0.9319720691968373,-1.0,-1.0,0.0651109362249569,-1.0,-0.9222537933678139,-0.8639441383936746,-0.2329930172992094,0.0,0.28798137946455804,-0.9999999999999999,-0.897958103795256,-0.647958103795256,0.9309650319113452,0.06802793080316283,0.034013965401581414,-0.10294822976168683,0.1428571428571428,0.397958103795256,-1.0,-0.9319720691968373,-1,-0.9546480461312247,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9149650864960466,0.06362487847984122,-0.2727272727272727,-0.7021911879964859,-0.9999999999999999,-0.09542659976474965,0.5929697416298927,0.9092960922624496,-1,-1.0,-1.0,-0.9829930172992093,-0.9999999999999999,-0.9319720691968373,0.7337222659437607,-0.05102094810237201,-0.7022192298240482,1.0,-0.05102094810237201,-1.0,-0.05102094810237201,-0.2840139654015814,-0.017006982700790596,-0.9659860345984186,-0.9222537933678139,-0.9659860345984186,0.1428571428571428,1
445,0.28546047999500046,1.0,-1.0,0.28546047999500046,-1.0,-1.0,1.0,-1.0,1,-0.28546047999500046,0.28546047999500046,-0.28546047999500046,1.0,1.0,0.28546047999500046,-0.28546047999500046,-1.0,-1.0,1.0,0.805125585453182,-1.0,-1.0,-0.6427302399975003,1.0,0.28546047999500046,0.6427302399975003,-1,-1.0,-1.0,1.0,1.0,-0.28546047999500046,0.0,-1.0,-0.6786348800012498,-0.5712762879970001,-0.33333333333333326,-1.0,-0.48204767999812514,0.28546047999500046,-0.935483870967742,-1.0,0.1297547636340911,0.7618201599983334,-0.5916917028542859,0.26795232000187497,-1.0,-1.0,-0.9999999999999999,-1.0,-0.26545115428857113,0.28546047999500046,-0.25,-0.4640953599962503,-0.1190899200008333,-0.9999999999999999,0.5,0.0,0.5185185185185184,0.6427302399975003,0.6427302399975003,-0.23806139733266662,0.1428571428571428,-0.6427302399975002,-1.0,-1.0,-1,-0.14302634666999947,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-0.348769355294706,-0.14281099636272732,0.17454677333222235,-0.9999999999999999,0.17250271999767852,-0.3868941866664537,0.3333333333333335,-1,-1.0,-1.0,0.2140953599962503,-0.9999999999999999,0.0,0.795845851427143,-0.6427302399975002,-0.6275347064945074,1.0,-0.75,-1.0,-0.6606825599993751,-0.5179523200018749,-0.75,-0.5179523200018749,-0.26545115428857113,-0.053412799996875204,0.1428571428571428,1
368,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.29032258064516125,-1.0,0.8181818181818183,0.3333333333333335,-0.9999999999999999,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.1428571428571428,1.0,-0.25,0.5,0.33333333333333326,-0.9999999999999999,-1.0,0.0,0.33333333333333326,0.0,0.0,-0.33333333333333326,0.1428571428571428,0.0,-1.0,0.0,-1,0.3333333333333335,0.1428571428571428,0.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.11764705882352922,-0.6363636363636362,-0.7777777777777778,-0.9999999999999999,1.0,0.0,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.4285714285714285,-0.25,-1.0,1.0,-0.75,-1.0,-0.25,-0.75,0.0,-0.75,0.1428571428571428,-0.75,0.1428571428571428,1
523,-0.8496159407987014,-1.0,-1.0,0.8496159407987014,-1.0,1.0,0.8496159407987014,-0.8496159407987014,1,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.8496159407987014,1.0,1.0000000000000002,0.8496159407987014,-1.0,1.0,1.0,-1.0,1.0,-1,-0.8496159407987014,-1.0,-1.0,-0.8496159407987014,-1.0,-0.07519202960064941,-1.0,-1.0,-1.0,0.3333333333333335,-1.0,0.75,-0.8496159407987014,-0.935483870967742,-1.0,0.09090909090909105,1.0,0.05692339474211505,0.6936059777995132,-1.0,0.8496159407987014,-0.9999999999999999,-1.0,0.05692339474211505,1.0,0.4624039851996753,0.4624039851996753,0.9498719802662337,-0.9140662518849721,-0.07519202960064941,-0.05639402220048695,0.2962962962962963,1.0,0.5375960148003247,-0.7964874390393939,0.1428571428571428,-0.9248079703993507,-1.0,-0.07519202960064941,-1,-0.3834613530670996,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-0.9060099629991885,0.3874378727762602,0.09090909090909105,-0.36675201315584427,-0.9999999999999999,0.0,-0.32706733086662787,0.3333333333333335,-1,-1.0,-1.0,-0.9812019925998376,-0.9999999999999999,0.0,0.9140662518849719,-0.30639402220048695,-1.0,-0.8496159407987014,-0.9248079703993507,-1.0,-0.23120199259983765,-0.75,-0.7687980074001624,-0.7124039851996753,0.1428571428571428,-0.7687980074001624,0.1428571428571428,1
258,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0000000000000002,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-0.3548387096774195,-1.0,0.2727272727272727,0.3333333333333335,-0.9999999999999999,0.0,1.0,-1.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,0.0,0.0,-1.0,-0.9999999999999999,0.5,-0.75,-0.07407407407407407,0.0,0.0,-0.8666666666666666,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.9999999999999999,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,0.25,-0.9705882352941178,-0.09090909090909083,0.33333333333333326,-0.9999999999999999,0.25,0.3333333333333499,0.3333333333333335,-1,-1.0,-1.0,-0.75,-0.9999999999999999,0.0,0.9999999999999999,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.1428571428571428,-1.0,0.1428571428571428,1
96,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0000000000000002,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.75,-1.0,0.41935483870967727,-1.0,0.4545454545454546,1.0,0.1428571428571428,0.0,-1.0,-1.0,0.1428571428571428,1.0,-0.9999999999999999,1.0,1.0,0.0,0.6666666666666667,-0.9999999999999999,0.5,-0.75,0.7407407407407407,1.0,0.5,0.0,0.1428571428571428,0.0,-1.0,0.0,-1,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.2941176470588234,-0.2727272727272727,0.33333333333333326,-0.9999999999999999,0.5,-0.08333333333334991,0.3333333333333335,-1,-1.0,-1.0,-1.0,-0.9999999999999999,0.0,0.4285714285714285,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.25,0.0,-0.25,0.1428571428571428,-1.0,0.1428571428571428,1
132,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.6363636363636365,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.33333333333333326,-1.0,0.0,1.0,-0.935483870967742,-1.0,0.2727272727272727,1.0,-0.9999999999999999,0.0,-1.0,1.0,-0.9999999999999999,-1.0,0.1428571428571428,1.0,-0.25,-1.0,0.9999999999999998,-0.9999999999999999,0.0,-0.75,0.2222222222222221,1.0,1.0,0.7333333333333334,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.33333333333333326,0.1428571428571428,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.5588235294117645,-0.4545454545454545,-0.11111111111111116,-0.9999999999999999,0.13888888888899986,0.4166666666666501,1.0,-1,-1.0,-1.0,-1.0,0.1428571428571428,0.0,0.9999999999999999,0.0,-0.987433372824126,1.0,0.0,-1.0,-1.0,0.0,-0.75,-1.0,0.1428571428571428,-0.25,0.1428571428571428,1
