,W2TOTCL,W2FIPCOM,W2CIVLIB,CENSDIV,W12AGEC1,WWWAGE,W1STATE,W1AGE,AGE3039,COMPLET2,WWWSEX,CENSREGN,RACWT1RV,WWWMALE,W1FIPCOM,W2SECURE,WWWAGEC1,W12OTHET,EDUCAT4,WWWEDU3,W1TRUAM3,IMPHISP,USAWT2CC,W12BLACK,WWWHISP,RAC3,WWWEDU5,AGE65PLM,WWWBRNUS,W12EDUC3,USAWT1RV,RACES,W1AGECAT,WWWWHITE,WWWBLACK,W12RACE4,WWWRACE3,NEWRACE,W12SEX,W1TRUAM2,USAWT2RC,AGE4049M,MULT3,WWWRACE4,AGE6064M,RHWT2RC,IMPRACE,HISWT1RV,W2MISSCL,COMPLET3,W12HISP,RHWT2CC,WWWHOMLN,USAWT2NC,W3IWER4_A
1194,-1.0,-1.0,-1.0,-0.046287788225047866,1.0,0.3896757712012795,-0.054545454545454564,0.37650711950350835,-0.9634884245218476,0.7392628237306347,-0.7185603514203148,0.6558487885877424,-0.8865813641972543,-0.8735418722140676,0.028636549567923664,-1.0,0.3680986976329108,-0.9389639993619713,-0.5221511090310806,0.3909370844502634,0.39353552018860993,0.6625086923049317,-0.9982437119494596,0.7958112094671186,-0.027476290697443728,0.7449980313864363,0.7234181284470733,0.8408218632178406,0.13780351868264373,0.46068120352583514,-0.33513234728211183,0.5292626776624012,0.11055873675427808,0.44468799823566874,-0.07590493005373733,0.3942317441053281,-0.45258158928173214,0.16740517582056536,-0.5897094613584006,-0.29371568346799504,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.5779270425386307,-0.008364528810483662,-1.0,-0.6819308829041457,-0.5453624825275678,0.2916835080080188,0.12639327314010557,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
1239,-1.0,-1.0,-1.0,0.42454171647622374,1.0,0.3896757712012795,-0.6000000000000001,0.37650711950350835,-0.9634884245218476,0.7392628237306347,0.2637153536668091,0.8279243942938713,-0.9935640166060102,-1.0,-0.21131836917998462,-1.0,0.3680986976329108,-0.9389639993619713,-0.6796263217958072,0.3909370844502634,0.5630115378377285,0.6625086923049317,-0.9982437119494596,0.9359184916650227,-0.027476290697443728,0.872499015693218,0.6744092678222486,0.8408218632178406,0.13780351868264373,0.35243816167602804,-0.5607062073954808,0.623410142129921,0.11055873675427808,0.27502224628455285,0.00948450263588696,0.5175992251648361,-0.3996482218062853,0.23491061103055433,-0.2621565480502535,-0.24956652967877538,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.36517142109820255,-0.008364528810483662,-1.0,-0.4909763119050072,-0.7294299871652685,0.2916835080080188,0.12639327314010557,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
1491,-1.0,-1.0,-1.0,0.5291704952987284,1.0,0.629446003943634,0.709090909090909,0.6214507511271301,-0.9634884245218476,0.8696314118653172,0.2637153536668091,0.8279243942938713,-0.9995869669713265,-1.0,0.2685914683158319,-1.0,0.3680986976329108,-0.9389639993619713,-0.3646758962663542,0.46088734598090497,0.39353552018860993,0.6625086923049317,-0.9982437119494596,0.7958112094671186,-0.027476290697443728,0.7449980313864363,0.8214358496967227,0.8408218632178406,0.13780351868264373,0.5689242453756422,-0.5660033135322856,0.5292626776624012,0.11055873675427808,0.44468799823566874,-0.07590493005373733,0.3942317441053281,-0.45258158928173214,0.16740517582056536,-0.2621565480502535,-0.29371568346799504,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.5779270425386307,-0.008364528810483662,-1.0,-0.6819308829041457,-0.7337524078035775,0.2916835080080188,0.3047962070729382,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
1962,-0.6257664290341464,-0.3559999125344413,-0.4325317036021839,-0.8538950163597527,-0.07021039807995183,-0.9541719621735383,-0.7523981614546342,-0.8992933794972656,-0.8843302886073919,0.5393218754260215,-0.4935433051134939,-0.008786071206239643,-0.5275263533208686,-0.7162084896759879,-0.46592549311195086,-0.45850335894446786,-0.8067274994708613,-0.4485511850372008,-0.552429287564185,0.48298343893322815,0.02906891961576266,0.03183884652859642,-0.5841133629063867,0.4218119402169415,0.1608696125114176,0.3375139620785931,0.3011723357438516,0.8115797937411507,0.2603146534913978,-0.07435226370532688,-0.13917237336093335,0.14493099787328345,-0.017645730889495642,-0.11578358820859147,0.2301359364758438,-0.11457434671226402,-0.18186278883603374,-0.15111206741350314,-0.32556210368770006,-0.18908520446986943,-0.5363099080979205,-0.022649800596645897,-0.5081982092153376,-0.531364811832332,-0.10207864346160996,-0.8798189331126463,-0.40751522616030966,-0.7093244852461577,0.12789734801768038,0.15754829609473914,0.4554186604252724,-0.5881141272227939,0.22475570229330732,-0.547633752894603,0
1899,-0.8226338963616977,-0.12102603912353516,-0.4279146194458007,-0.32043483377668347,-0.4449424451433943,-0.8505436993224396,-0.269231484153054,-0.6353037161189619,-0.5446028197425469,0.43270851292423507,-0.17442806903487873,-0.2803904151070282,-0.013911782357224567,-0.012054680462809109,-0.6468835725175992,0.047364634133134076,-0.16881437763008633,0.05572795561716548,-0.15820451209689823,0.7071303769365387,0.42181167964743793,-0.3631183724348813,-0.026043766849443095,-0.040681613611588285,0.4650266018969116,-0.11990546763874121,-0.1934066477208295,0.7977963968414671,0.4541653621630359,-0.3795587431173615,0.21843057281802736,-0.294679374800198,0.3386454434054229,-0.28807771471214216,0.4961172814789533,-0.27222514833540823,0.20092976261345163,-0.42605099905792165,0.05655463949387607,0.27082277489971796,-0.7764689699370998,0.18646691139039018,0.10822140937620184,0.043068046454770026,-0.5377244115983083,-0.4942936257284154,-0.2634739823250869,-0.83977555274031,-0.298138086277108,0.42960060120068294,0.38791619876579664,-0.4284856127839558,0.6978966439100782,-0.4179532211009135,0
1409,1.0000000000000002,0.4285714285714285,-0.09090909090909083,-0.5694316823375717,0.6522929619878359,-0.08986469428342925,0.19999999999999996,-0.11338014374373506,-0.9634884245218476,0.7392628237306347,0.2637153536668091,0.48377318288161364,-0.9358041342932922,-1.0,0.2685914683158319,-0.22822432329815534,-0.3015203606687239,-0.9389639993619713,-0.3646758962663542,0.46088734598090497,0.2240595025394913,0.6625086923049317,-0.9432444019088705,0.7958112094671186,-0.027476290697443728,0.7449980313864363,0.772426989071898,0.708511953092628,0.13780351868264373,0.5689242453756422,-0.435694692994285,0.5292626776624012,-0.036119829031489636,0.44468799823566874,-0.07590493005373733,0.3942317441053281,-0.45258158928173214,0.16740517582056536,-0.2621565480502535,-0.3378648372572146,-0.390796635122711,-0.222187564768517,-0.4334229097098963,-0.5779270425386307,-0.008364528810483662,-0.8720850225129783,-0.6819308829041457,-0.6274210154907993,0.39287157829258756,0.12639327314010557,0.13297732962729625,-0.9012609420639773,0.759232306142537,-0.5810440612555023,0
1167,-1.0,-1.0,-1.0,-0.09860217763630019,0.5363906159837812,-0.26424304536877796,0.38181818181818183,-0.29152096674273276,-0.6658289487123399,0.7392628237306347,0.2637153536668091,0.6558487885877424,-0.9640541749273359,-1.0,-0.21131836917998462,-1.0,-0.5247267134359355,-0.9389639993619713,-0.3646758962663542,0.46088734598090497,0.2240595025394913,0.6625086923049317,-0.9982437119494596,0.7958112094671186,-0.027476290697443728,0.7449980313864363,0.772426989071898,0.708511953092628,0.13780351868264373,0.5689242453756422,-0.4934096559491132,0.5292626776624012,-0.08501268429341219,0.44468799823566874,-0.07590493005373733,0.3942317441053281,-0.45258158928173214,0.16740517582056536,-0.2621565480502535,-0.3378648372572146,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.5779270425386307,-0.008364528810483662,-1.0,-0.6819308829041457,-0.6745162294753255,0.2916835080080188,0.12639327314010557,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
1478,-1.0,-1.0,-1.0,0.42454171647622374,0.5363906159837812,-0.24244575148310932,-0.5636363636363637,-0.26925336386785803,-0.6658289487123399,0.7392628237306347,0.2637153536668091,0.8279243942938713,-0.9781228400487539,-1.0,-0.21131836917998462,-1.0,-0.5247267134359355,-0.9389639993619713,-0.5221511090310806,0.3909370844502634,0.05458348489037271,0.6625086923049317,-0.9982437119494596,0.9359184916650227,-0.027476290697443728,0.872499015693218,0.7234181284470733,0.708511953092628,0.13780351868264373,0.46068120352583514,-0.5459729105148955,0.623410142129921,-0.08501268429341219,0.27502224628455285,0.00948450263588696,0.5175992251648361,-0.3996482218062853,0.23491061103055433,-0.2621565480502535,-0.3820139910464343,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.36517142109820255,-0.008364528810483662,-1.0,-0.4909763119050072,-0.7174076668906161,0.2916835080080188,0.12639327314010557,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
306,-1.0,-1.0,-1.0,0.47685610588747607,0.5363906159837812,-0.30783763314011514,0.6727272727272726,-0.3360561724924821,-0.6658289487123399,0.7392628237306347,0.2637153536668091,0.8279243942938713,-0.9693707663152523,-1.0,0.028636549567923664,-1.0,-0.5247267134359355,-0.9389639993619713,-0.8371015345605337,0.3209868229196218,0.39353552018860993,0.6625086923049317,-0.9982437119494596,0.9359184916650227,-0.027476290697443728,0.872499015693218,0.625400407197424,0.708511953092628,0.13780351868264373,0.35243816167602804,-0.5376220636635446,0.623410142129921,-0.08501268429341219,0.27502224628455285,0.00948450263588696,0.5175992251648361,-0.3996482218062853,0.23491061103055433,-0.2621565480502535,-0.29371568346799504,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.36517142109820255,-0.008364528810483662,-1.0,-0.4909763119050072,-0.7105934041884923,0.2916835080080188,0.12639327314010557,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
388,-1.0,-1.0,-1.0,1.0,0.30458592397567186,-0.5258105719968009,-0.8181818181818182,-0.5587322012412291,-0.9634884245218476,0.8696314118653172,0.2637153536668091,1.0,-0.9398470452798192,-1.0,0.028636549567923664,-1.0,-0.9711394189703587,-0.9389639993619713,-0.6796263217958072,0.3909370844502634,0.2240595025394913,0.3075119119279075,-0.9982437119494596,0.7958112094671186,0.11875470426820267,0.9999999999999998,0.6744092678222486,0.708511953092628,0.13780351868264373,0.35243816167602804,-0.38831914340859114,0.9999999999999999,-0.18279839481725735,0.27502224628455285,-0.07590493005373733,0.6409667062243443,-0.3467148543308384,0.3024160462405433,-0.2621565480502535,-0.3378648372572146,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.1524157996577744,-0.008364528810483662,-1.0,-0.30002174090586864,-0.5355612707242096,0.2916835080080188,0.3047962070729382,0.4841063276159434,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
134,-1.0,-1.0,-1.0,0.42454171647622374,0.5363906159837812,-0.26424304536877796,-0.1636363636363637,-0.29152096674273276,-0.6658289487123399,0.7392628237306347,0.2637153536668091,0.8279243942938713,-0.9865983869505315,-1.0,0.2685914683158319,-1.0,-0.5247267134359355,-0.9389639993619713,-0.3646758962663542,0.46088734598090497,0.05458348489037271,0.6625086923049317,-0.9982437119494596,0.7958112094671186,-0.027476290697443728,0.7449980313864363,0.772426989071898,0.708511953092628,0.13780351868264373,0.5689242453756422,-0.5394675848073296,0.5292626776624012,-0.08501268429341219,0.44468799823566874,-0.07590493005373733,0.3942317441053281,-0.45258158928173214,0.16740517582056536,-0.2621565480502535,-0.3820139910464343,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.5779270425386307,-0.008364528810483662,-1.0,-0.6819308829041457,-0.7120993431812207,0.2916835080080188,0.12639327314010557,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
1213,0.8181818181818183,0.7142857142857141,0.6363636363636365,-0.5694316823375717,0.42048826997972655,-0.48221598422546375,0.49090909090909074,-0.5141969954914797,-0.9634884245218476,0.8696314118653172,0.2637153536668091,0.48377318288161364,-1.0,-1.0,-0.571250747301847,-0.779492663799473,-0.7479330662031471,-0.9389639993619713,-0.6796263217958072,0.3909370844502634,-0.11489253275874589,0.6625086923049317,-0.9278210422597666,0.9359184916650227,-0.027476290697443728,0.872499015693218,0.6744092678222486,0.708511953092628,0.13780351868264373,0.35243816167602804,-0.5668471419097162,0.623410142129921,-0.13390553955533477,0.27502224628455285,0.00948450263588696,0.5175992251648361,-0.3996482218062853,0.23491061103055433,-0.2621565480502535,-0.47031229862487356,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.36517142109820255,-0.008364528810483662,-1.0,-0.4909763119050072,-0.7344409688970241,0.49405964857715634,0.3047962070729382,0.13297732962729625,-0.7154298564466264,0.2878742113520909,-0.47211278084656433,0
2030,-0.7621122165159745,-0.11045026779174805,-0.517394716089422,-0.4886414690192823,-0.31679850408936516,-0.8679633079340119,-0.36740410544655544,-0.6989482582614643,-0.527127841375729,0.38070544249094973,-0.20748572624292838,-0.2647380443404316,-0.14620315644975834,-0.10698836440408044,-0.681252106032478,-0.07885814919536427,-0.19698710825291577,-0.22156706278520655,-0.29604548340803927,0.575836447929007,0.387459311935217,-0.3088146150570018,-0.12575118734202428,0.04451507721008563,0.4521086190926951,-0.09828804792570889,-0.05739544029791577,0.859921878143424,0.471449399839922,-0.2501992054081055,0.13112717180720856,-0.14982346048515072,0.28470572842614583,-0.3160093316681353,0.39432144018445703,-0.21259782466010146,0.16108950025259516,-0.37619046959937474,0.07370478231443989,0.16577211989123208,-0.3496621181215327,0.19518055072507268,-0.09005551354391295,-0.006047548550887405,-0.3668334381754569,-0.6333728824976941,-0.10839172959164012,-0.8199352249513783,-0.15792083767806553,0.2467628849772393,0.20584958687150678,-0.4845269881748384,0.4394241003692965,-0.5206656798009024,0
1418,-1.0,-1.0,-1.0,0.42454171647622374,0.7681953079918906,0.10631095068758789,0.8181818181818181,0.08702828213013714,-0.9634884245218476,0.7392628237306347,0.2637153536668091,0.8279243942938713,-0.7730275988342669,-1.0,0.028636549567923664,-1.0,-0.07831400790151233,-0.9389639993619713,-0.6796263217958072,0.3909370844502634,0.5630115378377285,0.6625086923049317,-0.9982437119494596,0.9359184916650227,-0.027476290697443728,0.872499015693218,0.6744092678222486,0.708511953092628,0.13780351868264373,0.35243816167602804,-0.35027998087425793,0.623410142129921,0.012773026230432916,0.27502224628455285,0.00948450263588696,0.5175992251648361,-0.3996482218062853,0.23491061103055433,-0.2621565480502535,-0.24956652967877538,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.36517142109820255,-0.008364528810483662,-1.0,-0.4909763119050072,-0.5577229001534731,0.2916835080080188,0.12639327314010557,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
249,-1.0,-1.0,-1.0,0.5291704952987284,0.8840976539959453,0.36787847731561096,-0.23636363636363644,0.3542395166286336,-0.9634884245218476,0.7392628237306347,-0.7185603514203148,0.8279243942938713,-0.6434663727869865,-0.8735418722140676,-0.21131836917998462,-1.0,0.14489234486569935,-0.9389639993619713,-0.8371015345605337,0.3209868229196218,-0.11489253275874589,0.3075119119279075,-0.9982437119494596,0.7958112094671186,0.11875470426820267,0.7449980313864363,0.625400407197424,0.708511953092628,0.13780351868264373,0.35243816167602804,0.161552698405515,0.5292626776624012,0.06166588149235552,0.27502224628455285,-0.07590493005373733,0.6409667062243443,-0.45258158928173214,0.16740517582056536,-0.5897094613584006,-0.42616314483565393,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.1524157996577744,0.10226182045489615,-1.0,-0.6819308829041457,0.07699444519674403,0.2916835080080188,0.12639327314010557,0.4841063276159434,-0.9987287898485138,0.759232306142537,-0.5810440612555023,0
1524,-1.0,-1.0,-1.0,0.42454171647622374,0.5363906159837812,-0.26424304536877796,0.3090909090909091,-0.29152096674273276,-0.6658289487123399,0.7392628237306347,0.2637153536668091,0.8279243942938713,-0.05139240171754411,-1.0,0.2685914683158319,-1.0,-0.5247267134359355,-0.9389639993619713,-0.6796263217958072,0.3909370844502634,0.2240595025394913,0.6625086923049317,-0.9982437119494596,0.9359184916650227,-0.027476290697443728,0.872499015693218,0.6744092678222486,0.708511953092628,0.13780351868264373,0.35243816167602804,0.33827283497539196,0.623410142129921,-0.08501268429341219,0.27502224628455285,0.00948450263588696,0.5175992251648361,-0.3996482218062853,0.23491061103055433,-0.2621565480502535,-0.3378648372572146,-0.5846042255197741,-0.4057020928021797,-0.4334229097098963,-0.36517142109820255,-0.008364528810483662,-1.0,-0.4909763119050072,0.0041338618005367644,0.2916835080080188,0.12639327314010557,0.13297732962729625,-0.9987287898485138,0.2878742113520909,-0.5810440612555023,0
