,W2TOTCL,WWWSEX,MULT3,W1AGECAT,W1STATE,RAC3,CENSDIV,W2CIVLIB,WWWAGE,EDUCAT4,USAWT2CC,W1AGE,W2FIPCOM,USAWT2RC,NEWRACE,W2SECURE,WWWEDU5,W12SEX,HISWT1RV,WWWWHITE,W1TRUAM2,MULT2,W12HISP,W1TRUAM3,W1FIPCOM,WWWRACE3,WWWEDU3,AGE6064M,IMPHISP,WWWRACE4,RACWT1RV,W2MISSCL,RACES,W12RACE4,AGE3039,WWWAGEC1,WWWMALE,WWWHISP,AGE5059M,AGE65PLM,IMPRACE,CENSREGN,W12AGEC1,RHWT2RC,WWWBLACK,WWWBRNUS,USAWT1RV,AGE4049M,RHWT2CC,COMPLET3,RACWT2RC,HISWT2RC,W3IWER4_A
3577,1.0000000000000002,0.10117575861996542,1.0,0.24365884381358746,0.2727272727272727,-1.0,-0.48992967134271903,0.4909244214228079,-0.5637559680616748,0.8783049391034934,0.7180251826936059,-0.5473407304296979,0.8337847713977086,-1.0,0.7018360633782056,-0.06826870265783966,0.8245005427368785,0.5221514159823867,-0.9897632873797018,-0.8499427577048129,0.18140953013814487,-0.9255866468822735,-0.9107506386068646,0.3805161031615538,0.39286354742161694,-0.8637014791510922,-0.863672834877515,-1.0,-0.7112598976246347,-0.8750563979394491,-0.7001877882166259,-0.4299382826246858,0.46788046707467146,0.13755654613931467,-0.4750175763892638,-0.6264504245543558,0.9999999999999998,0.5288428266893841,-0.20750061069282777,-0.3014567360019338,0.3643270157994739,-0.8511229348193785,-1.0,0.47193209346417553,-0.04109272479762893,-0.12336658526009173,0.14606135242835228,0.2526046894454599,0.47917446674049763,0.37229545756929594,-0.3962191596594872,-0.5351627747548099,1
4075,-0.10246261356586797,-0.5917739863030314,-0.7678657832179486,-0.8047359080809754,-0.7366635409268466,0.13197342364016662,-0.7638970237895457,-0.8429250114223952,-0.8509865966981391,-0.22059231778573507,0.055509262141936855,-0.905358337770811,0.42478257857776525,-0.2894179481079713,-0.14458545029905578,-0.7636093783039615,0.23917545167332088,0.8765196710899205,-0.7895614838214824,-0.5045910467326098,-0.47122107749300113,-0.17041999367831084,-0.5442296582380023,-0.11678012832607826,0.17992052585397428,-0.16228181303971145,-0.7741648063615253,-0.21859327104099757,-0.9151889850385843,-0.8403276676514091,-0.8751562440294924,-0.8779232348312895,0.7367070079337608,0.5473444552842935,-0.704895379165315,-0.45430468575787164,0.08258348930834492,0.7110698850193055,-0.8442325387017152,0.7251287734857617,-0.09159462029873924,-0.7800608031667864,-0.3399351574194146,0.18052355303953793,-0.6013644872084429,0.6435100150181677,-0.6042683258987622,0.8525634994446578,0.0704720991655517,-0.6206400263558209,-0.7570006697029661,-0.4466103881063649,1
3801,1.0000000000000002,0.9999999999999999,1.0,0.49577256254239166,-0.4181818181818182,-1.0,-0.09405016982953762,0.4909244214228079,-0.2333849888937154,1.0,-0.8949395576633186,-0.22043775921215614,0.8337847713977086,-1.0,0.7018360633782056,-0.06826870265783966,1.0,1.0,-0.9897632873797018,-0.8499427577048129,0.18140953013814487,-0.9255866468822735,-0.9107506386068646,0.3805161031615538,0.39286354742161694,-0.8637014791510922,-0.72734566975503,-1.0,-0.7112598976246347,-0.8750563979394491,-0.7001877882166259,-0.4299382826246858,0.46788046707467146,0.13755654613931467,-0.3816558923057318,-0.29557643720810634,0.732001523020672,0.5288428266893841,-0.20750061069282777,-0.3014567360019338,0.3643270157994739,-0.7609630361185271,-0.7310321856879736,0.47193209346417553,-0.04109272479762893,-0.12336658526009173,0.14606135242835228,0.2526046894454599,0.10329167412620659,0.06618024587721383,-0.3962191596594872,-0.5351627747548099,1
1297,0.6249482597558025,0.9999999999999999,1.0,0.873943140635598,-0.38181818181818183,-0.8522567432475939,-0.09405016982953762,0.2210620845081116,0.33925804166408113,0.63491481731048,-0.14345854590015372,0.3461940575649163,0.9168923856988543,-0.33016309871072735,0.8509180316891027,-0.1869652251753774,0.6490010854737569,1.0,-0.8159262013192439,-1.0,0.8362819060276291,-0.9255866468822735,-0.9107506386068646,0.8451290257903885,1.0,-0.5045822378789184,-1.0,-0.839856536518234,-0.7112598976246347,-0.7957258352420846,-0.47305822635570216,-0.24936751716001113,0.5713792088072476,0.29680566162850985,-0.4750175763892638,0.20073454381126787,0.732001523020672,0.5288428266893841,-0.20750061069282777,-0.3014567360019338,0.682163507899737,-0.7609630361185271,-0.3275804642199338,0.7528880325126053,0.06870119903865815,-0.12336658526009173,0.2907029595371903,0.2526046894454599,0.5319192093043472,0.37229545756929594,0.3466323945903471,0.2816130482694381,1
3585,0.8749827532519343,0.9999999999999999,1.0,1.0,0.018181818181818077,-0.8522567432475939,-0.050063558550295206,0.3559932529654597,0.64760428888751,0.8783049391034934,-0.9881948631041884,0.6513034973679552,0.8337847713977086,-1.0,0.8509180316891027,-0.06826870265783966,0.8245005427368785,1.0,-0.9897632873797018,-1.0,0.18140953013814487,-0.9255866468822735,-0.9107506386068646,0.3805161031615538,0.39286354742161694,-0.5045822378789184,-0.863672834877515,-1.0,-0.7112598976246347,-0.7957258352420846,-0.7001877882166259,-0.36974802746979424,0.5713792088072476,0.29680566162850985,-0.4750175763892638,0.36617153748439246,0.732001523020672,0.5288428266893841,-0.20750061069282777,-0.14489821765036132,0.682163507899737,-0.7609630361185271,-0.1930965570639206,0.47193209346417553,0.06870119903865815,-0.12336658526009173,0.14606135242835228,0.2526046894454599,0.08505347272316559,0.06618024587721383,-0.3962191596594872,-0.5351627747548099,1
4133,-0.054309558837051825,-0.4126501092697336,-0.6871153926536847,-0.5548380325831861,-0.7201182278719815,-0.1127927087611671,-0.8460201679123024,-0.9430976281228418,-0.848832488283898,-0.05048290346039219,0.13271440018976977,-0.9470692767006196,0.6353994983152609,-0.5160916942699056,-0.20264031545363237,-0.7588776526212314,0.2969563637206569,0.6933064178479573,-0.9224781983203808,-0.7249858683083756,-0.6799112317226915,0.27000946959819405,-0.15064235667573278,-0.5430306651104381,0.1697197473661643,-0.383009150177101,-0.8113971715561148,-0.42301078740430453,-0.8324462873550434,-0.8050611306414391,-0.6441595796422649,-0.7583449447810938,0.753736128774688,0.6643180833172444,-0.8322092272009163,-0.86067385799999,0.14945237771347153,0.8272883210356905,-0.5674912785042058,0.5907774829028952,-0.22478978295667362,-0.872628370623607,-0.23755209831632207,0.20385058203282103,-0.7009099932034267,0.44470470589707134,-0.6448678556415756,0.5667723876687256,0.11067022742726977,-0.2583397964831707,-0.8361385805364236,-0.6035856124540798,1
3812,1.0000000000000002,0.9999999999999999,1.0,0.24365884381358746,-0.4181818181818182,-0.8522567432475939,-0.09405016982953762,0.4909244214228079,-0.5197065041726137,1.0,-0.8960255816493808,-0.5037536676006923,0.8337847713977086,-1.0,0.8509180316891027,-0.06826870265783966,0.9122502713684393,1.0,-0.9897632873797018,-1.0,0.18140953013814487,-0.9255866468822735,-0.9107506386068646,0.3805161031615538,0.39286354742161694,-0.5045822378789184,-0.72734566975503,-1.0,-0.893394274376098,-0.7957258352420846,-0.7001877882166259,-0.4299382826246858,0.5713792088072476,0.29680566162850985,-0.4750175763892638,-0.6264504245543558,0.732001523020672,0.5288428266893841,-0.20750061069282777,-0.3014567360019338,0.682163507899737,-0.7609630361185271,-1.0,0.47193209346417553,0.06870119903865815,-0.12336658526009173,0.14606135242835228,0.2526046894454599,0.10999264048160218,0.06618024587721383,-0.3962191596594872,-0.5351627747548099,1
116,0.8749827532519343,0.10117575861996542,1.0,1.0,0.19999999999999996,-1.0,-0.48992967134271903,-0.0488002524065847,0.47140643333126486,1.0,-0.7342004112637782,0.47695524605193307,1.0,-0.786942051861671,0.7018360633782056,0.28782086489477354,1.0,0.5221514159823867,-0.7994756683145723,-0.8499427577048129,0.5088457180828869,-0.9255866468822735,-0.9107506386068646,0.5353870773711654,0.653064884240924,-0.8637014791510922,-0.72734566975503,-1.0,-0.7112598976246347,-0.8750563979394491,-0.5840718144342598,-0.36974802746979424,0.46788046707467146,0.13755654613931467,-0.4750175763892638,0.36617153748439246,0.9999999999999998,0.5288428266893841,-0.20750061069282777,-0.14489821765036132,0.3643270157994739,-0.8511229348193785,-0.1930965570639206,0.5186634425438277,-0.04109272479762893,-0.12336658526009173,0.3043906690214109,0.2526046894454599,0.14075007462266254,0.06618024587721383,-0.2630699516048145,-0.2753673221489514,1
4161,-0.12107126232604101,-0.3581353823926365,-0.42217665206346555,-0.6959921272167148,-0.8244921077381481,-0.061115835139775365,-0.7599445563467075,-0.7946019380714364,-0.8729108855005812,-0.04303445211945278,-0.11796539413314411,-0.8936058456573062,0.40448603548505296,-0.4049795655513103,0.022066264229027355,-0.6216684465138013,0.23496259839538008,0.8682518890683254,-0.7780996856653799,-0.5901199798507121,-0.4307480890596228,-0.4144398748602365,-0.9060621719955602,0.05261391367215157,0.15313717783031888,-0.18546156246003243,-0.71375408244914,-0.4820444615224607,-0.9645937099632939,-0.9886377442690074,-1.0,-0.9262398207774903,0.6807100298582345,0.4140096032330467,-0.5855995699530276,-0.1455042866237063,0.020878149592501116,0.5108225400512397,-0.7195927264752155,0.42912203650774094,0.09714716767323392,-0.8291757926728214,-0.3978231730848527,0.21892872666333213,-0.4666201712367889,0.5997989398161814,-0.5837529373657933,0.647772596509256,0.07577661198141492,-0.9779165633037086,-0.6466468498855986,-0.5063454467395813,1
4233,-0.1683842674128369,-0.3372501759373432,-0.45436259664981343,-0.5575131054768787,-0.7493982315063477,0.05147898104697779,-0.8255433255470623,-0.7982213635665765,-0.868479015644605,-0.07033279010707683,0.08411954485395334,-0.9235703094216847,0.49946233255940936,-0.4642335519077889,0.06271943477788294,-0.6070615689761891,0.26913209213915656,0.6832049364993918,-0.8233902651488024,-0.7086721182797545,-0.507160332411858,-0.17601395593014324,-0.3258995516697699,-0.4716603335650936,0.2224659649390981,-0.47231171071762457,-0.7346421872807067,-0.5509389209602291,-0.8552138498008417,-0.8290488954226677,-0.7499595585964864,-0.8057937574974057,0.7804138953745017,0.609036447521367,-0.7632429592885528,-0.4696567886758894,0.23702053937397555,0.7101084097557495,-0.6541048088451061,0.3564710101999403,-0.44394944068355496,-0.8655006659625666,-0.42559308106399907,0.18450439756802384,-0.6194685961353874,0.5409366678293417,-0.5300837121655693,0.6375509967137125,0.1210257765802886,-0.4730007377907455,-0.7648392125651728,-0.5587752581942188,1
4338,-0.05136690370432273,-0.3327489738416959,-0.6242680445847684,-0.4438258735762377,-0.7864133488048207,-0.28433774323561756,-0.8926710063583012,-0.8740038348364677,-0.873442559911731,0.05212114146684099,-0.09006436564823583,-0.9526047909897086,0.6011033192526929,-0.6538628240179891,0.010628198107827003,-0.6484327704533754,0.3240583529804,0.641151897328104,-0.9594776860609386,-0.7751640886167972,-0.5839867205130305,0.036213795767671586,-0.3173328101120142,-0.3418886760008374,0.19830836723025896,-0.5230861124831234,-0.8292096217250617,-0.5193657984317921,-0.8542907323187089,-0.8588366582590765,-0.6422132647997216,-0.7465639222397119,0.6712925737582981,0.529912952784389,-0.7921746364661804,-0.7484519065556994,0.2672503847646304,0.6964670648826947,-0.35231065646636434,0.39677447879478245,-0.2649951363705028,-0.9298366787386783,-0.418001222772189,0.2459927506525433,-0.5390873639756069,0.33881684119592936,-0.520707191709105,0.5710666018225252,0.11776573491157838,-0.31469818709582165,-0.7142169126217301,-0.6073311092110838,1
4356,-0.09893286109608446,-0.5404622673330428,-0.7714991940498627,-0.7518087277198477,-0.686465731534091,0.27914899852549246,-0.7774216013080999,-0.8508359198761901,-0.8227302520731397,-0.3007912100869711,0.2632193175077764,-0.9013774771214708,0.4823916640782457,-0.27487842325383705,-0.14629788484583217,-0.7924187341494745,0.21594785307416864,0.8325548634430744,-0.8490837444391431,-0.5300625443627787,-0.6341929302485781,0.004853194063473287,-0.259551154608921,-0.461702859071351,0.13922527327638523,-0.1288586600253545,-0.7393067151246334,-0.26437433497934926,-0.8599058312693282,-0.7959218114100945,-0.7921345217580346,-0.8774992643946458,0.819758728211596,0.6705825669028463,-0.8453914356768705,-0.4838326740689425,0.04185757405349366,0.7456575628769537,-0.8477221646474272,0.6723575208915261,-0.3789492006563446,-0.8065841206107773,-0.2778267564973721,0.13166046130080944,-0.7137124922817377,0.7290688905012733,-0.6715874549636379,0.8406068371065544,0.09757268240608545,-0.49495856979092473,-0.8312344430598719,-0.5597823777284902,1
4205,0.004286433514974819,-0.3870194563986119,-0.5848525644752052,-0.4174507031383178,-0.8540811365300959,-0.4434087119229395,-0.9180653401568447,-0.8700308117150949,-0.9193373672236693,0.029684856428805473,-0.2726897921475757,-0.9635227355228262,0.46466545724857095,-0.7211649280461196,0.08817818759749252,-0.7925767017142226,0.46929802208789717,0.7027065870310083,-0.9853988870040669,-0.7811511139350643,-0.36702545940206555,-0.4460664301362275,-0.5991538130498336,0.04160096327638041,0.27221067509970565,-0.5597401197726557,-0.8168992836289442,-0.5426829286917647,-0.9605043399562496,-0.8631894702401174,-0.7709032987369272,-0.6800686710415333,0.6497050018471235,0.2570709512736443,-0.7511425014732782,-0.7269849555741767,0.447161131254977,0.45464175832971215,-0.36049992380635276,0.49298424931656193,-0.04945189492862846,-0.9541187357797424,-0.5698537790701776,0.2988409250922988,-0.4138333824935728,0.43980838033182745,-0.4035279701751021,0.5479293834772214,0.05923025281077749,0.0788683637240501,-0.5438106110874603,-0.7270262926692652,1
3542,0.7499655065038684,0.10117575861996542,1.0,0.7478862812711959,0.018181818181818077,-0.8522567432475939,-0.050063558550295206,-0.1837314208639328,0.09698599027424404,0.8783049391034934,-0.9834393845458888,0.10646521200538572,0.6675695427954171,-1.0,0.8509180316891027,0.28782086489477354,0.8245005427368785,0.5221514159823867,-0.9897632873797018,-1.0,0.18140953013814487,-0.9255866468822735,-0.9107506386068646,0.3805161031615538,0.39286354742161694,-0.5045822378789184,-0.863672834877515,-1.0,-0.7112598976246347,-0.7957258352420846,-0.7001877882166259,-0.30955777231490267,0.5713792088072476,0.29680566162850985,-0.4750175763892638,0.03529755013814306,0.9999999999999998,0.5288428266893841,0.07057580352971676,-0.3014567360019338,0.682163507899737,-0.7609630361185271,-0.46206437137594714,0.47193209346417553,0.06870119903865815,-0.12336658526009173,0.14606135242835228,0.2526046894454599,0.08756912214596377,0.06618024587721383,-0.3962191596594872,-0.5351627747548099,1
3958,-0.032768836228337844,-0.4149684748568179,-0.6977742860375653,-0.6748659398014829,-0.6708137858997691,0.16322692409844053,-0.8268429864115618,-0.9033278920294321,-0.8145246438900587,-0.13608554687781071,0.3271894196278178,-0.9236129788323846,0.6203011737178321,-0.48814440216539745,-0.17076183468285266,-0.7777350518876189,0.19176189772043817,0.7025223654866576,-0.8790380025164612,-0.7157401106779777,-0.8102284931431135,0.5317168155625267,-0.04260924479152972,-0.7327888749110589,0.1361557528161414,-0.3189170908012867,-0.7118957599864111,-0.3960840850316193,-0.805262194119901,-0.787627838590092,-0.618557779652507,-0.859234840703412,0.8416553919861505,0.8069316183970654,-0.8924111956897363,-0.6903112599226159,0.15684359013466487,0.815638102175043,-0.5094028131881274,0.6362174455883802,-0.4944221806208736,-0.9056257969616355,-0.14858702094141663,0.1415157949524753,-0.7745353833833784,0.61129903746253,-0.7575330158903776,0.689531982831237,0.13505138878098102,-0.3285707732833775,-0.8683106998660762,-0.6102480129112177,1
3421,0.7499655065038684,0.10117575861996542,1.0,0.7478862812711959,0.09090909090909083,-1.0,-0.050063558550295206,0.0861309160507635,0.07496125832971345,1.0,-0.8833783490066569,0.08467168059088293,1.0,-0.905856663019257,0.7018360633782056,0.050427819859698075,0.9122502713684393,0.5221514159823867,-0.8884589696695336,-0.8499427577048129,0.5088457180828869,-0.9255866468822735,-0.9107506386068646,0.5353870773711654,1.0,-0.8637014791510922,-0.72734566975503,-1.0,-0.7112598976246347,-0.8750563979394491,-0.638370579314257,-0.30955777231490267,0.46788046707467146,0.13755654613931467,-0.4750175763892638,0.03529755013814306,0.9999999999999998,0.5288428266893841,0.07057580352971676,-0.3014567360019338,0.3643270157994739,-0.7609630361185271,-0.46206437137594714,0.49258114778207324,-0.04109272479762893,-0.12336658526009173,0.23035187784342342,0.2526046894454599,0.10598588019718039,0.06618024587721383,-0.33738488066570815,-0.42036766359170236,1
3632,1.0000000000000002,0.9999999999999999,1.0,0.873943140635598,-0.6000000000000001,-1.0,0.3458159429628862,0.3559932529654597,0.29520857777501974,0.7566098782069868,-0.6044661126126912,0.3026069947359107,1.0,-1.0,0.7018360633782056,0.050427819859698075,0.7367508141053177,1.0,-0.9897632873797018,-0.8499427577048129,0.18140953013814487,-0.9255866468822735,-0.9107506386068646,0.3805161031615538,0.39286354742161694,-0.8637014791510922,-0.863672834877515,-0.839856536518234,-0.7112598976246347,-0.8750563979394491,-0.7001877882166259,-0.4299382826246858,0.46788046707467146,0.13755654613931467,-0.4750175763892638,0.20073454381126787,0.732001523020672,0.5288428266893841,-0.20750061069282777,-0.3014567360019338,0.3643270157994739,-0.6708031374176757,-0.3275804642199338,0.47193209346417553,-0.04109272479762893,-0.12336658526009173,0.14606135242835228,0.2526046894454599,0.17098315365704103,0.06618024587721383,-0.3962191596594872,-0.5351627747548099,1
