,COUNTY,CENSDIV,CD2,WWWBLACK,STRATA,WWWBRNUS,W1STATE,WWWAGEC1,USAWT1RV,WWWHISP,DG3,WWWAGE,WWWHOMLN,W3IWER4_A
286,-0.7799663314994134,-0.9303470428856695,0.9356175520262454,-1.0,-0.9960300441143902,1.0,-0.96765288130025,0.9783560434810493,-0.7505241213795155,0.9077195928439683,-0.5054954114121024,0.03298383977991489,-0.21910046123509108,0
305,-0.5243348031962289,-0.9550626083133351,0.8770880538682867,-0.9943155003146442,-0.9980150220571952,1.0,-0.9223669151205999,0.9826848347848395,-0.7530718053317635,0.9077195928439683,-0.49357880899117434,0.0474615476752804,-0.21910046123509108,0
389,-0.9879311433549695,-0.10149654624712856,-0.21192423316453046,-0.04263348742442352,-0.03939861371389075,0.5178798946130431,-0.042082053568202715,0.8107571448075673,0.08805448170393082,0.9488527369777279,-0.7502884381558841,-0.48556433171358965,-0.5935929274658802,0
394,-0.975394220071369,0.8359992281871325,-0.9505864426012867,0.9321629696514715,0.9367002358615149,0.03031275119585708,0.9381353457621504,0.6488356564632223,0.942428921635915,0.9946391125485334,-0.98699062717198,-0.9684093656737734,-0.9738416400276553,0
433,-0.9982678679992981,-0.87411624821052,0.397976451736697,-0.8513430059862632,-0.8420030734204378,0.9182820113087551,-0.8437898379031076,0.9489517149803749,-0.6175949887092673,0.9073828052821543,-0.5602202683112969,-0.08810326783622634,-0.2782206590860833,0
86,0.2361599027686072,-0.9977531304156667,0.8595292044208991,-1.0,-0.9960300441143902,1.0,-0.7865090165816495,0.9870136260886295,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.05470040162296316,-0.21910046123509108,0
397,-0.997238016318862,-0.7966321606797,0.3370407589865545,-0.7707783139667765,-0.7612858214372772,0.8775651446599879,-0.7628489422725154,0.9350012196522739,-0.5467769816352975,0.9104723467118637,-0.5804286565685904,-0.1280397034172966,-0.30966934556592923,0
392,-0.9889574212171743,-0.1774832921302104,-0.1514808447088345,-0.12180438801810578,-0.11852701406688348,0.5564616736891694,-0.12031690857575739,0.823896198179062,0.018753063797301905,0.9452367104136306,-0.7314651167288948,-0.44636424098049354,-0.5625709782607085,0
426,-0.9889844504022884,-0.179371477180985,-0.14991405355445497,-0.12431781189784441,-0.12028355720065764,0.557245116505462,-0.12204502338275758,0.8243550622108526,0.0169676821224628,0.944337066455492,-0.7317431392676765,-0.4454626979213964,-0.5616688125024925,0
88,-0.1991045913692473,-0.9505688691446686,0.8302644553419197,-0.9943155003146442,-0.9980150220571952,1.0,-0.8641421014610497,0.9870136260886295,-0.7534367958648625,0.9077195928439683,-0.5054954114121024,0.06193925557064592,-0.21910046123509108,0
466,-0.9761274537162791,0.781456688448301,-0.907720479849718,0.8758512415977422,0.8799955803225494,0.05876860908324222,0.8806769598051907,0.657489672256679,0.8932953347154573,0.9911495701542802,-0.9742290017011151,-0.9404766854249184,-0.9518600764879507,0
71,0.2365235322541026,-0.9977531304156667,0.8829410036840826,-0.9943155003146442,-0.9980150220571952,1.0,-0.7865090165816495,0.9870136260886295,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.048909318464816956,-0.21910046123509108,0
440,-0.9801836846976391,0.4775413838023248,-0.6690984594299465,0.5632899770533084,0.5622090197281415,0.21783292922371422,0.5598307185881619,0.707969620123067,0.6168594766564386,0.9801334557924044,-0.8929281380606469,-0.7834523174295777,-0.8296844242038133,0
288,-0.8541467465404513,-0.9325939124700028,0.6956466095786147,-1.0,-0.9960300441143902,1.0,-0.98059172878015,0.9999999999999999,-0.7515975694978033,0.9077195928439683,-0.4876205077807103,0.09234244215091349,-0.21910046123509108,0
87,0.71011457416316,-0.9528157387290019,0.9414705018420413,-1.0,-0.9960300441143902,1.0,-0.7024065079622994,0.9783560434810493,-0.7521422154993856,0.9077195928439683,-0.49357880899117434,0.031536068990378335,-0.21910046123509108,0
8,-0.6002606397676442,-0.9550626083133351,0.9414705018420413,-0.9943155003146442,-0.9980150220571952,1.0,-0.9353057626004999,0.9783560434810493,-0.7532616765898952,0.9077195928439683,-0.49357880899117434,0.031536068990378335,-0.21910046123509108,0
456,-0.978644391636899,0.592854312915811,-0.7599960132495149,0.6819856543059852,0.6827906143884732,0.15759487585159515,0.6809664728353502,0.6884499821362058,0.7218997643327814,0.983761456003894,-0.9239170139088322,-0.8430342179442016,-0.8761155366552156,0
362,0.2361599027686072,-0.9977531304156667,0.8595292044208991,-1.0,-0.9960300441143902,1.0,-0.7865090165816495,0.9870136260886295,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.05470040162296316,-0.21910046123509108,0
317,-0.12637869427019055,-0.9550626083133351,0.9297646022104495,-1.0,-0.9960300441143902,1.0,-0.8512032539811497,0.9826848347848395,-0.7483961878476006,0.9077195928439683,-0.49357880899117434,0.03443161056945144,-0.21910046123509108,0
20,-0.1977227993243652,-0.9505688691446686,0.9473234516578372,-1.0,-0.9960300441143902,1.0,-0.8641421014610497,0.9783560434810493,-0.7534367958648625,0.9077195928439683,-0.49357880899117434,0.03298383977991489,-0.21910046123509108,0
83,0.8182579831494574,-1.0,0.8887939534998784,-1.0,-0.9960300441143902,1.0,-0.6829982367424494,0.9826848347848395,-0.7534367958648625,0.9077195928439683,-0.5054954114121024,0.0474615476752804,-0.21910046123509108,0
15,-0.7820753825152861,-0.9303470428856695,0.6254112117890641,-1.0,-0.9960300441143902,1.0,-0.96765288130025,0.9999999999999999,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.1126112332044252,-0.21910046123509108,0
33,-0.5606250258486583,-0.9550626083133351,0.9648823011052248,-1.0,-0.9960300441143902,1.0,-0.9288363388605498,0.9740272521772593,-0.7458464733860933,0.9077195928439683,-0.49357880899117434,0.02574498583223213,-0.21910046123509108,0
40,0.5306270601226881,-0.9977531304156667,0.8361174051577156,-0.9943155003146442,-0.9980150220571952,1.0,-0.7347536266620495,0.9870136260886295,-0.7534367958648625,0.9077195928439683,-0.4995371102016384,0.060491484781109356,-0.21910046123509108,0
49,0.7529501275545045,-0.9505688691446686,0.6722348103154312,-1.0,-1.0,1.0,-0.6959370842223493,0.9999999999999999,-0.7533731213029723,0.9077195928439683,-0.49357880899117434,0.0981335253090597,-0.21910046123509108,0
436,-0.9868494621550788,-0.020335445121951956,-0.2761323947679615,0.04353947190949348,0.04439473922691506,0.4755622463333641,0.04180604482832084,0.7954940040863799,0.1623997305603858,0.9545300157291273,-0.768821349676234,-0.5270644728544522,-0.6269576586598566,0
304,-0.5630249804529271,-0.9550626083133351,0.9063528029472661,-1.0,-1.0,1.0,-0.9288363388605498,0.9826848347848395,-0.7534001563246353,0.9077195928439683,-0.4637873029388541,0.040222693727597646,-0.21910046123509108,0
294,0.42008369653212174,-0.9775313041566676,0.818558555710328,-1.0,-0.9960300441143902,1.0,-0.7541618978818996,0.9913424173924197,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.06483479714971901,-0.21910046123509108,0
384,-0.9982483140922652,-0.8729812938233166,0.39695933469850964,-0.8490409748722666,-0.8413310655832642,0.9180714095773156,-0.8438111111089175,0.9481151071685632,-0.6165380884931154,0.9090774794804046,-0.5585945200375676,-0.08849523803674886,-0.27910966005021803,0
421,-0.9755145325150898,0.827081141696093,-0.9430894940640375,0.9213274125577517,0.9278503406107783,0.03443401043657024,0.9304039421471466,0.6516905278825456,0.9336847114001314,0.9934571326755919,-0.9857146146370548,-0.9638814589949012,-0.969702372070831,0
414,-0.9786394911614109,0.593696066181719,-0.7608265862671986,0.682484921581817,0.683850101211583,0.15665803884393903,0.6826035718847785,0.6884027879011815,0.7227830404991535,0.9827700379998126,-0.9250972004935036,-0.8434795771226236,-0.8761848811798923,0
37,0.752441046274811,-0.9505688691446686,0.6195582619732682,-1.0,-0.9960300441143902,1.0,-0.6959370842223493,0.9999999999999999,-0.749606919602562,0.9077195928439683,-0.5054954114121024,0.11116346241488866,-0.21910046123509108,0
358,-0.7793117984255219,-0.9303470428856695,0.6722348103154312,-1.0,-0.9960300441143902,1.0,-0.96765288130025,0.9999999999999999,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.1010290668881328,-0.21910046123509108,0
460,-0.9889886528707381,-0.17982780399628462,-0.14937788741341607,-0.1253927631399192,-0.12056118030587848,0.5574743327249727,-0.12131433071730491,0.8254902008056904,0.01627435363448204,0.9444628480517687,-0.7319271087272007,-0.44527222734419636,-0.5611680351243394,0
336,-0.7798936056023144,-0.9303470428856695,0.6839407099470229,-1.0,-0.9960300441143902,1.0,-0.96765288130025,0.9999999999999999,-0.7534367958648625,0.9077195928439683,-0.4995371102016384,0.0981335253090597,-0.21910046123509108,0
44,0.7529501275545045,-0.9505688691446686,0.8302644553419197,-1.0,-1.0,0.9966265631794642,-0.6959370842223493,0.9870136260886295,-0.7534367958648625,0.9139893952349876,-0.49357880899117434,0.06193925557064592,-0.21910046123509108,0
406,-0.9827864763742858,0.2826035052756317,-0.5160752942126297,0.3595609119520995,0.3594605570441276,0.31917439745938037,0.35607309058910896,0.7423888479989611,0.43871511975370336,0.9696107334346344,-0.8437595611444227,-0.6829617905241616,-0.7503119147812916,0
368,-0.1977227993243652,-0.9505688691446686,1.0,-0.9943155003146442,-0.9980150220571952,1.0,-0.8641421014610497,0.9740272521772593,-0.7534367958648625,0.9077195928439683,-0.5054954114121024,0.01995390267408593,-0.21910046123509108,0
21,-0.8541467465404513,-0.9325939124700028,0.7190584088417982,-1.0,-1.0,1.0,-0.98059172878015,0.9999999999999999,-0.7534367958648625,0.9139893952349876,-0.4876205077807103,0.08944690057184039,-0.21673103330536536,0
348,-0.5636067876297196,-0.9550626083133351,0.7717349571839609,-1.0,-0.9960300441143902,1.0,-0.9288363388605498,0.9913424173924197,-0.7513707580900234,0.9077195928439683,-0.4995371102016384,0.07352142188693832,-0.21910046123509108,0
450,-0.9753786330970243,0.836544077604769,-0.951445505166566,0.9354078599900513,0.9365000903804654,0.03136767084612646,0.9363237175810657,0.6471677084956426,0.9437480459844159,0.99710744781945,-0.9848980029812872,-0.968627715382083,-0.9749780514456109,0
402,-0.9982612408164143,-0.8735898267164917,0.39747665665602916,-0.850985989984296,-0.8412584189524686,0.9181465624361715,-0.8436470211490217,0.9485515919186824,-0.6168947999183527,0.9064108800976141,-0.5612835704203566,-0.0885246414626655,-0.27847558065825745,0
329,0.7827677453651176,-0.9325939124700028,0.7366172582891857,-1.0,-0.9960300441143902,1.0,-0.6894676604823994,0.9956712086962098,-0.751700754257974,0.9077195928439683,-0.49357880899117434,0.08220804662415764,-0.21910046123509108,0
27,-0.05030740590457716,-0.9775313041566676,0.6722348103154312,-1.0,-0.9960300441143902,1.0,-0.8382644065012497,0.9999999999999999,-0.7510768440598875,0.9077195928439683,-0.5054954114121024,0.0981335253090597,-0.21673103330536536,0
422,-0.9827813916870832,0.2833502218824855,-0.5165460415649101,0.35961486334987014,0.3605328861317598,0.3183369578287454,0.35764089130685006,0.7425312893815084,0.43936816220743524,0.9685313771373203,-0.8451491965269093,-0.683432245338828,-0.7503358491271394,0
291,-0.7820753825152861,-0.9303470428856695,0.6254112117890641,-1.0,-0.9960300441143902,1.0,-0.96765288130025,0.9999999999999999,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.1126112332044252,-0.21910046123509108,0
4,-0.12637869427019055,-0.9550626083133351,0.9297646022104495,-0.9943155003146442,-0.9980150220571952,1.0,-0.8512032539811497,0.9826848347848395,-0.7526561351190885,0.9077195928439683,-0.49357880899117434,0.03443161056945144,-0.21910046123509108,0
74,-0.5630249804529271,-0.9550626083133351,0.818558555710328,-1.0,-1.0,1.0,-0.9288363388605498,0.9870136260886295,-0.753404774430488,0.9077195928439683,-0.49357880899117434,0.06193925557064592,-0.21910046123509108,0
441,-0.9754883145273447,0.8289592471012104,-0.9450073139545465,0.9266458754286513,0.9287650490744122,0.034328590535928405,0.9292959585647309,0.6486509417280989,0.9365064853642673,0.9959995520869283,-0.9836293092214998,-0.9646663161819534,-0.9716175535938631,0
442,-0.9935753386843592,-0.5230725146165147,0.12088164164811055,-0.4806742536904014,-0.4784271763640302,0.7366402152624956,-0.48153702909957385,0.8837719848679891,-0.29605704210521877,0.9292097935347058,-0.6438903353824161,-0.26842648195807106,-0.4224883317352397,0
45,0.752441046274811,-0.9505688691446686,0.7014995593944104,-0.9943155003146442,-0.9980150220571952,1.0,-0.6959370842223493,0.9999999999999999,-0.7533183708860072,0.9077195928439683,-0.5054954114121024,0.09089467136137694,-0.21910046123509108,0
3,-0.7796754279110172,-0.9303470428856695,0.6195582619732682,-1.0,-0.9960300441143902,1.0,-0.96765288130025,0.9999999999999999,-0.75149501287463,0.9077195928439683,-0.5054954114121024,0.11116346241488866,-0.21910046123509108,0
60,-0.7798936056023144,-0.9303470428856695,0.6839407099470229,-1.0,-0.9960300441143902,1.0,-0.96765288130025,0.9999999999999999,-0.7534367958648625,0.9077195928439683,-0.4995371102016384,0.0981335253090597,-0.21910046123509108,0
327,-0.051907375640756426,-0.9775313041566676,0.9473234516578372,-1.0,-0.9960300441143902,1.0,-0.8382644065012497,0.9783560434810493,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.03298383977991489,-0.21910046123509108,0
68,0.42132003678280583,-0.9775313041566676,0.9590293512894289,-1.0,-0.9960300441143902,1.0,-0.7541618978818996,0.9783560434810493,-0.7466505380450168,0.9077195928439683,-0.49357880899117434,0.027192756621768684,-0.21910046123509108,0
438,-0.9889597860073158,-0.1778569247097096,-0.15139099992864213,-0.12242387496806928,-0.11878816030441497,0.5568809339873759,-0.12055678741621267,0.8243192124263048,0.01839418724099684,0.9449204058142656,-0.7316484725023049,-0.4462233431213678,-0.5623181852906669,0
51,-0.051907375640756426,-0.9775313041566676,0.9473234516578372,-1.0,-0.9960300441143902,1.0,-0.8382644065012497,0.9783560434810493,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.03298383977991489,-0.21910046123509108,0
322,0.7827677453651176,-0.9325939124700028,0.8478233047893073,-1.0,-0.9960300441143902,1.0,-0.6894676604823994,0.9870136260886295,-0.7509440985935275,0.9077195928439683,-0.5054954114121024,0.05470040162296316,-0.21910046123509108,0
73,-0.8543649242317485,-0.9325939124700028,0.7366172582891857,-1.0,-0.9960300441143902,1.0,-0.98059172878015,0.9999999999999999,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.08510358820323073,-0.21910046123509108,0
289,0.4196473411495274,-0.9775313041566676,0.8361174051577156,-0.9943155003146442,-0.9960300441143902,1.0,-0.7541618978818996,0.9870136260886295,-0.7503167767938251,0.9077195928439683,-0.5054954114121024,0.05759594320203626,-0.21910046123509108,0
79,-0.7820753825152861,-0.9303470428856695,0.953176401473633,-0.9943155003146442,-0.9960300441143902,1.0,-0.96765288130025,0.9783560434810493,-0.7509669689035539,0.9077195928439683,-0.4995371102016384,0.028640527411305232,-0.21910046123509108,0
6,-0.5630249804529271,-0.9550626083133351,0.9707352509210206,-1.0,-1.0,1.0,-0.9288363388605498,0.9740272521772593,-0.7531906232450356,0.9139893952349876,-0.4995371102016384,0.02429721504269558,-0.21673103330536536,0
64,-0.04950742103648753,-0.9775313041566676,0.9590293512894289,-1.0,-0.9960300441143902,1.0,-0.8382644065012497,0.9783560434810493,-0.7507682073000314,0.9077195928439683,-0.49357880899117434,0.027192756621768684,-0.21910046123509108,0
309,-0.5606250258486583,-0.9550626083133351,0.9648823011052248,-1.0,-0.9960300441143902,1.0,-0.9288363388605498,0.9740272521772593,-0.7458464733860933,0.9077195928439683,-0.49357880899117434,0.02574498583223213,-0.21910046123509108,0
374,-0.9940808733336949,-0.5607497843847227,0.15066257399579486,-0.5210122912907091,-0.5173652252799734,0.7557803358117992,-0.5207787888665419,0.8905655190398188,-0.3307964971049948,0.926097074231038,-0.6351130215488151,-0.24903431505724472,-0.4069765255768313,0
50,0.23732351712219213,-0.9977531304156667,0.8536762546051032,-1.0,-0.9960300441143902,1.0,-0.7865090165816495,0.9870136260886295,-0.7505369466810351,0.9077195928439683,-0.4995371102016384,0.05325263083342661,-0.21673103330536536,0
356,0.7144781279891035,-0.9528157387290019,0.8829410036840826,-0.9943155003146442,-0.9980150220571952,1.0,-0.7024065079622994,0.9826848347848395,-0.7533902100485229,0.9077195928439683,-0.49357880899117434,0.04601377688574385,-0.21910046123509108,0
385,-0.9802077875797953,0.4758085075774936,-0.66763700815453,0.558460719782772,0.5613245996242306,0.21796146120218218,0.5600789882522546,0.7103072209293254,0.6143259327247799,0.9773060546041074,-0.8947799700034773,-0.7826920256892718,-0.8280295558078262,0
332,-0.5630249804529271,-0.9550626083133351,0.865382154236695,-0.9943155003146442,-1.0,0.9966265631794642,-0.9288363388605498,0.9870136260886295,-0.7532539426829186,0.9077195928439683,-0.4876205077807103,0.050357089254353504,-0.21673103330536536,0
439,-0.98175064391653,0.3609574593697711,-0.5770239032662863,0.441237256476011,0.4409151640005642,0.2774028942704284,0.43959199274559,0.7288549350935605,0.5101646396073045,0.9741831838598103,-0.8636800169686483,-0.7232341895172081,-0.781914145332168,0
93,-0.6002606397676442,-0.9550626083133351,0.8361174051577156,-0.9943155003146442,-0.9980150220571952,1.0,-0.9353057626004999,0.9870136260886295,-0.7534367958648625,0.9077195928439683,-0.5054954114121024,0.060491484781109356,-0.21910046123509108,0
355,-0.7820753825152861,-0.9303470428856695,0.953176401473633,-0.9943155003146442,-0.9960300441143902,1.0,-0.96765288130025,0.9783560434810493,-0.7509669689035539,0.9077195928439683,-0.4995371102016384,0.028640527411305232,-0.21910046123509108,0
453,-0.9817461529237084,0.361464047275321,-0.5773156755295952,0.4399697455827294,0.44224857874900847,0.27693313742801795,0.4407878331872672,0.729337759529487,0.5105620506311521,0.9713365949389381,-0.8666669182022098,-0.7238493860648615,-0.781692336855165,0
454,-0.9972123850898158,-0.794183612470949,0.3358446445321637,-0.7690732502984892,-0.7583172441566485,0.8757590052685242,-0.7591201589636603,0.9348252650786901,-0.5444895328258988,0.9095049746618338,-0.5829199096663131,-0.1295416750374015,-0.31040476630443253,0
14,0.4210291331944096,-0.9775313041566676,0.8770880538682867,-1.0,-0.9960300441143902,1.0,-0.7541618978818996,0.9870136260886295,-0.7534367958648625,0.9077195928439683,-0.5054954114121024,0.050357089254353504,-0.21910046123509108,0
400,-0.994124626945005,-0.5636303345496105,0.15246275170269707,-0.5252882865183524,-0.5197069092352359,0.7569479075385113,-0.522871065419402,0.8915264451855638,-0.3332334615946437,0.9231154506705235,-0.6369923898148743,-0.2477770811185955,-0.4052971082067799,0
373,-0.997211498987081,-0.7953403203791373,0.33602815204916214,-0.765798066510277,-0.7613205773300593,0.8780930934934508,-0.7646952442983367,0.9325966915421127,-0.5450499368627103,0.9151956901327085,-0.5761835908379209,-0.12835587308800955,-0.3115171620286882,0
85,-0.9606901857905694,-0.9528157387290019,0.6956466095786147,-1.0,-0.9960300441143902,1.0,-1.0,0.9999999999999999,-0.7507419959527395,0.9077195928439683,-0.4637873029388541,0.09234244215091349,-0.21910046123509108,0
276,-0.04892561385969507,-0.9775313041566676,0.9707352509210206,-0.9943155003146442,-0.9980150220571952,1.0,-0.8382644065012497,0.9783560434810493,-0.7534367958648625,0.9077195928439683,-0.5054954114121024,0.027192756621768684,-0.21910046123509108,0
1,-0.7799663314994134,-0.9303470428856695,0.9297646022104495,-1.0,-0.9960300441143902,1.0,-0.96765288130025,0.9826848347848395,-0.7484005379465579,0.9077195928439683,-0.5054954114121024,0.03443161056945144,-0.21910046123509108,0
36,-0.3809920600139881,-0.9775313041566676,0.7834408568155526,-0.9943155003146442,-0.9980150220571952,1.0,-0.8964892201607998,0.9913424173924197,-0.7534367958648625,0.9077195928439683,-0.5054954114121024,0.07352142188693832,-0.21910046123509108,0
357,0.31099485088353673,-0.9977531304156667,0.9004998531314702,-1.0,-1.0,1.0,-0.7735701691017496,0.9826848347848395,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.0445660060962073,-0.21910046123509108,0
335,0.7461866191242921,-0.9505688691446686,0.8712351040524908,-1.0,-1.0,1.0,-0.6959370842223493,0.9870136260886295,-0.7533979584206647,0.9077195928439683,-0.4995371102016384,0.048909318464816956,-0.21910046123509108,0
395,-0.9997459406271286,-0.9833175478882593,0.4854435129300125,-0.9671010345093783,-0.9553616022772485,0.9753179400246212,-0.9580714152130964,0.967900169638753,-0.7183678699512321,0.9004944690344362,-0.5358301887791675,-0.031568533432225376,-0.23332384508556114,0
387,-0.997250981605403,-0.7969122308340337,0.3377751462902546,-0.7733720360884543,-0.7606384986132777,0.8767892428668612,-0.7611503187427111,0.9360424011799284,-0.5472406845935222,0.9073552129665662,-0.583834517902849,-0.12823662463339047,-0.30882111343372287,0
92,-0.1977227993243652,-0.9505688691446686,1.0,-0.9943155003146442,-0.9980150220571952,1.0,-0.8641421014610497,0.9740272521772593,-0.7534367958648625,0.9077195928439683,-0.5054954114121024,0.01995390267408593,-0.21910046123509108,0
396,-0.997209613036426,-0.7941541106509216,0.3351825862954202,-0.7654574874695277,-0.7597356026099359,0.8763074538458497,-0.7626566936956485,0.9320267072142976,-0.5438343495684146,0.9130254998029879,-0.5784347733371931,-0.12901873146242118,-0.31165328410137216,0
349,-0.8543649242317485,-0.9325939124700028,0.7366172582891857,-1.0,-0.9960300441143902,1.0,-0.98059172878015,0.9999999999999999,-0.7534367958648625,0.9077195928439683,-0.4876205077807103,0.08510358820323073,-0.21910046123509108,0
42,0.5306270601226881,-0.9977531304156667,0.8536762546051032,-0.9943155003146442,-0.9960300441143902,1.0,-0.7347536266620495,0.9870136260886295,-0.7534367958648625,0.9077195928439683,-0.49357880899117434,0.05614817241249971,-0.21910046123509108,0
340,-0.04950742103648753,-0.9775313041566676,0.9590293512894289,-1.0,-0.9960300441143902,1.0,-0.8382644065012497,0.9783560434810493,-0.7507682073000314,0.9077195928439683,-0.49357880899117434,0.027192756621768684,-0.21910046123509108,0
337,-0.8540740206433522,-0.9325939124700028,0.6488230110522476,-1.0,-1.0,1.0,-0.98059172878015,0.9999999999999999,-0.7533931716068667,0.9077195928439683,-0.49357880899117434,0.1039246084672059,-0.21910046123509108,0
390,-0.9802186249990926,0.47564037634516976,-0.6667545466504732,0.5575910787634029,0.5616162159516433,0.21754667919077053,0.5613855875659444,0.7105899404877063,0.61443112403643,0.9761386284678714,-0.8970122418787905,-0.782911789236243,-0.8276696729096864,0
346,-0.5243348031962289,-0.9550626083133351,0.9765882007368165,-0.9943155003146442,-0.9980150220571952,1.0,-0.9223669151205999,0.9740272521772593,-0.7532189870364993,0.9077195928439683,-0.49357880899117434,0.022849444253159032,-0.21910046123509108,0
5,0.5306270601226881,-0.9977531304156667,0.7483231579207774,-1.0,-0.9960300441143902,1.0,-0.7347536266620495,0.9956712086962098,-0.7534367958648625,0.9077195928439683,-0.49357880899117434,0.08220804662415764,-0.21910046123509108,0
333,-0.5630249804529271,-0.9550626083133351,0.7307643084733899,-1.0,-1.0,1.0,-0.9288363388605498,0.9956712086962098,-0.7534185804094059,0.9077195928439683,-0.5054954114121024,0.08365581741369418,-0.21910046123509108,0
303,-0.05030740590457716,-0.9775313041566676,0.6722348103154312,-1.0,-0.9960300441143902,1.0,-0.8382644065012497,0.9999999999999999,-0.7510768440598875,0.9077195928439683,-0.5054954114121024,0.0981335253090597,-0.21673103330536536,0
391,-0.9997653517284688,-0.985575247091885,0.48720594924270055,-0.9683879802661053,-0.9580008617946992,0.9766310222919851,-0.9595887198307936,0.9690782232076238,-0.720324737913013,0.9027877498794451,-0.5328816784419773,-0.030435101502791124,-0.23260669710835866,0
39,0.7529501275545045,-0.9505688691446686,0.7658820073681651,-1.0,-1.0,1.0,-0.6959370842223493,0.9913424173924197,-0.7533812867840041,0.9139893952349876,-0.4876205077807103,0.07496919267647488,-0.21673103330536536,0
465,-0.994657517033937,-0.6037113255310018,0.18467288685478883,-0.5670694806397317,-0.5618364729035488,0.7773715205255841,-0.5636857591138659,0.8995571932369769,-0.37069650551373134,0.923742313714375,-0.6244796481569312,-0.2267779761226508,-0.38890123166794516,0
407,-0.9982732319170589,-0.8735057782425842,0.39785577304958464,-0.8508011283822083,-0.8412039756258666,0.9171086679969066,-0.8432170407953948,0.9476750184500065,-0.6165678164724948,0.9058083744945525,-0.5620494791020899,-0.08854340243896881,-0.278504273853459,0
360,0.5301907047400938,-0.9977531304156667,0.9239116523946537,-1.0,-0.9960300441143902,1.0,-0.7347536266620495,0.9826848347848395,-0.7534367958648625,0.9139893952349876,-0.49357880899117434,0.03877492293806109,-0.21910046123509108,0
351,-0.7081858710626444,-0.9325939124700028,0.7834408568155526,-1.0,-0.9960300441143902,1.0,-0.9547140338203499,0.9913424173924197,-0.7468389421224275,0.9077195928439683,-0.5054954114121024,0.07062588030786522,-0.21910046123509108,0
352,0.7529501275545045,-0.9505688691446686,0.8536762546051032,-1.0,-1.0,0.9966265631794642,-0.6959370842223493,0.9870136260886295,-0.7533260266646611,0.9139893952349876,-0.49357880899117434,0.05325263083342661,-0.21673103330536536,0
