,WWWSEX,WWWWHITE,W2TOTCL,W12EDUC3,AGE65PLM,WWWBLACK,W2FIPCOM,AGE4049M,W1FIPCOM,AGE5059M,AGE3039,AGE1829,WWWHOMLN,W1TRUAM2,W2CIVLIB,EDUCAT4,WWWAGEC1,CENSDIV,WWWHISP,WWWBRNUS,WWWEDU3,WWWEDU5,W1STATE,W12RACE4,W2SECURE,WWWRACE4,AGE6064M,RAC3,WWWRACE3,WWWAGE,COMPLET2,IMPHISP,RACES,W12OTHET,W2MISSCL,USAWT1RV,RACWT1RV,USAWT2RC,RHWT2CC,USAWT2CC,USAWT2NC,RHWT2RC,MULT2,W3IWER4_A
403,-1,1,1.0000000000000002,1.0,-1.0,-1,0.9999999999999999,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.2727272727272727,1.0,0.0,-0.935483870967742,-1,1.0,1.0,0.5,0.2727272727272727,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,-1.0,-1.0,-1,-0.30666666666666664,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.8859003215516984,-0.8795847146217127,-0.8795467726140105,-1.0,-1.0,0
62,-1,1,1.0000000000000002,0.0,-1.0,-1,0.4285714285714285,-1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0,-0.19999999999999996,-0.09090909090909083,0.3333333333333335,-1.0,0.41935483870967727,-1,1.0,0.0,0.0,0.709090909090909,-0.9999999999999999,0.2727272727272727,-0.9999999999999999,-1.0,-1.0,-1,-0.8666666666666666,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-0.4372521637510549,-0.547901258939971,-0.449740111964676,-0.7828561078487971,-0.7708368323460906,-1.0,-0.7122540059327074,-1.0,0
43,1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,1.0,0.33333333333333326,0.41935483870967727,-1,1.0,1.0,0.5,0.709090909090909,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.11999999999999988,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.7430621058452755,-0.7935819722519668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
276,1,-1,1.0000000000000002,-1.0,-1.0,-1,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0000000000000002,-0.33333333333333326,-1.0,0.41935483870967727,1,1.0,0.0,-0.5,0.709090909090909,0.3333333333333335,-0.8181818181818181,0.3333333333333335,-1.0,-1.0,-1,-0.9466666666666667,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9890468979911196,-0.995018782140295,-0.9941847120744721,-1.0,-1.0,0
220,-1,1,0.8181818181818183,-1.0,-1.0,-1,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.4545454545454546,-0.33333333333333326,-1.0,0.41935483870967727,-1,1.0,0.0,-0.5,-0.23636363636363644,-0.9999999999999999,-0.4545454545454545,-0.9999999999999999,-1.0,-1.0,-1,-0.9733333333333333,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.4285714285714286,-1.0,-1.0,-1.0,-0.7388134413499642,-0.7243563310211818,-0.7243563310211734,-1.0,-1.0,0
187,1,-1,0.6363636363636365,1.0,-1.0,-1,-0.1428571428571429,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.09090909090909083,1.0,0.0,-0.935483870967742,-1,-1.0,1.0,0.5,0.19999999999999996,1.0,-0.09090909090909083,1.0,-1.0,1.0,1,-0.41333333333333333,-1.0,0.1428571428571428,0.6000000000000001,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.640011662282124,-0.620085709192016,-0.7141488619326757,-1.0,-1.0,0
382,1,1,-1.0,-1.0,-1.0,-1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,-0.33333333333333326,0.0,-0.3548387096774195,-1,1.0,0.0,-0.5,-0.09090909090909094,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.3866666666666665,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.7408872819410364,-0.791834768467618,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
247,1,-1,-1.0,1.0,-1.0,-1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,-1.0,1.0,0.20000000000000018,-1.0,1.0,0.0,0.41935483870967727,1,1.0,1.0,0.5,0.709090909090909,0.3333333333333335,-1.0,0.3333333333333335,-1.0,-1.0,-1,-0.3599999999999999,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-0.9975549225294097,-0.9980356806813695,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
278,-1,1,1.0000000000000002,0.0,-1.0,-1,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2727272727272727,0.3333333333333335,0.6666666666666667,0.29032258064516125,-1,1.0,0.0,0.0,-0.5636363636363637,-0.9999999999999999,-0.09090909090909083,-0.9999999999999999,1.0,-1.0,-1,0.1200000000000001,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9183280263814985,-0.9138073468354972,-0.9131875181113143,-1.0,-1.0,0
99,1,1,1.0000000000000002,0.0,-1.0,-1,0.4285714285714285,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.4545454545454546,0.3333333333333335,-0.33333333333333326,0.9354838709677418,-1,1.0,0.0,0.0,0.23636363636363633,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1.0,-1,-0.6533333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.996362772268354,-0.9961614456652611,-0.9961476932051367,-1.0,-1.0,0
466,1,-1,-1.0,0.0,-1.0,1,-1.0,-1.0,-0.1428571428571429,-1.0,1.0,-1.0,1.0,0.6000000000000001,-1.0,0.3333333333333335,-0.33333333333333326,-0.935483870967742,-1,1.0,0.0,0.0,0.2727272727272727,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.5199999999999999,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9969708235536623,-0.9947893268957338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
464,-1,-1,0.8181818181818183,-1.0,-1.0,-1,0.1428571428571428,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.2727272727272727,-0.33333333333333326,-0.33333333333333326,0.9999999999999998,1,-1.0,0.0,-0.5,-0.8181818181818182,0.3333333333333335,0.2727272727272727,0.3333333333333335,-1.0,-1.0,-1,-0.43999999999999995,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.4285714285714286,-1.0,-1.0,-1.0,-0.9555620680099822,-0.9797906547113938,-0.9802144526595116,-1.0,-1.0,0
265,-1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,1.0,-0.6666666666666666,0.41935483870967727,-1,1.0,1.0,1.0,0.709090909090909,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.7066666666666666,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9949192801978083,-0.9959182659118916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
205,-1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,-0.1428571428571429,1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,0.33333333333333326,-0.935483870967742,-1,1.0,0.0,-0.5,0.2727272727272727,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,0.01333333333333342,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9926445122851347,-0.9873473722366433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
186,-1,-1,1.0000000000000002,0.0,-1.0,-1,-0.1428571428571429,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.2727272727272727,0.3333333333333335,0.0,0.29032258064516125,1,-1.0,0.0,0.0,-0.6000000000000001,0.3333333333333335,0.4545454545454546,0.3333333333333335,-1.0,-1.0,-1,-0.3866666666666665,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9962562973804052,-0.9982974504998966,-0.9984576161476337,-1.0,-1.0,0
434,1,-1,1.0000000000000002,0.0,-1.0,-1,0.4285714285714285,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.8181818181818183,0.3333333333333335,-0.33333333333333326,0.41935483870967727,1,1.0,0.0,0.0,0.709090909090909,0.3333333333333335,-0.6363636363636362,0.3333333333333335,-1.0,-1.0,-1,-0.46666666666666656,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9941711315720838,-0.9973491652418366,-0.9980933048684261,-1.0,-1.0,0
148,1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,1.0,-1.0,-1.0,0.20000000000000018,-1.0,1.0,-0.33333333333333326,0.29032258064516125,-1,1.0,1.0,1.0,0.9272727272727272,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.6533333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8593172016553716,-0.886978657360343,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
560,-1,-1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,1.0,0.33333333333333326,0.9999999999999998,1,-1.0,1.0,0.5,-0.49090909090909096,0.3333333333333335,-1.0,0.3333333333333335,-1.0,-1.0,-1,-0.11999999999999988,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-0.6650375081533688,-0.7308987949636516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
476,-1,-1,1.0000000000000002,0.0,-1.0,-1,-0.1428571428571429,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.2727272727272727,0.3333333333333335,-0.33333333333333326,0.9999999999999998,-1,1.0,0.0,0.0,-0.8181818181818182,1.0,-0.09090909090909083,1.0,-1.0,1.0,1,-0.43999999999999995,-1.0,0.1428571428571428,1.0000000000000004,1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.846895756118102,-0.8384211816337016,-0.8509995482067128,-1.0,-1.0,0
320,1,-1,1.0000000000000002,-1.0,-1.0,1,-0.1428571428571429,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.2727272727272727,-0.9999999999999999,0.0,-0.3548387096774195,-1,1.0,-1.0,-1.0,-0.09090909090909094,-0.33333333333333326,-0.09090909090909083,-0.33333333333333326,-1.0,0.0,0,-0.3599999999999999,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.7142857142857143,-0.9822355394370273,-0.969442256498447,-0.922372630009993,-0.9282336582291455,-0.96663511069776,-1.0,-0.9223726300098983,-1.0,0
30,1,-1,-1.0,0.0,-1.0,1,-1.0,1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,0.3333333333333335,0.0,0.41935483870967727,-1,1.0,0.0,0.0,0.709090909090909,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.22666666666666657,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9890656195108669,-0.9811910981955753,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
103,-1,-1,-1.0,-1.0,-1.0,1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.33333333333333326,-0.6666666666666666,-0.3548387096774195,-1,1.0,0.0,-0.5,0.38181818181818183,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.8133333333333332,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9664781871936143,-0.9423370637227231,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
515,-1,-1,1.0000000000000002,1.0,-1.0,-1,-0.1428571428571429,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.09090909090909105,1.0,0.0,0.29032258064516125,1,-1.0,1.0,1.0,-0.6000000000000001,0.3333333333333335,0.09090909090909105,0.3333333333333335,-1.0,-1.0,-1,-0.30666666666666664,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9983272786015753,-0.999239284935245,-0.9992315390033445,-1.0,-1.0,0
129,1,1,-1.0,1.0,1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,1.0,0.9999999999999998,0.9354838709677418,-1,1.0,1.0,0.5,-0.8909090909090909,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,0.2533333333333334,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9536680555780629,-0.9627779755074065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
501,1,1,1.0000000000000002,1.0,-1.0,-1,0.9999999999999999,-1.0,0.9999999999999999,-1.0,-1.0,1.0,-1.0,-0.19999999999999996,0.4545454545454546,1.0,-0.6666666666666666,0.35483870967741926,-1,1.0,1.0,1.0,0.6727272727272726,-0.9999999999999999,-0.2727272727272727,-0.9999999999999999,-1.0,-1.0,-1,-0.7333333333333333,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-0.9247884399424927,-0.9395767528103008,-0.8887592248464538,-0.9560092508946041,-0.9535742897826952,-1.0,-0.9418291463300038,-1.0,0
170,-1,1,1.0000000000000002,-1.0,-1.0,-1,0.4285714285714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2727272727272727,-0.33333333333333326,0.6666666666666667,0.35483870967741926,-1,1.0,0.0,-0.5,-1.0,-0.9999999999999999,0.4545454545454546,-0.9999999999999999,1.0,-1.0,-1,0.17333333333333356,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.812587638867298,-0.8022140530447381,-0.8022140530447894,-1.0,-1.0,0
436,1,-1,0.8181818181818183,0.0,-1.0,1,0.4285714285714285,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.6363636363636365,0.3333333333333335,-0.33333333333333326,-0.935483870967742,-1,1.0,0.0,0.0,0.19999999999999996,-0.33333333333333326,-0.6363636363636362,-0.33333333333333326,-1.0,0.0,0,-0.6,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.4285714285714286,-1.0,-1.0,-1.0,-0.9218712971430713,-0.9636771854628126,-0.9662992220505133,-1.0,-1.0,0
502,1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-0.1428571428571429,-1.0,-1.0,1.0,-1.0,0.20000000000000018,-1.0,-0.9999999999999999,-0.6666666666666666,0.41935483870967727,1,1.0,-1.0,-1.0,0.709090909090909,0.3333333333333335,-1.0,0.3333333333333335,-1.0,-1.0,-1,-0.7599999999999999,0.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-0.9515197023237542,-0.9610520376376815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
510,-1,-1,-1.0,1.0,-1.0,1,-1.0,-1.0,0.9999999999999999,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-1.0,1.0,-0.33333333333333326,0.41935483870967727,-1,1.0,1.0,0.5,-0.23636363636363644,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.6,0.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.3175616187251954,0.17390432074407736,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
356,1,1,-1.0,0.0,-1.0,-1,-1.0,-1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,0.6666666666666667,0.9999999999999998,-1,1.0,0.0,0.0,0.45454545454545436,-0.9999999999999999,-1.0,-0.9999999999999999,1.0,-1.0,-1,0.1200000000000001,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8871877467918231,-0.9093692158970247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
446,1,-1,1.0000000000000002,-1.0,1.0,-1,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09090909090909105,-0.9999999999999999,0.9999999999999998,0.41935483870967727,1,-1.0,-1.0,-1.0,0.709090909090909,0.3333333333333335,0.09090909090909105,0.3333333333333335,-1.0,-1.0,-1,0.4933333333333334,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.9963487321213312,-0.9983394876854907,-0.9980614465207355,-1.0,-1.0,0
9,-1,-1,1.0000000000000002,0.0,-1.0,1,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09090909090909105,0.3333333333333335,0.6666666666666667,0.9999999999999998,-1,1.0,0.0,0.0,-0.8181818181818182,-0.33333333333333326,0.09090909090909105,-0.33333333333333326,1.0,0.0,0,0.2266666666666668,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.35581979221891846,-0.7005141854386041,-0.7538571886535248,-1.0,-1.0,0
330,-1,1,-1.0,0.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-1.0,0.3333333333333335,-0.33333333333333326,-0.3548387096774195,-1,1.0,0.0,0.0,-0.09090909090909094,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.46666666666666656,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.6995172744416334,-0.7585990506143442,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
549,1,1,-1.0,1.0,-1.0,-1,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,1.0,0.0,-0.3548387096774195,-1,1.0,1.0,0.5,0.38181818181818183,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.2533333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8113302017693302,-0.8484269991606754,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
411,1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-1.0,1.0,0.33333333333333326,0.29032258064516125,-1,1.0,1.0,1.0,-0.6000000000000001,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.11999999999999988,0.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8593172016553716,-0.886978657360343,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
393,1,-1,-1.0,0.0,-1.0,1,-1.0,-1.0,-0.1428571428571429,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,-0.33333333333333326,0.29032258064516125,-1,1.0,0.0,0.0,-0.5636363636363637,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0,-0.5199999999999999,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-1.0,-0.9731857853386081,-0.9538752167052915,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
261,-1,1,-1.0,-1.0,-1.0,-1,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,-0.33333333333333326,0.0,0.35483870967741926,-1,1.0,0.0,-0.5,-0.2727272727272728,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.2533333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.5733663349501141,-0.6572522710198188,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
352,-1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,0.4285714285714285,-1.0,1.0,-1.0,-1.0,-0.6,-1.0,1.0,-0.33333333333333326,-0.3548387096774195,-1,1.0,1.0,0.5,0.9636363636363636,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,-0.6533333333333332,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.9314466441613787,-0.944925801800193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
467,-1,-1,1.0000000000000002,0.0,1.0,1,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09090909090909105,0.3333333333333335,0.9999999999999998,0.29032258064516125,-1,1.0,0.0,0.0,-0.5636363636363637,-0.33333333333333326,0.09090909090909105,-0.33333333333333326,-1.0,0.0,0,0.41333333333333355,-1.0,0.1428571428571428,-0.5999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-0.7585956861396502,-0.887768722631052,-0.9054664645208832,-1.0,-1.0,0
414,1,1,-1.0,1.0,-1.0,-1,-1.0,-1.0,-0.1428571428571429,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.33333333333333326,0.9999999999999998,-1,1.0,1.0,1.0,0.8909090909090909,-0.9999999999999999,-1.0,-0.9999999999999999,-1.0,-1.0,-1,0.040000000000000036,-1.0,0.1428571428571428,-0.9999999999999999,-1.0,-1.0,-0.8043382082940944,-0.8428097915160923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
