,CL5R,CL1R,CT2BIN,CL7R,DEMOC,CL2R,CON,MOD,FEMALE,COLGRD,CL9R,WWWWHITE,SOMCOL,REPUB,COMHS,CL8R,INDEP,AGE65PLM,CD4A_A,PTYID3,WWWBLACK,BABS,W12EDUC3,AGE5059M,W2TOTCL,AGE4049M,VPROUD,LIB,AGE3039,FIPCOM,CD8,IDEO3,STRATA,W1TRUAM2,CT1A,COMPLET2,ADVDEG,CD7_A,CL10R,P17_A,PROUD,CL9,WWWHOMLN,INCA,EDUCAT4,FIP1,CENSDIV,W2CIVLIB,CL4A,GT2,CL7,CL2,CL5,CL6B,INCOME,X1,WWWEDU3,MEANFR,WWWAGEC1,WWWEDU5,AGE1829,W1STATE,AGE6064M,CL1,CL8,FIP2,B1,CD5A,WWWRACE3,CD6,NEWRACE,W2SECURE,WWWHISP,LOPROU,V1_B,WWWAGE,WWWRACE4,CLPROP,W12HISP,MNDOG,POLINT,IWER3,GT3,LTHS,B2,DOG2R,USAWT2RC,CL10,DOG3R,DOG5R,DOG1R,DOG6R,DOG4R,WWWBRNUS,DG3,PFR5R,DG2,RACES,PFR1R,F5
2031,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1.0000000000000004,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.1428571428571428,-1.0,-1.0,-0.33333333333333326,0.1428571428571428,0.41935483870967727,0.8181818181818183,0.5,-1.0,-1.0,0.1428571428571428,0.1428571428571428,0.5,-0.25,-0.9591836734693877,0.0,-0.46666666666666656,-0.33333333333333326,-0.5,-1.0,-0.23636363636363644,-1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0,-0.11111111111111116,0.0,-0.6000000000000001,-1,-1.0,-0.75,-0.5076923076923077,-0.33333333333333326,1.0,-1.0,0.65217391304351,0.3333333333333335,1.0,-0.4285714285714285,-1.0,-0.9999999999999999,-0.25,-1.0,1.0,0.5,-0.25,1.0,-0.25,-0.25,1.0,-0.7142857142857142,-0.9999999999999999,-0.75,-0.5999999999999999,-0.9999999999999999,1.0
296,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0,0.9999999999999999,1.0000000000000004,0.0,0.0,-0.19999999999999996,-0.33333333333333326,-1.0,-1.0,0.75,1.0,-1.0,-1.0,0.1428571428571428,1.0,0.0,-0.33333333333333326,-0.9999999999999999,-0.935483870967742,0.2727272727272727,0.5,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,0.5,-0.75,-0.9183673469387755,0.0,0.8666666666666667,0.9999999999999998,-0.5,-1.0,0.2727272727272727,-1.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,0,-0.7777777777777778,0.0,0.0,-1,-1.0,-0.75,0.5384615384615388,-0.33333333333333326,0.13888888888899986,-1.0,0.30434782608696787,0.3333333333333335,1.0,-0.4285714285714285,-1.0,-0.9999999999999999,0.0,-0.9880406740244144,1.0,1.0,-1.0,0.5,0.0,-1.0,-1.0,-0.9999999999999999,1.0,-1.0,-0.5999999999999999,-0.1428571428571428,-0.9999999999999999
1534,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,1.0,-1.0,1.0000000000000002,-1.0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000004,1.0,1.0,-1.0,-0.33333333333333326,-1.0,-1.0,0.75,1.0,0.75,-1.0,0.1428571428571428,1.0,-1.0,1.0,-0.9999999999999999,-0.3548387096774195,0.8181818181818183,-1.0,0.0,-1.0,0.1428571428571428,0.1428571428571428,0.5,-0.25,-0.9183673469387755,1.0,-0.19999999999999973,-0.33333333333333326,0.5,-1.0,0.38181818181818183,-1.0,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.1428571428571428,0.1428571428571428,-1,0.33333333333333326,-1.0,-0.6000000000000001,-1,-1.0,-0.75,-0.5692307692307692,-0.9999999999999999,1.0,-1.0,-0.9130434782608514,0.3333333333333335,1.0,-0.7142857142857142,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.75,-1.0,-1.0,-1.0,1.0,-0.1428571428571428,-0.33333333333333326,-0.25,-0.9999999999999999,-0.4285714285714285,0.3333333333333335
1069,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.1428571428571429,0.20000000000000018,0.0,1.0,1.0,1.0,1.0,-1.0,-0.75,1.0,1.0,-1.0,0.1428571428571428,-1.0,0.0,-0.9999999999999999,0.1428571428571428,0.29032258064516125,-1.0,0.0,0.0,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-0.9387755102040817,-1.0,-0.06666666666666665,0.9999999999999998,-1.0,-1.0,-0.6000000000000001,-1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.1428571428571428,-1,-0.11111111111111116,-1.0,-1.0,-1,-1.0,-1.0,0.7846153846153849,-0.9999999999999999,0.13888888888899986,-1.0,0.65217391304351,0.3333333333333335,1.0,-0.4285714285714285,1.0,-0.9999999999999999,-0.5,-1.0,1.0,0.0,0.0,0.5,0.0,0.0,-1.0,1.0,-0.9999999999999999,0.75,-0.9999999999999999,-0.7142857142857142,1.0
2079,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0,-0.1428571428571429,-0.5999999999999999,-1.0,1.0,-0.19999999999999996,0.3333333333333335,-1.0,-1.0,-0.75,1.0,-0.75,-1.0,0.1428571428571428,-1.0,-1.0,-0.33333333333333326,0.1428571428571428,0.9354838709677418,0.2727272727272727,0.0,-1.0,-1.0,0.1428571428571428,-0.9999999999999999,0.5,-0.25,-0.9591836734693877,0.0,-0.7333333333333333,0.9999999999999998,-0.5,-1.0,-0.7454545454545455,-1.0,-0.9999999999999999,0.1428571428571428,0.1428571428571428,-0.9999999999999999,0.1428571428571428,-1,-0.11111111111111116,-1.0,0.0,-1,-1.0,-1.0,0.41538461538461524,-0.9999999999999999,0.41666666666675,-1.0,-0.30434782608696787,0.3333333333333335,-1.0,-0.4285714285714285,-1.0,-0.9999999999999999,-0.75,-0.6033583976184979,1.0,-0.5,-1.0,0.5,-0.25,-1.0,1.0,-0.4285714285714285,-0.9999999999999999,-0.5,-0.9999999999999999,-0.7142857142857142,1.0
2537,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-0.9999999999999999,0.0,-1.0,-1.0,1.0,1.0,-1.0,-0.75,1.0,0.0,1.0,-0.9999999999999999,-1.0,0.0,-0.9999999999999999,0.1428571428571428,0.41935483870967727,0.2727272727272727,-1.0,0.0,0.33333333333333326,0.1428571428571428,0.1428571428571428,-1.0,-0.75,-0.9591836734693877,-1.0,1.0,0.0,-1.0,-1.0,0.709090909090909,-1.0,-0.9999999999999999,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,-1,0.7777777777777777,-1.0,0.0,1,-1.0,-1.0,-0.10769230769230775,0.3333333333333335,0.25,1.0,0.30434782608696787,0.3333333333333335,1.0,-0.4285714285714285,1.0,-0.9999999999999999,-0.25,-1.0,1.0,-0.5,-0.75,1.0,-0.25,-0.25,-1.0,-0.4285714285714285,1.0,-0.75,-0.9999999999999999,-0.1428571428571428,-0.9999999999999999
1663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,0.9999999999999999,0.20000000000000018,1.0,1.0,-1.0,0.3333333333333335,-1.0,-1.0,-0.75,1.0,0.75,-1.0,-0.9999999999999999,-1.0,-1.0,-0.33333333333333326,-0.9999999999999999,0.29032258064516125,-0.09090909090909083,0.0,0.0,0.33333333333333326,-0.9999999999999999,-0.9999999999999999,0.5,0.5,-0.9591836734693877,0.0,-0.19999999999999973,0.9999999999999998,-0.5,-1.0,0.5999999999999999,-1.0,0.1428571428571428,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,-1,-0.11111111111111116,-1.0,0.40000000000000013,-1,-1.0,-1.0,0.6923076923076925,-0.9999999999999999,-0.25,-1.0,0.21739130434781928,-0.33333333333333326,1.0,-0.9999999999999999,-1.0,-0.9999999999999999,0.0,-1.0,1.0,-1.0,-0.25,1.0,-0.25,-1.0,1.0,-0.1428571428571428,-0.9999999999999999,-1.0,-0.9999999999999999,-0.4285714285714285,1.0
1350,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.4285714285714285,1.0000000000000004,-1.0,1.0,-0.19999999999999996,0.3333333333333335,-1.0,-1.0,0.75,1.0,-0.75,-1.0,0.1428571428571428,-1.0,-1.0,0.3333333333333335,0.1428571428571428,0.35483870967741926,-1.0,0.5,0.0,-1.0,0.1428571428571428,-0.9999999999999999,0.5,-0.25,-0.9795918367346939,0.0,-0.9999999999999999,0.0,0.0,-1.0,-0.2727272727272728,-1.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,-1,-0.7777777777777778,-1.0,-1.0,-1,-1.0,-1.0,-0.16923076923076907,-0.9999999999999999,0.41666666666675,-1.0,0.30434782608696787,1.0,1.0,-0.7142857142857142,-1.0,-0.9999999999999999,-0.25,-1.0,1.0,0.5,-0.25,0.5,-0.25,-1.0,1.0,-0.7142857142857142,-0.9999999999999999,-0.75,-0.9999999999999999,-0.9999999999999999,1.0
1313,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.9999999999999999,-0.5999999999999999,-1.0,1.0,0.6000000000000001,-0.33333333333333326,1.0,-1.0,-0.75,1.0,-0.75,-1.0,0.1428571428571428,-1.0,1.0,1.0,-0.9999999999999999,0.29032258064516125,-1.0,-1.0,-1.0,-1.0,0.1428571428571428,0.1428571428571428,0.5,1.0,-0.9387755102040817,1.0,-0.19999999999999973,0.33333333333333326,0.5,-1.0,0.8181818181818181,-1.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,-1,-0.11111111111111116,-1.0,-1.0,-1,-1.0,-1.0,0.0769230769230771,-0.9999999999999999,0.6944444444444999,-1.0,-0.30434782608696787,0.3333333333333335,1.0,-0.7142857142857142,-1.0,-0.9999999999999999,-0.25,-1.0,1.0,0.5,-1.0,-0.5,-0.75,-1.0,1.0,-0.7142857142857142,-0.9999999999999999,-0.75,-0.9999999999999999,-0.4285714285714285,1.0
3018,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,0.0,-1.0,1.0000000000000002,-1.0,1.0,1.0,-1.0,0.9999999999999999,-0.9999999999999999,1.0,0.0,-1.0,-0.33333333333333326,-1.0,-1.0,-0.75,1.0,0.75,-1.0,0.7142857142857144,1.0,-1.0,0.3333333333333335,-0.9999999999999999,-0.935483870967742,0.4545454545454546,-1.0,-1.0,0.9999999999999998,0.1428571428571428,-0.9999999999999999,-1.0,0.25,-0.9591836734693877,0.0,-0.7333333333333333,-0.6666666666666666,0.0,1.0,0.2727272727272727,-1.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,-1,-0.33333333333333337,-1.0,-0.19999999999999996,-1,-1.0,-1.0,-0.8461538461538461,-0.9999999999999999,0.5,-1.0,-0.21739130434781928,0.3333333333333335,1.0,-0.4285714285714285,-1.0,-0.9999999999999999,0.0,-1.0,1.0,-0.5,-1.0,0.5,-0.75,-1.0,1.0,-0.4285714285714285,-0.9999999999999999,-1.0,-0.9999999999999999,-0.9999999999999999,1.0
574,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,1.0,1.0,1.0000000000000002,-1.0,1.0,-1.0,-1.0,0.4285714285714285,-0.9999999999999999,-1.0,1.0,1.0,0.3333333333333335,-1.0,-1.0,-0.75,1.0,-0.75,-1.0,-0.9999999999999999,-1.0,-1.0,1.0,0.1428571428571428,0.41935483870967727,0.4545454545454546,0.0,0.0,0.33333333333333326,0.1428571428571428,-0.9999999999999999,0.0,-0.25,-0.9795918367346939,1.0,0.06666666666666687,0.33333333333333326,0.5,-1.0,0.709090909090909,-1.0,-0.9999999999999999,0.1428571428571428,-0.9999999999999999,-0.9999999999999999,0.1428571428571428,-1,0.5555555555555554,-1.0,-0.19999999999999996,-1,-1.0,-1.0,0.10769230769230775,-0.9999999999999999,-0.13888888888899986,-1.0,0.47826086956521285,0.3333333333333335,-1.0,-0.7142857142857142,-1.0,-0.9999999999999999,-0.25,-0.6090074731994627,1.0,0.5,-0.25,1.0,-0.25,-0.75,1.0,-0.7142857142857142,-0.33333333333333326,-0.75,-0.9999999999999999,-0.4285714285714285,0.3333333333333335
